Numerator	Denominator	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
-Cell Growth and Death	-Development	1.381	2.739	3.854	1.486	2.662	5.992	2.717	7.073	18.25	2.139	7.369	18.21
-Cell Communication	-Development	1.409	2.584	4.331	1.143	2.404	5.378	1.954	7.409	18.82	1.259	8.006	19.19
Metabolism	-Development	26.56	46.64	100.9	26.09	50.98	119.8	50.77	152	411	39.44	160.7	440.9
-Membrane Transport	-Development	0.4233	0.857	1.996	0.3461	0.793	3.083	0.3287	1.054	3.257	0.2649	1.034	2.235
-Central Carbon Metabolism	-Development	2.922	4.514	11.86	3.015	4.533	17.77	9.886	19.14	110.2	7.673	27.49	123
-Energy Metabolism	-Development	0.7683	2.266	2.764	0.7982	2.285	4.287	4.713	10.41	25.14	4.295	12.17	29.89
-Biosynthesis	-Development	6.325	11.15	20.52	8.461	14.91	27.78	14.78	35.26	82.92	11.04	35.25	88.77
-Other Enzymes	-Development	14.06	27.94	63.8	13.4	29.9	63.39	21.06	75.87	183.6	16.16	81.06	188.4
Organismal Systems	-Development	8.982	15.13	24.57	10.06	16.82	39.95	10.46	30.47	69.36	7.655	26.76	61.77
-Immune System	-Development	4.645	7.863	13.13	5.816	9.913	24.15	4.266	12.76	32.4	3.264	12.79	32.27
-Endocrine System	-Development	0.5861	1.664	2.963	0.7945	1.657	3.951	1.96	3.524	11.41	1.155	3.64	8.921
-Circulatory System	-Development	0.1184	0.2367	0.7884	0.1774	0.288	0.7568	0.5782	1.553	3.388	0.3487	1.34	3.134
-Digestive System	-Development	0.546	1.082	1.783	0.4793	1.18	2.139	0.2923	0.8977	1.542	0.3086	0.7727	1.543
-Excretory System	-Development	0.4906	1.331	2.822	0.4566	1.406	2.157	0.9883	2.76	8.017	0.6335	2.742	7.425
-Nervous System	-Development	0.255	1.672	2.167	0.2351	1.334	2.398	0.4338	3.478	5.852	0.364	3.412	6.521
-Sensory System	-Development	0	0.08336	0.3006	0	0.09525	0.448	0	0.05696	0.3543	0	0.07628	0.2882
-Development	-Development	1	1	1	1	1	1	1	1	1	1	1	1
-Environmental Adaptation	-Development	0	0.05386	0.5419	0	0.0601	0.8148	0	0.229	2.133	0	0.1994	2.284
Human Diseases	-Development	10.78	15.96	23.6	11.11	18.64	35.71	23.76	42	97.15	16.3	49.12	92.97
-Cancers	-Development	1.97	2.657	5.614	1.514	2.356	5.705	1.214	4.457	12.27	0.8682	6.243	14.38
-Immune System Diseases	-Development	0.07601	0.7453	1.55	0.06693	0.6481	2.218	0.5999	1.842	4.671	0.5835	1.786	3.954
-Neurodegenerative Diseases	-Development	2.413	4.567	6.985	2.435	6.353	9.859	9.222	20.33	34.31	9.426	25.29	41.64
-Cardiovascular Diseases	-Development	0.2516	1.471	3	0.2014	1.12	2.857	1.461	5.132	12.93	0.5552	2.915	10.51
-Metabolic Diseases	-Development	0	0	0.5895	0	0	0.91	0	0	7.372	0	0	13.06
-Infectious Diseases	-Development	3.346	6.721	9.7	3.734	7.895	16.35	4.518	11.97	24.9	3.028	12.58	26.64
Not Mapped	-Development	33.22	55.41	102	36.38	66.75	137.6	40.34	109.1	275.2	27.41	96.18	259.1
-Not Mapped	-Development	33.22	55.41	102	36.38	66.75	137.6	40.34	109.1	275.2	27.41	96.18	259.1
TOTAL	-Environmental Adaptation	455.7	4308	15630	335.3	5193	15700	281.9	2534	19810	349.2	2959	24580
MAPPED	-Environmental Adaptation	355.3	3358	12180	257.7	3991	12070	233.2	2096	16390	290.7	2463	20460
Genetic Information Processing	-Environmental Adaptation	139.7	1311	4863	104.3	1614	4929	89.61	824.7	6637	108.8	951.1	8213
-Transcription	-Environmental Adaptation	17.97	155.6	672.2	13.12	183.2	651.2	11.41	104.6	821.3	13.64	116.3	1008
-Translation	-Environmental Adaptation	48.74	436.9	1629	44.33	656.2	2039	26.02	232.5	1885	31.82	267.9	2344
-Folding, Sorting and Degradation	-Environmental Adaptation	45	433.8	1532	28.37	448.4	1319	38.7	356.9	2897	47.25	408.6	3594
-DNA Maintenance	-Environmental Adaptation	26.98	248.9	1030	18.44	278.3	919.9	13.24	119.3	1035	15.32	145.2	1267
-RNA Family	-Environmental Adaptation	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Environmental Adaptation	19.47	140.7	740.2	13.07	160.4	672.2	5.685	42.05	352.6	7.021	45.57	410.2
-Signal Transduction	-Environmental Adaptation	6.267	35.37	189.8	4.036	31.63	170.2	2.064	14.91	47.87	2.746	14.66	77.88
-Signaling Molecules and Interaction	-Environmental Adaptation	12.12	115.5	550.5	8.592	128.8	501.9	3.072	33.15	304.7	3.388	33.91	332.3
Cellular Processes	-Environmental Adaptation	42.76	428.6	1544	28.34	475.2	1467	25.02	243.7	1990	28.23	261.8	2225
-Cell structure	-Environmental Adaptation	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	-Environmental Adaptation	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Environmental Adaptation	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Environmental Adaptation	12.56	126.5	550.5	9.883	168.6	619.7	4.488	44.4	390.7	5.405	51.85	451
-Cytoskeleton	-Environmental Adaptation	20.59	204.9	717.3	12.13	207.5	618.1	13.56	134.6	1201	13.69	121.9	1290
-Cell Motility	-Environmental Adaptation	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Environmental Adaptation	4.946	37.97	130.2	3.238	38.41	118.6	3.398	30.79	194.5	4.27	34.43	239
-Cell Communication	-Environmental Adaptation	4.121	48.84	146.3	2.544	46.99	110.1	2.639	26.59	203.7	3.146	29.87	245.7
Metabolism	-Environmental Adaptation	86.07	795.7	3409	62.57	878.6	3378	71.27	592.7	5296	95.17	761.7	7131
-Membrane Transport	-Environmental Adaptation	1.222	11.29	67.4	0.7809	11.07	64.63	0.3635	5.183	28.98	0.5069	4.279	37.26
-Central Carbon Metabolism	-Environmental Adaptation	6.038	83.81	400.4	3.7	87.08	351.7	8.38	115.8	1904	10.85	162.1	2625
-Energy Metabolism	-Environmental Adaptation	1.896	32.42	93.35	1.432	34.71	84.86	4.203	45.84	307.4	6.442	57.23	482.4
-Biosynthesis	-Environmental Adaptation	23.14	163.6	692.8	17.67	178.6	782.5	17.36	131.9	969.6	20.36	147.9	1169
-Other Enzymes	-Environmental Adaptation	48.18	489.1	2155	33.68	529.6	2095	33.38	283.3	2086	46.94	348.7	2818
Organismal Systems	-Environmental Adaptation	25.5	274.2	829.8	20.45	341.4	865.6	11.8	113	959.3	12.59	119.5	1187
-Immune System	-Environmental Adaptation	13.32	154	443.4	11.33	211	543.2	4.53	54.62	422.2	5.502	62.44	567.5
-Endocrine System	-Environmental Adaptation	1.081	23.31	98.49	0.975	17.92	78.21	1.443	18.15	200.7	1.537	15.13	217.6
-Circulatory System	-Environmental Adaptation	0.1678	3.293	26.62	0.2507	2.952	22.68	0.5316	5.749	32.63	0.5868	5.999	34.61
-Digestive System	-Environmental Adaptation	1.682	14.73	36.54	1.448	12.98	28.31	0.3081	2.282	24.68	0.3382	2.196	28.63
-Excretory System	-Environmental Adaptation	1.656	17.99	123.7	1.043	18.85	115.5	1.294	12.76	122.1	1.158	13.29	141.5
-Nervous System	-Environmental Adaptation	2.144	22.65	57.79	1.313	27.46	47.47	0.881	6.494	128.4	0.9329	7.692	151.4
-Sensory System	-Environmental Adaptation	0	1.536	8.534	0	1.428	9.519	0	0.3055	1.318	0	0.3826	0.777
-Development	-Environmental Adaptation	1.417	13.52	33.77	0.9847	11.84	24.7	0.3424	2.294	27.49	0.4223	2.652	44.38
-Environmental Adaptation	-Environmental Adaptation	1	1	1	1	1	1	1	1	1	1	1	1
Human Diseases	-Environmental Adaptation	33.13	267.2	796.8	23.94	282.9	757.2	24.79	163.9	1155	30.42	201.2	1292
-Cancers	-Environmental Adaptation	5.008	44.4	189.6	2.892	45.49	180.5	2.09	13.05	97.78	2.636	17.15	127.7
-Immune System Diseases	-Environmental Adaptation	0.7514	5.405	36.42	0.6278	6.463	33.77	0.6307	6.3	57.86	0.7818	6.714	55.91
-Neurodegenerative Diseases	-Environmental Adaptation	9.31	62	129.7	6.602	75.19	200.2	10.46	63.94	529	12.03	67.05	581.6
-Cardiovascular Diseases	-Environmental Adaptation	3.099	9.869	101.3	1.734	6.42	77.09	4.294	15.98	141.1	4.251	10.45	101.3
-Metabolic Diseases	-Environmental Adaptation	0	0	19.91	0	0	18.01	0	0	35.29	0	0	65.42
-Infectious Diseases	-Environmental Adaptation	12.4	99.48	327.6	10.36	120	323.6	6.819	43.94	329	8.26	42.43	425.4
Not Mapped	-Environmental Adaptation	100.4	949.5	3444	77.63	1202	3635	48.72	437.9	3424	58.52	495.9	4119
-Not Mapped	-Environmental Adaptation	100.4	949.5	3444	77.63	1202	3635	48.72	437.9	3424	58.52	495.9	4119
TOTAL	Human Diseases	11.8	15.34	18.32	11.85	14.01	20.12	9.617	11.6	17.16	10.04	11.68	18.06
MAPPED	Human Diseases	9.201	11.96	14.28	9.11	10.76	15.46	7.955	9.592	14.19	8.354	9.726	15.04
Genetic Information Processing	Human Diseases	3.74	4.694	5.631	3.809	4.355	6.354	3.165	3.911	5.748	3.309	3.858	6.012
-Transcription	Human Diseases	0.459	0.5824	0.7392	0.4574	0.5479	0.8351	0.3986	0.4971	0.7112	0.3954	0.4682	0.7294
-Translation	Human Diseases	1.285	1.635	1.895	1.572	1.852	2.602	0.9204	1.076	1.632	0.9464	1.078	1.764
-Folding, Sorting and Degradation	Human Diseases	1.271	1.547	1.776	1.096	1.185	1.722	1.416	1.7	2.396	1.467	1.69	2.512
-DNA Maintenance	Human Diseases	0.7255	0.886	1.22	0.6359	0.7703	1.195	0.4301	0.5925	0.8961	0.435	0.598	0.9806
-RNA Family	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Human Diseases	0.4924	0.5897	0.9038	0.4224	0.5669	0.8878	0.1777	0.2379	0.3053	0.1605	0.2308	0.302
-Signal Transduction	Human Diseases	0.1014	0.1852	0.2414	0.08525	0.1438	0.2167	0.02822	0.0777	0.09721	0.03371	0.08896	0.1114
-Signaling Molecules and Interaction	Human Diseases	0.3419	0.4217	0.7187	0.2919	0.3939	0.6629	0.09981	0.1581	0.2178	0.09619	0.1376	0.2158
Cellular Processes	Human Diseases	1.222	1.526	1.949	1.073	1.256	1.928	0.8131	1.03	1.707	0.8017	0.9404	1.722
-Cell structure	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Human Diseases	0.3692	0.4905	0.6617	0.4128	0.5065	0.7733	0.1764	0.2138	0.3648	0.1777	0.2234	0.3649
-Cytoskeleton	Human Diseases	0.574	0.7294	0.9002	0.4114	0.5481	0.8164	0.4406	0.5825	0.9223	0.3886	0.5015	0.8165
-Cell Motility	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Human Diseases	0.1239	0.1493	0.2036	0.09779	0.1352	0.1785	0.07872	0.1545	0.2033	0.08348	0.1397	0.2369
-Cell Communication	Human Diseases	0.109	0.1619	0.1905	0.08626	0.1289	0.1506	0.08223	0.1622	0.2225	0.07721	0.1484	0.2302
Metabolism	Human Diseases	2.053	2.833	3.78	1.968	2.757	4.138	2.137	3.066	4.586	2.42	3.248	5.291
-Membrane Transport	Human Diseases	0.03273	0.05434	0.08459	0.02611	0.04739	0.08536	0.01383	0.02087	0.03529	0.01543	0.02105	0.02884
-Central Carbon Metabolism	Human Diseases	0.1704	0.318	0.532	0.1257	0.2723	0.7025	0.2723	0.4894	1.163	0.3082	0.5817	1.438
-Energy Metabolism	Human Diseases	0.0535	0.1172	0.1526	0.04865	0.1121	0.1403	0.1395	0.23	0.2662	0.2118	0.2635	0.3493
-Biosynthesis	Human Diseases	0.5676	0.6818	0.8695	0.4873	0.651	0.9549	0.5599	0.6759	0.8782	0.5705	0.6929	0.948
-Other Enzymes	Human Diseases	1.087	1.741	2.212	1.011	1.407	2.142	0.8865	1.49	2.017	0.9915	1.582	2.202
Organismal Systems	Human Diseases	0.6945	0.9998	1.101	0.6949	0.9225	1.272	0.4403	0.5673	0.7139	0.4138	0.5449	0.7795
-Immune System	Human Diseases	0.3592	0.534	0.6182	0.3849	0.6043	0.8422	0.1795	0.249	0.3656	0.1809	0.2731	0.4393
-Endocrine System	Human Diseases	0.03052	0.1158	0.1543	0.03313	0.1033	0.1492	0.04689	0.09673	0.1418	0.02896	0.07084	0.09702
-Circulatory System	Human Diseases	0.005065	0.0183	0.03031	0.008194	0.0175	0.02735	0.02145	0.02864	0.04594	0.01929	0.02761	0.03974
-Digestive System	Human Diseases	0.03609	0.06083	0.09151	0.02571	0.06119	0.07049	0.008468	0.01546	0.03203	0.006834	0.01265	0.03488
-Excretory System	Human Diseases	0.03794	0.07051	0.1102	0.03445	0.06042	0.09006	0.04159	0.06767	0.1058	0.03288	0.053	0.09485
-Nervous System	Human Diseases	0.02365	0.09093	0.1128	0.02117	0.06826	0.09706	0.01693	0.05698	0.1083	0.01171	0.06509	0.09574
-Sensory System	Human Diseases	0	0.006446	0.0148	0	0.007185	0.01257	0	0.002223	0.005568	0	0.001776	0.003152
-Development	Human Diseases	0.02499	0.05428	0.08973	0.02614	0.04183	0.07544	0.01002	0.01523	0.03903	0.009616	0.01439	0.03435
-Environmental Adaptation	Human Diseases	0	0.00366	0.02822	0	0.003205	0.03398	0	0.00501	0.03249	0	0.004662	0.02839
Human Diseases	Human Diseases	1	1	1	1	1	1	1	1	1	1	1	1
-Cancers	Human Diseases	0.1413	0.1831	0.2379	0.09826	0.1508	0.1847	0.03574	0.08467	0.1263	0.03864	0.09884	0.1501
-Immune System Diseases	Human Diseases	0.007049	0.0457	0.08415	0.006026	0.04151	0.09278	0.02301	0.03833	0.05011	0.01893	0.0358	0.0462
-Neurodegenerative Diseases	Human Diseases	0.1531	0.2489	0.3532	0.1641	0.2657	0.4465	0.1834	0.4581	0.6148	0.1756	0.4502	0.6157
-Cardiovascular Diseases	Human Diseases	0.02258	0.08387	0.1272	0.01137	0.06365	0.1018	0.0615	0.1028	0.1787	0.03407	0.06377	0.1513
-Metabolic Diseases	Human Diseases	0	0	0.02498	0	0	0.02379	0	0	0.1398	0	0	0.2019
-Infectious Diseases	Human Diseases	0.3003	0.3857	0.4539	0.317	0.3522	0.5057	0.1901	0.2315	0.2862	0.1858	0.272	0.3216
Not Mapped	Human Diseases	2.601	3.38	4.038	2.744	3.242	4.658	1.662	2.004	2.965	1.682	1.958	3.027
-Not Mapped	Human Diseases	2.601	3.38	4.038	2.744	3.242	4.658	1.662	2.004	2.965	1.682	1.958	3.027
TOTAL	-Cancers	61.42	77.83	97.02	72.46	103.8	122.4	93.21	140.4	202.7	82.42	126.2	192.5
MAPPED	-Cancers	47.88	60.68	75.63	55.69	79.75	94.04	77.1	116.1	167.6	68.61	105.1	160.2
Genetic Information Processing	-Cancers	19.38	24.55	29.69	23.15	32.38	38.77	31.58	45.9	67.88	27.49	41.39	64.32
-Transcription	-Cancers	2.456	3.013	3.812	2.867	4.091	4.655	4.033	5.87	8.399	3.303	4.888	7.895
-Translation	-Cancers	6.483	8.432	10.49	9.447	13.17	16.48	8.955	13.29	19.28	7.601	11.63	18.36
-Folding, Sorting and Degradation	-Cancers	6.536	8.177	9.785	6.769	9.608	11.16	13.13	18.97	29.63	11.92	18.74	28.15
-DNA Maintenance	-Cancers	3.903	4.811	5.605	4.069	5.788	6.472	4.925	6.334	10.58	4.665	5.993	10.05
-RNA Family	-Cancers	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cancers	2.352	3.316	5.327	2.538	3.724	6.217	1.479	2.534	3.606	1.132	2.176	3.339
-Signal Transduction	-Cancers	0.4219	0.9586	1.319	0.5124	1.066	1.261	0.2348	0.8104	1.432	0.2378	0.848	1.652
-Signaling Molecules and Interaction	-Cancers	1.915	2.357	4.516	2.026	2.643	5.229	1.219	1.478	3.117	0.8942	1.285	2.603
Cellular Processes	-Cancers	6.038	8.145	9.835	6.451	9.963	11.36	8.441	12.95	20.36	6.633	10.8	17.6
-Cell structure	-Cancers	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	-Cancers	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Cancers	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Cancers	2.003	2.69	3.677	2.558	3.956	5.144	1.783	2.597	3.996	1.467	2.564	4.268
-Cytoskeleton	-Cancers	2.607	3.911	4.678	2.472	4.194	4.622	4.003	7.289	12.29	2.82	5.191	10.1
-Cell Motility	-Cancers	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cancers	0.5628	0.8477	1.083	0.5877	0.9669	1.17	0.8041	1.626	2.202	0.7225	1.62	2.161
-Cell Communication	-Cancers	0.7152	0.8228	0.9726	0.6099	0.8327	1.073	1.103	1.609	2.625	0.9889	1.45	2.414
Metabolism	-Cancers	11.22	15.58	17.98	12.35	19.21	21.64	24.05	34.11	54.17	22.46	35.25	55.85
-Membrane Transport	-Cancers	0.1886	0.2972	0.4531	0.2119	0.284	0.5404	0.1484	0.2428	0.4283	0.1485	0.2061	0.3051
-Central Carbon Metabolism	-Cancers	1.206	1.887	2.218	1.28	1.948	3.804	3.697	8.14	13.69	3.948	8.557	15.06
-Energy Metabolism	-Cancers	0.3785	0.5137	0.9168	0.4702	0.6643	1.005	1.471	2.16	3.881	1.657	2.496	4.947
-Biosynthesis	-Cancers	2.519	3.685	4.823	2.929	4.748	6.557	4.853	7.304	12.17	5.062	6.765	12.72
-Other Enzymes	-Cancers	6.544	9.209	11.37	7.138	11.11	12.69	10.75	17.34	22	11.64	18.61	22.07
Organismal Systems	-Cancers	4.234	5.042	6.22	4.796	6.889	7.817	4.156	5.652	9.811	3.843	5.467	9.294
-Immune System	-Cancers	2.296	2.66	3.762	3.01	3.918	5.028	1.849	2.862	4.318	1.706	2.943	4.445
-Endocrine System	-Cancers	0.2159	0.5601	0.8429	0.2955	0.5885	0.8681	0.6147	1.122	1.69	0.3472	0.6548	1.33
-Circulatory System	-Cancers	0.02684	0.1178	0.1404	0.04437	0.1256	0.1734	0.1934	0.3637	0.4867	0.1819	0.2711	0.4028
-Digestive System	-Cancers	0.1927	0.354	0.4272	0.1568	0.417	0.5008	0.09026	0.1925	0.3508	0.07271	0.124	0.3225
-Excretory System	-Cancers	0.2392	0.3404	0.6526	0.2575	0.3781	0.6347	0.3984	0.7131	1.249	0.3114	0.5813	1.108
-Nervous System	-Cancers	0.1292	0.3785	0.6992	0.1232	0.4102	0.733	0.1451	0.5498	1.313	0.1065	0.6733	1.186
-Sensory System	-Cancers	0	0.04231	0.06813	0	0.05274	0.07176	0	0.01905	0.06923	0	0.02004	0.03686
-Development	-Cancers	0.1206	0.3684	0.5066	0.1097	0.3394	0.524	0.05852	0.2074	0.8105	0.06407	0.1436	0.5732
-Environmental Adaptation	-Cancers	0	0.01851	0.16	0	0.02006	0.277	0	0.06081	0.4082	0	0.04744	0.31
Human Diseases	-Cancers	4.163	5.3	6.564	4.195	6.259	8.754	5.84	10.12	19.57	5.953	9.43	18.77
-Cancers	-Cancers	1	1	1	1	1	1	1	1	1	1	1	1
-Immune System Diseases	-Cancers	0.03851	0.1921	0.5318	0.03507	0.1871	0.6683	0.2007	0.3831	0.6439	0.1767	0.3136	0.49
-Neurodegenerative Diseases	-Cancers	0.6435	1.37	2.414	0.6883	1.617	4.253	1.452	4.217	12.03	1.17	3.705	11.56
-Cardiovascular Diseases	-Cancers	0.1025	0.4049	0.6525	0.06834	0.3984	0.6714	0.5865	1.248	2.055	0.27	0.7933	1.45
-Metabolic Diseases	-Cancers	0	0	0.105	0	0	0.119	0	0	1.199	0	0	1.836
-Infectious Diseases	-Cancers	1.364	2.099	2.532	1.793	2.638	3.472	1.163	2.784	3.72	1.402	3.033	3.488
Not Mapped	-Cancers	13.54	17.15	21.38	16.77	24.02	28.33	16.11	24.26	35.02	13.81	21.16	32.26
-Not Mapped	-Cancers	13.54	17.15	21.38	16.77	24.02	28.33	16.11	24.26	35.02	13.81	21.16	32.26
TOTAL	-Immune System Diseases	87.01	340.8	1458	93.33	465	1494	243.2	340.9	465.3	278.9	391	560.9
MAPPED	-Immune System Diseases	67.83	265.7	1137	71.72	357.4	1148	201.1	282	384.9	232.2	325.5	466.9
Genetic Information Processing	-Immune System Diseases	27.45	104.7	444	29.82	146	464.4	82.58	114.7	154.4	91.4	130.1	180.7
-Transcription	-Immune System Diseases	3.479	13.75	52.69	3.693	19.28	52.71	10.15	14.37	19.44	11.04	15.79	22.09
-Translation	-Immune System Diseases	9.184	35.26	147.9	12.17	60.39	188.8	23.13	32.57	46.21	25.72	38.19	53.62
-Folding, Sorting and Degradation	-Immune System Diseases	9.259	33.04	153.2	8.719	39.05	139.9	36.94	48.02	66.87	40.33	54.38	77.45
-DNA Maintenance	-Immune System Diseases	5.529	22.7	90.15	5.24	27.24	82.99	11.22	18.01	21.91	12.02	20.56	27.53
-RNA Family	-Immune System Diseases	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Immune System Diseases	3.496	16.49	62.13	3.269	19.9	53.99	4.026	6.033	10.34	3.831	6.417	11.72
-Signal Transduction	-Immune System Diseases	0.7832	3.296	17.96	0.6599	3.465	15.28	0.6393	1.929	3.376	0.8047	2.367	4.698
-Signaling Molecules and Interaction	-Immune System Diseases	2.713	13.98	44.17	2.61	14.39	38.7	2.604	4.461	6.752	2.657	4.671	6.923
Cellular Processes	-Immune System Diseases	8.553	36.25	150.9	8.309	43.43	138.4	21.22	34.4	44.75	22.14	36.2	49.63
-Cell structure	-Immune System Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	-Immune System Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Immune System Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Immune System Diseases	2.837	12.31	42.82	3.295	15.74	48.5	4.602	6.752	9.289	4.965	7.723	11.8
-Cytoskeleton	-Immune System Diseases	3.693	17.57	73.28	3.184	18.3	60.48	10.9	18.31	23.46	9.542	17.67	23.11
-Cell Motility	-Immune System Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Immune System Diseases	0.7973	3.354	18.3	0.757	3.512	15.9	2.189	3.42	6.238	2.445	4.275	6.5
-Cell Communication	-Immune System Diseases	1.225	3.011	16.54	1.072	3.259	13.52	2.035	4.475	6.852	2.157	4.483	7.579
Metabolism	-Immune System Diseases	15.9	70.32	291.9	15.91	99.69	301.2	52.88	91.53	120.5	67.59	112.4	144.4
-Membrane Transport	-Immune System Diseases	0.2828	1.011	7.719	0.2819	1.212	7.749	0.3424	0.5764	1.118	0.4261	0.6484	0.9958
-Central Carbon Metabolism	-Immune System Diseases	2.046	10.99	38.44	1.915	10.41	45.19	7.105	21.27	32.81	8.513	26.16	37.54
-Energy Metabolism	-Immune System Diseases	0.6479	2.563	12.01	0.6769	2.513	11.2	3.64	5.881	9.954	5.606	7.561	14.13
-Biosynthesis	-Immune System Diseases	3.652	16.41	63.78	3.772	23	69.82	15.31	16.76	27.53	17.13	20.91	32.22
-Other Enzymes	-Immune System Diseases	9.271	37.47	166.1	9.193	50.32	159.3	21.94	39.31	52.92	27.7	50.41	66.09
Organismal Systems	-Immune System Diseases	5.998	19.26	97.52	6.678	25.63	100.4	10.9	15.2	23.13	12.62	16.1	27.09
-Immune System	-Immune System Diseases	3.252	9.162	52.54	4.289	15.3	60.7	4.444	7.182	10.82	5.593	7.038	15.37
-Endocrine System	-Immune System Diseases	0.391	2.704	13.23	0.3806	2.316	11.62	1.223	2.467	4.069	1.175	1.979	3.892
-Circulatory System	-Immune System Diseases	0.1107	0.3424	2.207	0.08831	0.4166	1.902	0.5639	0.8428	1.084	0.5975	0.8329	1.08
-Digestive System	-Immune System Diseases	0.6312	1.087	7.925	0.5371	1.163	6.327	0.2625	0.4266	0.7928	0.2319	0.3903	0.9743
-Excretory System	-Immune System Diseases	0.3388	1.64	6.379	0.3316	2.169	5.422	1.029	2.111	2.77	0.9082	1.98	2.532
-Nervous System	-Immune System Diseases	0.6125	1.587	5.744	0.5283	1.406	4.516	0.6746	1.397	2.454	0.5154	1.409	2.708
-Sensory System	-Immune System Diseases	0	0.1119	1.339	0	0.1394	1.126	0	0.04497	0.1807	0	0.05426	0.1157
-Development	-Immune System Diseases	0.5774	1.165	3.435	0.4371	1.492	3.141	0.194	0.4752	1.259	0.2043	0.4859	1.656
-Environmental Adaptation	-Immune System Diseases	0	0.06351	1.025	0	0.08964	1.433	0	0.1345	0.8478	0	0.1321	0.7843
Human Diseases	-Immune System Diseases	6.434	18.6	90.47	7.74	22.42	89.75	18.85	24.75	42.71	21.25	27.62	51.49
-Cancers	-Immune System Diseases	1.417	3.096	18.74	1.288	3.508	14.34	1.265	2.38	3.884	1.488	3.14	4.126
-Immune System Diseases	-Immune System Diseases	1	1	1	1	1	1	1	1	1	1	1	1
-Neurodegenerative Diseases	-Immune System Diseases	1.94	4.54	23.99	2.864	6.365	30.97	3.456	11.48	16.58	3.732	12.54	17.2
-Cardiovascular Diseases	-Immune System Diseases	0.1453	1.52	7.588	0.08802	1.005	5.713	1.522	2.934	6.025	0.9136	1.948	4.826
-Metabolic Diseases	-Immune System Diseases	0	0	1.161	0	0	1.547	0	0	5.601	0	0	9.744
-Infectious Diseases	-Immune System Diseases	1.932	8.443	43.41	2.47	9.582	49.68	4.253	5.852	9.928	5.097	6.478	14
Not Mapped	-Immune System Diseases	19.18	75.11	321.4	21.6	107.6	345.8	42.02	58.92	80.41	46.74	65.52	94
-Not Mapped	-Immune System Diseases	19.18	75.11	321.4	21.6	107.6	345.8	42.02	58.92	80.41	46.74	65.52	94
TOTAL	-Neurodegenerative Diseases	33.22	48.95	88.34	25.94	50.79	92.74	15.98	26.96	40.52	16.3	29.04	45.79
MAPPED	-Neurodegenerative Diseases	25.9	38.16	68.87	19.94	39.03	71.27	13.22	22.3	33.52	13.57	24.17	38.12
Genetic Information Processing	-Neurodegenerative Diseases	10.17	15	26.89	8.111	15.79	28.83	5.494	8.569	13.39	5.44	9.044	15.01
-Transcription	-Neurodegenerative Diseases	1.3	1.93	3.191	1.029	1.987	3.547	0.6672	1.091	1.68	0.6422	1.134	1.773
-Translation	-Neurodegenerative Diseases	3.592	5.236	8.959	3.452	6.715	11.72	1.52	2.488	3.757	1.537	2.645	4.217
-Folding, Sorting and Degradation	-Neurodegenerative Diseases	3.35	4.834	9.281	2.24	4.297	8.682	2.385	3.701	6.106	2.339	3.928	6.799
-DNA Maintenance	-Neurodegenerative Diseases	1.919	3.003	5.461	1.391	2.793	5.152	0.7815	1.289	1.956	0.8151	1.336	2.224
-RNA Family	-Neurodegenerative Diseases	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Neurodegenerative Diseases	1.394	2.091	3.794	0.961	1.98	3.846	0.296	0.5347	0.8104	0.2889	0.5717	0.861
-Signal Transduction	-Neurodegenerative Diseases	0.3665	0.5776	1.088	0.228	0.4828	0.9885	0.05569	0.1204	0.2816	0.06419	0.1419	0.3553
