Numerator	Denominator	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48
-Biosynthesis	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Sensory System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Sensory System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Circulatory System	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Sensory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Excretory System	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Sensory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Sensory System	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Sensory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Sensory System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System Diseases	-Sensory System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Neurodegenerative Diseases	-Sensory System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cardiovascular Diseases	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Sensory System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Hemoglobin	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-Development	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Cytoskeleton	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Development	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Development	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Circulatory System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Development	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Excretory System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Development	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Sensory System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Development	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Development	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System Diseases	-Development	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Neurodegenerative Diseases	-Development	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cardiovascular Diseases	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Development	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Environmental Adaptation	1985	Inf	Inf	2133	Inf	Inf	3528	Inf	Inf	8388	Inf	Inf	17240	Inf	Inf
MAPPED	-Environmental Adaptation	1778	Inf	Inf	1940	Inf	Inf	3236	Inf	Inf	7748	Inf	Inf	15950	Inf	Inf
Genetic Information Processing	-Environmental Adaptation	696.8	Inf	Inf	801	Inf	Inf	1443	Inf	Inf	3645	Inf	Inf	8115	Inf	Inf
-Transcription	-Environmental Adaptation	55.7	Inf	Inf	60.98	Inf	Inf	94.13	Inf	Inf	196.2	Inf	Inf	390.7	Inf	Inf
-Translation	-Environmental Adaptation	465.8	Inf	Inf	549.6	Inf	Inf	1044	Inf	Inf	2751	Inf	Inf	6282	Inf	Inf
-Folding, Sorting and Degradation	-Environmental Adaptation	117.6	Inf	Inf	129.7	Inf	Inf	212.6	Inf	Inf	502.1	Inf	Inf	1058	Inf	Inf
-DNA Maintenance	-Environmental Adaptation	57.65	Inf	Inf	60.65	Inf	Inf	92.51	Inf	Inf	196.1	Inf	Inf	383.6	Inf	Inf
-RNA Family	-Environmental Adaptation	0.002562	Inf	Inf	0.002301	Inf	Inf	0.002854	Inf	Inf	0.005856	Inf	Inf	0.0107	Inf	Inf
Environmental Information Processing	-Environmental Adaptation	24.29	Inf	Inf	24.54	Inf	Inf	33.86	Inf	Inf	73.95	Inf	Inf	138.4	Inf	Inf
-Signal Transduction	-Environmental Adaptation	24.14	Inf	Inf	24.54	Inf	Inf	33.86	Inf	Inf	73.95	Inf	Inf	138.4	Inf	Inf
-Signaling Molecules and Interaction	-Environmental Adaptation	0.1553	Inf	Inf	0.000708	Inf	Inf	0.0008782	Inf	Inf	0.001802	Inf	Inf	0.003292	Inf	Inf
Cellular Processes	-Environmental Adaptation	29.36	Inf	Inf	19.55	Inf	Inf	33.52	Inf	Inf	81.11	Inf	Inf	167.6	Inf	Inf
-Hemoglobin	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Vesicular Transport	-Environmental Adaptation	1.045	NaN	NaN	0.5416	NaN	NaN	0.7168	NaN	NaN	1.421	NaN	NaN	2.823	NaN	NaN
-Cytoskeleton	-Environmental Adaptation	7.614	Inf	Inf	7.94	Inf	Inf	11.91	Inf	Inf	26.8	Inf	Inf	54.28	Inf	Inf
-Cell Motility	-Environmental Adaptation	17.77	Inf	Inf	7.336	Inf	Inf	14.47	Inf	Inf	36.69	Inf	Inf	72.6	Inf	Inf
-Cell Growth and Death	-Environmental Adaptation	2.926	Inf	Inf	3.729	Inf	Inf	6.42	Inf	Inf	16.2	Inf	Inf	37.87	Inf	Inf
-Cell Communication	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Metabolism	-Environmental Adaptation	992.3	Inf	Inf	1053	Inf	Inf	1655	Inf	Inf	3775	Inf	Inf	7248	Inf	Inf
-Membrane Transport	-Environmental Adaptation	189.8	Inf	Inf	193.4	Inf	Inf	293.5	Inf	Inf	601.1	Inf	Inf	989.9	Inf	Inf
-Central Carbon Metabolism	-Environmental Adaptation	235.7	Inf	Inf	224.4	Inf	Inf	321.6	Inf	Inf	661	Inf	Inf	1223	Inf	Inf
-Energy Metabolism	-Environmental Adaptation	45.32	Inf	Inf	58.87	Inf	Inf	91.84	Inf	Inf	193.2	Inf	Inf	305.4	Inf	Inf
-Biosynthesis	-Environmental Adaptation	230	Inf	Inf	280	Inf	Inf	478	Inf	Inf	1252	Inf	Inf	2592	Inf	Inf
-Other Enzymes	-Environmental Adaptation	291.4	Inf	Inf	296.7	Inf	Inf	470.5	Inf	Inf	1068	Inf	Inf	2137	Inf	Inf
Organismal Systems	-Environmental Adaptation	1.784	Inf	NaN	1.923	Inf	NaN	2.676	Inf	NaN	4.762	Inf	NaN	6.803	Inf	NaN
-Immune System	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Endocrine System	-Environmental Adaptation	0.7842	Inf	NaN	0.923	Inf	NaN	1.676	Inf	NaN	3.761	Inf	NaN	5.802	Inf	NaN
-Circulatory System	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Digestive System	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Excretory System	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Nervous System	-Environmental Adaptation	0.000197	NaN	NaN	0.000177	NaN	NaN	0.0002195	NaN	NaN	0.0004505	NaN	NaN	0.000823	NaN	NaN
-Sensory System	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Development	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Environmental Adaptation	-Environmental Adaptation	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN
Human Diseases	-Environmental Adaptation	33.71	Inf	Inf	39.28	Inf	Inf	66.96	Inf	Inf	167.8	Inf	Inf	272.3	Inf	Inf
-Cancers	-Environmental Adaptation	0.1714	Inf	NaN	0.131	Inf	NaN	0.1844	Inf	NaN	0.3784	Inf	NaN	0.7901	Inf	NaN
-Immune System Diseases	-Environmental Adaptation	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Neurodegenerative Diseases	-Environmental Adaptation	11.55	Inf	NaN	17.83	Inf	NaN	32.22	Inf	NaN	91.23	Inf	NaN	128.9	Inf	NaN
-Cardiovascular Diseases	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Metabolic Diseases	-Environmental Adaptation	7.108	Inf	NaN	6.559	Inf	NaN	11.07	Inf	NaN	24.51	Inf	NaN	51.74	Inf	NaN
-Infectious Diseases	-Environmental Adaptation	14.88	Inf	Inf	14.76	Inf	Inf	23.48	Inf	Inf	51.69	Inf	Inf	90.94	Inf	Inf
Not Mapped	-Environmental Adaptation	206.6	Inf	Inf	193.6	Inf	Inf	292.2	Inf	Inf	640.1	Inf	Inf	1286	Inf	Inf
-Not Mapped	-Environmental Adaptation	206.6	Inf	Inf	193.6	Inf	Inf	292.2	Inf	Inf	640.1	Inf	Inf	1286	Inf	Inf
TOTAL	Human Diseases	58.89	81.38	109.6	54.31	85.99	133.9	52.69	81.18	138.5	49.98	71.71	153.2	63.29	98.16	178.1
MAPPED	Human Diseases	52.76	72.91	98.15	49.38	78.19	121.7	48.32	74.46	127	46.17	66.23	141.5	58.56	90.83	164.8
Genetic Information Processing	Human Diseases	20.67	28.55	39.58	20.39	32.76	51	21.55	33.67	57.41	21.72	31.53	67.38	29.8	46.11	84.65
-Transcription	Human Diseases	1.653	2.466	3.478	1.552	2.642	4.738	1.406	2.35	4.583	1.17	1.83	4.484	1.435	2.399	5.072
-Translation	Human Diseases	13.82	19.09	25.67	13.99	22.16	34.23	15.59	24.03	40.71	16.39	23.53	49.95	23.07	35.75	64.59
-Folding, Sorting and Degradation	Human Diseases	3.49	4.972	7.555	3.303	5.401	8.577	3.175	5.06	8.808	2.992	4.409	9.674	3.886	6.159	11.42
-DNA Maintenance	Human Diseases	1.616	2.369	3.282	1.471	2.552	3.554	1.3	2.226	3.384	1.098	1.767	3.276	1.322	2.225	3.562
-RNA Family	Human Diseases	5.543e-05	0.0001196	0.0001655	5.685e-05	8.836e-05	0.0001444	4.262e-05	6.412e-05	0.0001121	3.49e-05	4.841e-05	0.000107	3.929e-05	6.044e-05	0.0001105
Environmental Information Processing	Human Diseases	0.6405	1.017	1.378	0.5227	0.9241	1.277	0.4219	0.7593	1.102	0.3635	0.6151	1.114	0.4219	0.7912	1.176
-Signal Transduction	Human Diseases	0.6357	1.01	1.354	0.5227	0.9241	1.277	0.4219	0.7593	1.102	0.3635	0.615	1.114	0.4219	0.7912	1.176
-Signaling Molecules and Interaction	Human Diseases	0.004607	0.006366	0.02332	1.802e-05	3.213e-05	0.0001064	1.312e-05	2.332e-05	7.898e-05	1.074e-05	1.76e-05	6.995e-05	1.209e-05	2.198e-05	6.204e-05
Cellular Processes	Human Diseases	0.871	1.072	1.856	0.4976	0.8864	1.539	0.5006	0.8899	1.501	0.4834	0.7924	1.568	0.6153	0.9847	1.606
-Hemoglobin	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Human Diseases	0	0	0.03101	0	0	0.01379	0	0	0.01071	0	0	0.008469	0	0	0.01037
-Cytoskeleton	Human Diseases	0.2259	0.3122	0.4202	0.2021	0.32	0.4982	0.1778	0.274	0.4675	0.1597	0.2291	0.4895	0.1993	0.3092	0.5609
-Cell Motility	Human Diseases	0.5273	0.7517	1.318	0.1868	0.3366	0.889	0.2162	0.3843	0.8668	0.2187	0.3642	0.9119	0.2666	0.4847	0.7757
-Cell Growth and Death	Human Diseases	0.08102	0.121	0.1615	0.08731	0.1361	0.2077	0.08259	0.1365	0.2221	0.08122	0.1325	0.2472	0.1164	0.2157	0.3077
-Cell Communication	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	Human Diseases	29.44	41.13	54.78	26.82	42.23	67.17	24.72	37.95	66.21	22.5	32.17	70.56	26.62	41.98	76.28
-Membrane Transport	Human Diseases	5.632	8.24	10.1	4.586	7.426	11.21	4.002	6.414	10.39	3.282	4.836	9.955	3.429	5.502	9.359
-Central Carbon Metabolism	Human Diseases	5.899	9.264	14.49	5.677	7.339	12.02	4.639	7.099	11.41	3.611	5.418	11.6	3.895	6.699	11.41
-Energy Metabolism	Human Diseases	1.345	2.39	3.854	1.499	2.883	5.69	1.372	2.58	5.59	1.152	2.087	5.323	1.122	2.721	5.075
-Biosynthesis	Human Diseases	6.825	9.183	12.24	7.128	11.24	15.56	7.139	10.9	16.73	7.46	10.38	20.48	9.519	13.61	23.4
-Other Enzymes	Human Diseases	8.645	14.4	17.71	7.552	12.97	23.93	6.936	11.39	22.87	6.208	9.451	23.74	7.641	13.28	27.04
Organismal Systems	Human Diseases	0	0.04329	0.09053	0	0.04031	0.1207	0	0.02301	0.1051	0	0.008549	0.08698	0	0.005695	0.07029
-Immune System	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	Human Diseases	0	0.041	0.09052	0	0.03649	0.1207	0	0.02301	0.1051	0	0.008549	0.08698	0	0.005695	0.07028
-Circulatory System	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	Human Diseases	0	0	5.846e-06	0	0	4.506e-06	0	0	3.279e-06	0	0	2.684e-06	0	0	3.022e-06
-Sensory System	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	Human Diseases	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Cancers	Human Diseases	0	0.00663	0.1371	0	9.855e-06	0.005952	0	7.597e-06	0.004902	0	6.874e-06	0.003701	0	6.688e-06	0.005281
-Immune System Diseases	Human Diseases	0	7.919e-06	0.0165	0	8.122e-06	0.01446	0	6.474e-06	0.009909	0	5.938e-06	0.006491	0	5.754e-06	0.007089
-Neurodegenerative Diseases	Human Diseases	0	0.3426	0.6374	0	0.4539	0.7406	0	0.4812	0.758	0	0.5437	0.7921	0	0.4732	0.75
-Cardiovascular Diseases	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	Human Diseases	0	0	0.3606	0	0	0.4043	0	0	0.3771	0	0	0.3226	0	0	0.3503
-Infectious Diseases	Human Diseases	0.01223	0.3223	0.8554	0.01065	0.2465	0.9823	0.01276	0.2334	0.9871	0.009577	0.2023	0.9899	0.0146	0.2756	0.9914
Not Mapped	Human Diseases	6.129	8.469	11.4	4.927	7.802	12.15	4.364	6.724	11.47	3.814	5.472	11.69	4.724	7.327	13.29
-Not Mapped	Human Diseases	6.129	8.469	11.4	4.927	7.802	12.15	4.364	6.724	11.47	3.814	5.472	11.69	4.724	7.327	13.29
TOTAL	-Cancers	690.6	734.4	Inf	16270	12050000	Inf	19110	16070000	Inf	22140	18620000	Inf	21790	20940000	Inf
MAPPED	-Cancers	618.8	658	Inf	14790	10960000	Inf	17520	14740000	Inf	20450	17200000	Inf	20160	19380000	Inf
Genetic Information Processing	-Cancers	242.2	262.5	Inf	6107	4518000	Inf	7813	6563000	Inf	9617	8082000	Inf	10240	9836000	Inf
-Transcription	-Cancers	19.37	25.36	Inf	464.1	365100	Inf	509.7	450900	Inf	517.7	457800	Inf	493.6	497500	Inf
-Translation	-Cancers	161.6	172.8	Inf	4159	3082000	Inf	5613	4722000	Inf	7216	6070000	Inf	7900	7595000	Inf
-Folding, Sorting and Degradation	-Cancers	40.52	47.63	Inf	985.3	754800	Inf	1141	1002000	Inf	1312	1150000	Inf	1314	1314000	Inf
-DNA Maintenance	-Cancers	18.23	22.06	Inf	444.6	290600	Inf	489.5	353500	Inf	510	364000	Inf	473.8	383100	Inf
-RNA Family	-Cancers	0.0004799	0.0009479	Inf	0.009447	12	Inf	0.008323	12	Inf	0.008323	12	Inf	0.007284	12	Inf
Environmental Information Processing	-Cancers	7.481	10.18	Inf	151.9	112000	Inf	150.1	125600	Inf	158.6	132800	Inf	142.8	136600	Inf
-Signal Transduction	-Cancers	7.427	10.12	Inf	151.9	112000	Inf	150.1	125600	Inf	158.6	132800	Inf	142.8	136600	Inf
-Signaling Molecules and Interaction	-Cancers	0.05403	0.05746	Inf	0.005398	4	Inf	0.004756	4	Inf	0.004756	4	Inf	0.004162	4	Inf
Cellular Processes	-Cancers	9.284	12.92	Inf	141.6	103200	Inf	171.9	142200	Inf	202.7	168300	Inf	199.4	188900	Inf
-Hemoglobin	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Vesicular Transport	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Cytoskeleton	-Cancers	2.649	2.817	Inf	60.54	44860	Inf	64.48	54230	Inf	70.73	59490	Inf	68.63	65960	Inf
-Cell Motility	-Cancers	5.524	9.021	Inf	55.93	41440	Inf	78.39	65920	Inf	96.86	81450	Inf	91.78	88200	Inf
-Cell Growth and Death	-Cancers	0.8828	1.111	Inf	24.96	16910	Inf	28.88	22020	Inf	34.91	27350	Inf	38.85	34710	Inf
-Cell Communication	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
Metabolism	-Cancers	345.4	371.2	Inf	8005	5972000	Inf	8921	7592000	Inf	9913	8471000	Inf	9111	8855000	Inf
-Membrane Transport	-Cancers	55.83	75.5	Inf	1248	1010000	Inf	1308	1205000	Inf	1307	1210000	Inf	1042	1101000	Inf
-Central Carbon Metabolism	-Cancers	66.18	91.35	Inf	1220	978700	Inf	1390	1208000	Inf	1532	1323000	Inf	1328	1340000	Inf
-Energy Metabolism	-Cancers	15.07	29.75	Inf	376.8	440400	Inf	448.6	558800	Inf	510.7	581500	Inf	386.6	596800	Inf
-Biosynthesis	-Cancers	72.04	82.88	Inf	1867	1349000	Inf	2243	1840000	Inf	2850	2251000	Inf	2768	2507000	Inf
-Other Enzymes	-Cancers	102.9	129.2	Inf	2265	1657000	Inf	2535	2153000	Inf	2732	2480000	Inf	2686	2834000	Inf
Organismal Systems	-Cancers	0	0.6208	Inf	0	14.68	Inf	0	14.51	Inf	0	12.58	Inf	0	8.61	Inf
-Immune System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Endocrine System	-Cancers	0	0.6208	Inf	0	14.66	Inf	0	14.49	Inf	0	12.57	Inf	0	8.6	Inf
-Circulatory System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Digestive System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Excretory System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Nervous System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Sensory System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Development	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Environmental Adaptation	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
Human Diseases	-Cancers	6.304	9.025	Inf	166.2	90040	Inf	183.7	116000	Inf	200.3	121500	Inf	180.9	117600	Inf
-Cancers	-Cancers	1	1	NaN	1	1	NaN	1	1	NaN	1	1	NaN	1	1	NaN
-Immune System Diseases	-Cancers	0	7.291e-05	Inf	0	1	Inf	0	1	Inf	0	1	Inf	0	1	Inf
-Neurodegenerative Diseases	-Cancers	0	4.66	Inf	0	140.3	Inf	0	178.6	Inf	0	244.9	Inf	0	166.7	Inf
-Cardiovascular Diseases	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Metabolic Diseases	-Cancers	0	3.255	NaN	0	66.72	NaN	0	73.25	NaN	0	75.11	NaN	0	65.48	NaN
-Infectious Diseases	-Cancers	0.1104	7.294	Inf	28.61	1649	Inf	26.46	2734	Inf	26.64	2599	Inf	24.11	3114	Inf
