Numerator	Denominator	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48	eco Valgepea 2013 11	eco Valgepea 2013 21	eco Valgepea 2013 31	eco Valgepea 2013 40	eco Valgepea 2013 48
		10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%	10%	50%	90%
-Cardiovascular Diseases	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Cytoskeleton	0	0	0.8926	0	0	0.7898	0	0	0.9796	0	0	1.283	0	0	1.75
Not Mapped	-Cytoskeleton	38.9	118.1	125.6	33.36	100.6	107.9	33.76	105.1	111.7	32.83	93.34	125	31.93	84.92	144.1
-Not Mapped	-Cytoskeleton	38.9	118.1	125.6	33.36	100.6	107.9	33.76	105.1	111.7	32.83	93.34	125	31.93	84.92	144.1
TOTAL	-Cell Motility	44.3	138.5	Inf	57.76	331.5	Inf	64.17	272.9	Inf	87.03	249.4	Inf	115.4	253.3	Inf
MAPPED	-Cell Motility	39.02	122	Inf	51.7	296.7	Inf	57.92	246.3	Inf	79.02	226.4	Inf	104.8	230	Inf
Genetic Information Processing	-Cell Motility	7.962	25.92	Inf	11.41	66.22	Inf	14.1	60.63	Inf	21.22	59.42	Inf	30.91	66.18	Inf
-Transcription	-Cell Motility	0.1693	0.6368	Inf	0.2501	1.296	Inf	0.292	1.12	Inf	0.4177	1.249	Inf	0.5582	2.985	Inf
-Translation	-Cell Motility	6.064	18.74	Inf	8.877	50.55	Inf	11.35	47.91	Inf	16.86	48.03	Inf	25.1	54.74	Inf
-Folding, Sorting and Degradation	-Cell Motility	1.304	4.588	Inf	1.709	8.898	Inf	1.861	7.17	Inf	2.16	6.75	Inf	2.781	6.619	Inf
-DNA Maintenance	-Cell Motility	0.4252	1.598	Inf	0.5772	3.365	Inf	0.5988	2.568	Inf	0.7584	2.38	Inf	1.008	2.664	Inf
-RNA Family	-Cell Motility	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
Environmental Information Processing	-Cell Motility	0.517	1.576	Inf	0.7139	4.025	Inf	0.7086	2.947	Inf	0.8637	2.416	Inf	0.9874	2.122	Inf
-Signal Transduction	-Cell Motility	0.5041	1.576	Inf	0.7012	4.025	Inf	0.6931	2.947	Inf	0.8433	2.416	Inf	0.9668	2.122	Inf
-Signaling Molecules and Interaction	-Cell Motility	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
Cellular Processes	-Cell Motility	1.119	1.381	Inf	1.166	1.747	Inf	1.156	1.858	Inf	1.167	1.943	Inf	1.219	2.096	Inf
-Hemoglobin	-Cell Motility	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Vesicular Transport	-Cell Motility	0.01321	0.0413	Inf	0.008376	0.04808	Inf	0.007581	0.03223	Inf	0.008797	0.02521	Inf	0.01153	0.02531	Inf
-Cytoskeleton	-Cell Motility	0	0.1315	Inf	0	0.3455	Inf	0	0.2529	Inf	0	0.2461	Inf	0	0.2747	Inf
-Cell Motility	-Cell Motility	1	1	NaN	1	1	NaN	1	1	NaN	1	1	NaN	1	1	NaN
-Cell Growth and Death	-Cell Motility	5.895e-06	0.2085	Inf	7.31e-06	0.3378	Inf	5.669e-06	0.3548	Inf	5.802e-06	0.6362	Inf	6.996e-06	0.7956	Inf
-Cell Communication	-Cell Motility	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
Metabolism	-Cell Motility	15.97	51.39	Inf	23.85	139.7	Inf	26.31	113.4	Inf	35.56	105.2	Inf	46.3	104.5	Inf
-Membrane Transport	-Cell Motility	1.089	5.851	Inf	1.171	13.73	Inf	1.295	10.76	Inf	1.483	8.2	Inf	1.606	6.701	Inf
-Central Carbon Metabolism	-Cell Motility	5.959	22.92	Inf	8.573	51.03	Inf	9.096	39.55	Inf	10.67	33.72	Inf	13.42	32.04	Inf
-Energy Metabolism	-Cell Motility	1.401	1.69	Inf	2.193	6.048	Inf	2.372	5.441	Inf	2.605	4.917	Inf	2.984	5.196	Inf
-Biosynthesis	-Cell Motility	4.369	12.41	Inf	7.669	37.06	Inf	8.154	33.97	Inf	10.82	40.11	Inf	15.8	42.85	Inf
-Other Enzymes	-Cell Motility	2.491	8.741	Inf	4.003	26.06	Inf	3.888	19.12	Inf	5.078	17.34	Inf	8.784	17.27	Inf
Organismal Systems	-Cell Motility	0	0	Inf	0	0	Inf	0	0	Inf	0	0	Inf	0	0	Inf
-Immune System	-Cell Motility	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Endocrine System	-Cell Motility	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Circulatory System	-Cell Motility	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Digestive System	-Cell Motility	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Excretory System	-Cell Motility	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Nervous System	-Cell Motility	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Sensory System	-Cell Motility	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Development	-Cell Motility	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Environmental Adaptation	-Cell Motility	0	0	Inf	0	0	Inf	0	0	Inf	0	0	Inf	0	0	Inf
Human Diseases	-Cell Motility	0	0.1174	Inf	0	3.269e-05	Inf	0	2.054e-05	Inf	0	1.663e-05	Inf	0	1.535e-05	Inf
-Cancers	-Cell Motility	0	0.09219	NaN	0	5.696e-06	NaN	0	4.832e-06	NaN	0	6.082e-06	NaN	0	1.012e-05	NaN
-Immune System Diseases	-Cell Motility	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Neurodegenerative Diseases	-Cell Motility	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Cardiovascular Diseases	-Cell Motility	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Metabolic Diseases	-Cell Motility	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Infectious Diseases	-Cell Motility	0	0	Inf	0	0	Inf	0	0	Inf	0	0	Inf	0	0	Inf
Not Mapped	-Cell Motility	5.281	16.51	Inf	6.056	34.76	Inf	6.252	26.58	Inf	8.015	22.97	Inf	10.63	23.33	Inf
-Not Mapped	-Cell Motility	5.281	16.51	Inf	6.056	34.76	Inf	6.252	26.58	Inf	8.015	22.97	Inf	10.63	23.33	Inf
TOTAL	-Cell Growth and Death	356.7	653.9	1163	339.3	601.8	981.3	312.1	562.9	959.1	303.4	555.1	1121	284.4	498.3	882.1
MAPPED	-Cell Growth and Death	314.2	576	1024	303.7	538.7	878.4	281.7	508.1	865.7	275.5	504	1018	258.2	452.4	800.9
Genetic Information Processing	-Cell Growth and Death	64.81	123.2	213.9	67.77	124.5	198.3	69.35	129.8	215.5	72.07	136.4	269	74.08	134.3	231.7
-Transcription	-Cell Growth and Death	2.028	3.951	6.463	2.15	3.836	6.992	1.938	3.935	7.081	1.963	4.281	6.835	1.849	3.842	7.052
-Translation	-Cell Growth and Death	48.29	89.51	159.1	51.74	92.5	150.8	54.8	99.57	169.6	58.43	107.7	217.4	61.45	108.4	191.9
-Folding, Sorting and Degradation	-Cell Growth and Death	9.809	17.44	35.54	9.107	16.27	29.81	8.2	14.44	28.93	7.721	13.78	32.71	6.928	12	24.78
-DNA Maintenance	-Cell Growth and Death	3.481	7.222	17.01	3.444	7.43	15.49	2.937	6.268	14.6	2.56	5.492	15.95	2.348	5.445	12.68
-RNA Family	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cell Growth and Death	4.762	7.557	13.23	4.119	7.421	11.91	3.37	6.169	10.36	2.94	5.447	10.86	2.381	4.216	7.387
-Signal Transduction	-Cell Growth and Death	4.762	7.441	13.23	4.119	7.306	11.91	3.37	6.079	10.36	2.94	5.379	10.86	2.381	4.173	7.387
-Signaling Molecules and Interaction	-Cell Growth and Death	0	0	0.1717	0	0	0.1213	0	0	0.1146	0	0	0.1059	0	0	0.07606
Cellular Processes	-Cell Growth and Death	2.42	6.166	15.63	1.683	2.615	11.71	1.566	2.67	9.265	1.471	2.893	7.982	1.372	2.634	5.906
-Hemoglobin	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Cell Growth and Death	0.1064	0.195	0.3466	0.04921	0.08728	0.1423	0.03687	0.06649	0.1133	0.03067	0.05611	0.1133	0.02841	0.04977	0.08812
-Cytoskeleton	-Cell Growth and Death	0	0.6598	1.805	0	0.6273	1.729	0	0.5216	1.363	0	0.5478	1.267	0	0.5404	1.224
-Cell Motility	-Cell Growth and Death	0	3.185	13.3	0	1.125	9.523	0	1.3	7.475	0	1.489	6.379	0	1.123	4.316
-Cell Growth and Death	-Cell Growth and Death	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Cell Communication	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Cell Growth and Death	132.1	233.9	435.7	144	246	419.5	130.6	226.7	404.8	128	226.8	477.7	117.3	199.8	367.5
-Membrane Transport	-Cell Growth and Death	14.48	20.37	51.54	11.15	16.93	41.48	9.53	15.08	38.7	8.488	12.57	37.97	7.259	9.566	23.6
-Central Carbon Metabolism	-Cell Growth and Death	51.17	79.25	157	54.93	81.64	151	45.24	71.98	139	39.93	68.09	151.8	34.59	57.93	111.6
-Energy Metabolism	-Cell Growth and Death	7.07	9.82	21.54	7.291	9.464	22.76	7.386	9.318	20.32	7.32	10.67	22.09	5.688	8.56	15.24
-Biosynthesis	-Cell Growth and Death	32.83	59.49	129.7	37.93	66.1	131.9	38.85	67.74	140.7	45.25	80.2	193	44.81	76.93	161.2
-Other Enzymes	-Cell Growth and Death	25.15	47.2	131.6	28.74	54.02	134.4	26.09	49.44	129.8	25.14	44.47	154.2	21.7	41.83	113.5
Organismal Systems	-Cell Growth and Death	0	0	8.393	0	0	9.677e-05	0	0	7.22e-05	0	0	7.475e-05	0	0	5.346e-05
-Immune System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Cell Growth and Death	0	0	8.393	0	0	9.677e-05	0	0	7.22e-05	0	0	7.475e-05	0	0	5.346e-05
Human Diseases	-Cell Growth and Death	0	0.5628	1.226	0	5.424e-05	0.4691	0	3.556e-05	0.4881	0	3.011e-05	0.5315	0	2.572e-05	0.5634
-Cancers	-Cell Growth and Death	0	0	1.226	0	0	5.424e-05	0	0	3.556e-05	0	0	3.011e-05	0	0	2.572e-05
-Immune System Diseases	-Cell Growth and Death	0	0	7.768e-05	0	0	6.028e-05	0	0	4.301e-05	0	0	3.748e-05	0	0	3.051e-05
-Neurodegenerative Diseases	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Cell Growth and Death	0	0	0.5627	0	0	0.469	0	0	0.488	0	0	0.5315	0	0	0.5633
Not Mapped	-Cell Growth and Death	42.52	77.95	138.6	35.58	63.11	102.9	30.4	54.84	93.43	27.94	51.13	103.3	26.19	45.89	81.24
-Not Mapped	-Cell Growth and Death	42.52	77.95	138.6	35.58	63.11	102.9	30.4	54.84	93.43	27.94	51.13	103.3	26.19	45.89	81.24
TOTAL	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell Communication	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Cellular Processes	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Hemoglobin	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Cell Communication	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cell Growth and Death	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Cell Communication	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Cell Communication	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
Human Diseases	-Cell Communication	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cancers	-Cell Communication	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Immune System Diseases	-Cell Communication	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Neurodegenerative Diseases	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Cell Communication	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Not Mapped	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	Metabolism	2.668	2.708	2.778	2.339	2.362	2.436	2.369	2.395	2.466	2.347	2.371	2.432	2.4	2.418	2.475
MAPPED	Metabolism	2.35	2.385	2.447	2.094	2.115	2.18	2.138	2.161	2.226	2.131	2.153	2.208	2.179	2.195	2.247
Genetic Information Processing	Metabolism	0.4905	0.4962	0.518	0.4687	0.4773	0.5	0.5276	0.5372	0.5628	0.5598	0.5652	0.5931	0.6227	0.6319	0.6629
-Transcription	Metabolism	0.009185	0.01069	0.02566	0.009145	0.0106	0.02536	0.009721	0.0113	0.0274	0.0102	0.01175	0.02751	0.01045	0.01206	0.02997
-Translation	Metabolism	0.3622	0.3665	0.3798	0.3567	0.3601	0.3737	0.416	0.4203	0.4356	0.4524	0.4565	0.4712	0.5191	0.5239	0.5382
-Folding, Sorting and Degradation	Metabolism	0.07424	0.07934	0.08289	0.06324	0.06778	0.07359	0.06277	0.06776	0.07389	0.0603	0.06459	0.07027	0.05907	0.06385	0.07067
-DNA Maintenance	Metabolism	0.02553	0.02737	0.03963	0.02334	0.02497	0.03694	0.02209	0.02359	0.0363	0.01994	0.02155	0.03367	0.02002	0.02204	0.03567
-RNA Family	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Metabolism	0.03036	0.03093	0.03283	0.0284	0.02868	0.03024	0.02559	0.02586	0.02742	0.02274	0.02297	0.02429	0.0201	0.0203	0.02133
-Signal Transduction	Metabolism	0.03036	0.03093	0.03283	0.0284	0.02868	0.02971	0.02559	0.02586	0.02682	0.02274	0.02297	0.02372	0.0201	0.0203	0.02088
-Signaling Molecules and Interaction	Metabolism	0	0	0.0008089	0	0	0.000534	0	0	0.0005916	0	0	0.0005604	0	0	0.0004325
Cellular Processes	Metabolism	0.005783	0.02688	0.0634	0.005167	0.01634	0.03998	0.004947	0.01812	0.03998	0.004646	0.01859	0.0352	0.005564	0.01599	0.02615
-Hemoglobin	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Metabolism	0.0007956	0.0008074	0.0008284	0.0003392	0.0003426	0.0003532	0.0002799	0.0002829	0.0002913	0.0002372	0.0002397	0.0002458	0.0002398	0.0002415	0.0002473
-Cytoskeleton	Metabolism	0	0.002743	0.00571	0	0.002473	0.005116	0	0.00223	0.004831	0	0.002355	0.004423	0	0.002651	0.004455
-Cell Motility	Metabolism	0	0.01475	0.05547	0	0.007108	0.03301	0	0.008754	0.03298	0	0.009421	0.02795	0	0.009483	0.02144
-Cell Growth and Death	Metabolism	3.25e-07	0.004058	0.006495	2.402e-07	0.003865	0.006361	1.857e-07	0.004192	0.006784	1.621e-07	0.004218	0.006427	1.5e-07	0.004819	0.007676
-Cell Communication	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	Metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Membrane Transport	Metabolism	0.06822	0.1036	0.1218	0.04908	0.09621	0.1001	0.04922	0.09319	0.09632	0.04145	0.07759	0.08026	0.03444	0.06189	0.06584
-Central Carbon Metabolism	Metabolism	0.33	0.3695	0.4154	0.3271	0.3601	0.4137	0.3147	0.3457	0.3764	0.2957	0.319	0.3351	0.2835	0.3038	0.3214
-Energy Metabolism	Metabolism	0.02254	0.0462	0.09044	0.02045	0.04638	0.09195	0.02058	0.0512	0.08964	0.02353	0.04705	0.07634	0.02504	0.04497	0.07395
-Biosynthesis	Metabolism	0.2272	0.251	0.302	0.2349	0.2681	0.3145	0.2508	0.2988	0.3476	0.2803	0.3538	0.4043	0.3191	0.3849	0.4391
-Other Enzymes	Metabolism	0.156	0.1868	0.2356	0.1679	0.1953	0.2443	0.1478	0.1997	0.2275	0.133	0.1904	0.246	0.127	0.1863	0.2477
Organismal Systems	Metabolism	0	0	0.01963	0	0	2.34e-07	0	0	1.812e-07	0	0	1.583e-07	0	0	1.465e-07
-Immune System	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	Metabolism	0	0	0.01963	0	0	2.34e-07	0	0	1.812e-07	0	0	1.583e-07	0	0	1.465e-07
Human Diseases	Metabolism	0	0.002261	0.007906	0	2.34e-07	0.001813	0	1.812e-07	0.002046	0	1.591e-07	0.002242	0	1.463e-07	0.002713
-Cancers	Metabolism	0	0	0.005678	0	0	2.352e-07	0	0	1.815e-07	0	0	1.591e-07	0	0	1.469e-07
-Immune System Diseases	Metabolism	0	0	3.167e-07	0	0	2.33e-07	0	0	1.803e-07	0	0	1.581e-07	0	0	1.465e-07
-Neurodegenerative Diseases	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	Metabolism	0	0	0.002287	0	0	0.001813	0	0	0.002046	0	0	0.002242	0	0	0.002713
Not Mapped	Metabolism	0.3181	0.3228	0.3312	0.2453	0.2477	0.2554	0.2308	0.2333	0.2403	0.2162	0.2184	0.224	0.2211	0.2227	0.228
-Not Mapped	Metabolism	0.3181	0.3228	0.3312	0.2453	0.2477	0.2554	0.2308	0.2333	0.2403	0.2162	0.2184	0.224	0.2211	0.2227	0.228
TOTAL	-Membrane Transport	21.93	23.67	38.32	23.47	24.21	43.82	24.73	25.36	47.24	29.37	30.25	53.2	36.47	37.8	56.22
MAPPED	-Membrane Transport	19.31	20.85	33.76	21.01	21.67	39.23	22.32	22.89	42.64	26.67	27.46	48.3	33.11	34.32	51.04
Genetic Information Processing	-Membrane Transport	4.044	4.429	7.145	4.739	4.891	8.997	5.518	5.714	10.78	7.036	7.224	12.51	9.657	10.03	14.51
-Transcription	-Membrane Transport	0.07765	0.1555	0.2107	0.09248	0.2137	0.2525	0.1017	0.2255	0.2826	0.1284	0.2554	0.342	0.1628	0.2718	0.4636
-Translation	-Membrane Transport	2.968	3.203	5.22	3.578	3.72	6.724	4.342	4.453	8.345	5.657	5.857	10.32	7.882	8.226	12.23
-Folding, Sorting and Degradation	-Membrane Transport	0.6256	0.7499	1.124	0.648	0.7353	1.263	0.6665	0.7671	1.344	0.774	0.8824	1.485	0.9544	1.068	1.523
-DNA Maintenance	-Membrane Transport	0.2093	0.2958	0.4045	0.2331	0.3412	0.4931	0.2293	0.3443	0.5046	0.2484	0.3774	0.539	0.3081	0.4747	0.6545
-RNA Family	-Membrane Transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Membrane Transport	0.2495	0.2974	0.4528	0.2849	0.2939	0.5512	0.267	0.2739	0.5349	0.2846	0.2931	0.528	0.3055	0.3166	0.4809
-Signal Transduction	-Membrane Transport	0.2495	0.2974	0.4528	0.2849	0.2939	0.5512	0.267	0.2739	0.5349	0.2846	0.2931	0.5155	0.3055	0.3166	0.4708
-Signaling Molecules and Interaction	-Membrane Transport	0	0	0.009663	0	0	0.00794	0	0	0.009055	0	0	0.01036	0	0	0.009607
Cellular Processes	-Membrane Transport	0.04889	0.2361	0.8506	0.05341	0.1627	0.6896	0.05308	0.1869	0.7255	0.05988	0.2311	0.7869	0.08741	0.2934	0.6354
-Hemoglobin	-Membrane Transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Membrane Transport	0.006538	0.007059	0.01143	0.003403	0.00351	0.006356	0.002921	0.002996	0.005581	0.002969	0.003057	0.005378	0.003644	0.003777	0.005616
-Cytoskeleton	-Membrane Transport	0	0.02296	0.07965	0	0.02523	0.09936	0	0.02357	0.09255	0	0.03001	0.1066	0	0.04249	0.128
-Cell Motility	-Membrane Transport	0	0.1564	0.7604	0	0.07135	0.5912	0	0.09095	0.6274	0	0.1189	0.5832	0	0.1475	0.4643
