Numerator	Denominator	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine
-RNA Family	-Cell Growth and Death	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cell Growth and Death	4.499	5.35	5.686	4.575	6.24	6.672	4.456	5.586	5.782
-Signal Transduction	-Cell Growth and Death	1.423	1.811	2.117	2.507	3.41	4.025	1.75	2.278	2.506
-Signaling Molecules and Interaction	-Cell Growth and Death	2.995	3.427	3.633	2.068	2.598	2.899	2.686	3.151	3.429
Cellular Processes	-Cell Growth and Death	31.75	36.57	38.29	61.03	76.97	85.17	31.4	36.73	39.81
-Cell structure	-Cell Growth and Death	29.98	34.3	36.36	57.24	71.91	80.24	29.58	34.7	37.76
-Crystallins	-Cell Growth and Death	0	0	0	0	0	0	0	0	0
-Stress Response	-Cell Growth and Death	0.01705	0.01951	0.02068	1.706	2.144	2.392	0.02741	0.03216	0.03499
-Vesicular Transport	-Cell Growth and Death	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Cell Growth and Death	0.6967	0.7971	0.8448	0.9951	1.25	1.395	0.7766	0.9112	0.9916
-Cell Motility	-Cell Growth and Death	0.04755	0.09095	0.4314	0.09359	0.1913	0.592	0.01667	0.06129	0.07986
-Cell Growth and Death	-Cell Growth and Death	1	1	1	1	1	1	1	1	1
-Cell Communication	-Cell Growth and Death	0	0	0	0	0	0	0	0	0
Metabolism	-Cell Growth and Death	100.3	114.6	121.7	183	232.4	254.5	134.4	158.3	171.1
-Membrane Transport	-Cell Growth and Death	18.22	20.83	22.97	37.28	46.93	51.98	27.03	32.08	34.84
-Central Carbon Metabolism	-Cell Growth and Death	12.51	14.31	17.91	24.88	29.43	39.9	13.15	16.36	20.52
-Energy Metabolism	-Cell Growth and Death	6.204	7.619	10.67	7.163	11.71	15.52	6.149	8.588	11.36
-Biosynthesis	-Cell Growth and Death	27.04	30.19	32.4	48.1	67.43	73.78	32.26	50.95	57.53
-Other Enzymes	-Cell Growth and Death	29.72	36.31	42.29	49.44	64.83	81.46	35.89	48.5	54.21
Organismal Systems	-Cell Growth and Death	0	0.0103	0.02202	0	0.04472	0.1051	0	0.008655	0.02029
-Immune System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0
-Endocrine System	-Cell Growth and Death	0	0	0.01102	0	0	0.01654	0	0	0.009508
-Circulatory System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0
-Digestive System	-Cell Growth and Death	0	0	0.0007851	0	0	0.04993	0	0	5.327e-06
-Excretory System	-Cell Growth and Death	0	0	0.01304	0	0	0.04833	0	0	0.01055
-Nervous System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0
-Sensory System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0
-Development	-Cell Growth and Death	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Cell Growth and Death	0	0	0.009244	0	0	0.01222	0	0	0.007691
Human Diseases	-Cell Growth and Death	0.9679	2.192	5.588	1.979	3.701	9.419	0.9015	3.725	8.592
-Cancers	-Cell Growth and Death	0	0.01202	0.01456	0	0.03906	0.05502	0	0.01405	0.01802
-Immune System Diseases	-Cell Growth and Death	0	0	0.02117	0	0	0.03399	0	0	0.03029
-Neurodegenerative Diseases	-Cell Growth and Death	0	0.000765	3.035	0	0.05449	7.4	0	0.0006039	4.295
-Cardiovascular Diseases	-Cell Growth and Death	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Cell Growth and Death	0	0	1.425	0	0	1.264	0	0	2.913
-Infectious Diseases	-Cell Growth and Death	0.1052	0.9313	2.968	1.445	1.94	3.973	0.2043	0.8876	5.78
Not Mapped	-Cell Growth and Death	35.48	40.6	43.03	61.8	77.65	86.64	38.49	45.16	49.14
-Not Mapped	-Cell Growth and Death	35.48	40.6	43.03	61.8	77.65	86.64	38.49	45.16	49.14
TOTAL	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell structure	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Vesicular Transport	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cytoskeleton	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Cell Communication	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Circulatory System	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Cell Communication	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Excretory System	-Cell Communication	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Nervous System	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Cell Communication	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Cell Communication	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System Diseases	-Cell Communication	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Neurodegenerative Diseases	-Cell Communication	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cardiovascular Diseases	-Cell Communication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Cell Communication	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Cell Communication	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	Metabolism	4.193	4.245	4.299	2.677	2.708	2.747	3.279	3.308	3.346
MAPPED	Metabolism	3.846	3.894	3.943	2.346	2.373	2.406	2.996	3.022	3.057
Genetic Information Processing	Metabolism	2.46	2.518	2.554	0.9751	0.9973	1.017	1.696	1.732	1.76
-Transcription	Metabolism	0.07066	0.074	0.08947	0.05887	0.06512	0.06669	0.05907	0.06271	0.06747
-Translation	Metabolism	2.097	2.133	2.157	0.734	0.7453	0.7554	1.412	1.43	1.447
-Folding, Sorting and Degradation	Metabolism	0.1987	0.2248	0.251	0.1165	0.1303	0.146	0.1618	0.1836	0.215
-DNA Maintenance	Metabolism	0.06718	0.07992	0.0932	0.05125	0.05593	0.05919	0.04323	0.05171	0.0567
-RNA Family	Metabolism	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Metabolism	0.04327	0.04647	0.04877	0.02414	0.02605	0.02798	0.03215	0.03377	0.03555
-Signal Transduction	Metabolism	0.01369	0.0166	0.01951	0.013	0.01486	0.01688	0.01236	0.01402	0.01551
-Signaling Molecules and Interaction	Metabolism	0.02926	0.02963	0.03	0.0111	0.0113	0.01141	0.01974	0.01991	0.02014
Cellular Processes	Metabolism	0.309	0.3145	0.3191	0.3268	0.3311	0.3346	0.2298	0.2316	0.2342
-Cell structure	Metabolism	0.2928	0.2965	0.3002	0.3073	0.3109	0.3153	0.2174	0.2192	0.2218
-Crystallins	Metabolism	0	0	0	0	0	0	0	0	0
-Stress Response	Metabolism	0.0001665	0.0001686	0.0001707	0.009162	0.009268	0.009399	0.0002014	0.0002031	0.0002055
-Vesicular Transport	Metabolism	0	0	0	0	0	0	0	0	0
-Cytoskeleton	Metabolism	0.006804	0.006889	0.006976	0.005342	0.005404	0.005481	0.005707	0.005757	0.005823
-Cell Motility	Metabolism	0.0004166	0.0007672	0.003883	0.0004792	0.0008023	0.00284	9.932e-05	0.0003793	0.0005168
-Cell Growth and Death	Metabolism	0.008064	0.008435	0.009839	0.003802	0.004194	0.005336	0.005756	0.006189	0.007319
-Cell Communication	Metabolism	0	0	0	0	0	0	0	0	0
Metabolism	Metabolism	1	1	1	1	1	1	1	1	1
-Membrane Transport	Metabolism	0.1811	0.1833	0.19	0.2019	0.2035	0.2079	0.2006	0.2035	0.2085
-Central Carbon Metabolism	Metabolism	0.1214	0.1336	0.1445	0.119	0.1362	0.1608	0.09471	0.1101	0.1248
-Energy Metabolism	Metabolism	0.05657	0.0687	0.09076	0.03365	0.05265	0.06249	0.04129	0.05077	0.06701
-Biosynthesis	Metabolism	0.2391	0.2697	0.2952	0.2628	0.2894	0.3161	0.24	0.3428	0.3528
-Other Enzymes	Metabolism	0.2871	0.3286	0.3511	0.2638	0.3047	0.3335	0.2461	0.2871	0.3903
Organismal Systems	Metabolism	0	8.987e-05	0.0002113	0	0.0001875	0.0004728	0	5.468e-05	0.0001204
-Immune System	Metabolism	0	0	0	0	0	0	0	0	0
-Endocrine System	Metabolism	0	0	8.987e-05	0	0	6.291e-05	0	0	5.473e-05
-Circulatory System	Metabolism	0	0	0	0	0	0	0	0	0
-Digestive System	Metabolism	0	0	6.612e-06	0	0	0.0002034	0	0	3.182e-08
-Excretory System	Metabolism	0	0	0.0001088	0	0	0.000192	0	0	6.271e-05
-Nervous System	Metabolism	0	0	0	0	0	0	0	0	0
-Sensory System	Metabolism	0	0	0	0	0	0	0	0	0
-Development	Metabolism	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	Metabolism	0	0	8.889e-05	0	0	6.242e-05	0	0	5.434e-05
Human Diseases	Metabolism	0.007805	0.01846	0.05498	0.01081	0.01463	0.0456	0.006707	0.02219	0.06188
-Cancers	Metabolism	0	0.0001174	0.0001223	0	0.0002084	0.0002169	0	0.0001036	0.0001069
-Immune System Diseases	Metabolism	0	0	0.000171	0	0	0.0001293	0	0	0.0001744
-Neurodegenerative Diseases	Metabolism	0	6.53e-06	0.02532	0	0.0002328	0.0294	0	3.782e-06	0.02554
-Cardiovascular Diseases	Metabolism	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	Metabolism	0	0	0.01244	0	0	0.005466	0	0	0.01841
-Infectious Diseases	Metabolism	0.0009178	0.00751	0.02568	0.006218	0.009604	0.01653	0.00129	0.006603	0.03608
Not Mapped	Metabolism	0.3465	0.3509	0.3553	0.3318	0.3356	0.3404	0.2828	0.2853	0.2886
-Not Mapped	Metabolism	0.3465	0.3509	0.3553	0.3318	0.3356	0.3404	0.2828	0.2853	0.2886
TOTAL	-Membrane Transport	21.6	22.88	23.61	12.8	13.27	13.59	15.73	16.32	16.51
MAPPED	-Membrane Transport	19.82	20.99	21.66	11.22	11.63	11.91	14.37	14.91	15.08
Genetic Information Processing	-Membrane Transport	12.69	13.63	14.05	4.662	4.87	4.994	8.131	8.526	8.74
-Transcription	-Membrane Transport	0.3729	0.3981	0.4922	0.2832	0.3165	0.3268	0.2892	0.3077	0.3329
-Translation	-Membrane Transport	10.8	11.46	11.83	3.509	3.656	3.739	6.769	7.043	7.13
-Folding, Sorting and Degradation	-Membrane Transport	1.023	1.226	1.365	0.5571	0.6361	0.7173	0.7758	0.9073	1.069
-DNA Maintenance	-Membrane Transport	0.3697	0.4397	0.4801	0.2513	0.2768	0.2873	0.215	0.2538	0.2719
-RNA Family	-Membrane Transport	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Membrane Transport	0.2296	0.2461	0.2593	0.1188	0.1253	0.1346	0.1558	0.1654	0.1747
-Signal Transduction	-Membrane Transport	0.07264	0.09133	0.1005	0.06394	0.07147	0.0807	0.0599	0.06865	0.07589
-Signaling Molecules and Interaction	-Membrane Transport	0.1507	0.1597	0.1647	0.05309	0.05537	0.05638	0.09465	0.09824	0.09936
Cellular Processes	-Membrane Transport	1.592	1.685	1.755	1.563	1.623	1.656	1.102	1.142	1.155
-Cell structure	-Membrane Transport	1.509	1.598	1.649	1.469	1.524	1.56	1.042	1.082	1.094
-Crystallins	-Membrane Transport	0	0	0	0	0	0	0	0	0
-Stress Response	-Membrane Transport	0.0008579	0.0009088	0.0009377	0.04381	0.04542	0.04652	0.0009658	0.001002	0.001014
-Vesicular Transport	-Membrane Transport	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Membrane Transport	0.03505	0.03714	0.03832	0.02554	0.02649	0.02713	0.02737	0.02841	0.02873
-Cell Motility	-Membrane Transport	0.002222	0.003952	0.02136	0.002326	0.003836	0.01407	0.0004907	0.001819	0.002504
-Cell Growth and Death	-Membrane Transport	0.04346	0.0455	0.05381	0.01868	0.02005	0.02567	0.02869	0.02968	0.03584
-Cell Communication	-Membrane Transport	0	0	0	0	0	0	0	0	0
Metabolism	-Membrane Transport	5.152	5.398	5.503	4.781	4.909	4.95	4.792	4.907	4.973
-Membrane Transport	-Membrane Transport	1	1	1	1	1	1	1	1	1
-Central Carbon Metabolism	-Membrane Transport	0.6678	0.7206	0.7881	0.5775	0.6597	0.7895	0.4539	0.5401	0.6206
-Energy Metabolism	-Membrane Transport	0.3086	0.3757	0.4866	0.163	0.2608	0.3018	0.2029	0.2492	0.3281
-Biosynthesis	-Membrane Transport	1.291	1.484	1.555	1.29	1.409	1.555	1.193	1.659	1.741
-Other Enzymes	-Membrane Transport	1.511	1.797	1.937	1.269	1.492	1.637	1.18	1.428	1.918
Organismal Systems	-Membrane Transport	0	0.0004944	0.001155	0	0.0008967	0.002334	0	0.0002698	0.0005824
-Immune System	-Membrane Transport	0	0	0	0	0	0	0	0	0
-Endocrine System	-Membrane Transport	0	0	0.0004944	0	0	0.0003101	0	0	0.0002729
-Circulatory System	-Membrane Transport	0	0	0	0	0	0	0	0	0
-Digestive System	-Membrane Transport	0	0	3.564e-05	0	0	0.0009992	0	0	1.572e-07
-Excretory System	-Membrane Transport	0	0	0.0005935	0	0	0.0009321	0	0	0.0003081
-Nervous System	-Membrane Transport	0	0	0	0	0	0	0	0	0
-Sensory System	-Membrane Transport	0	0	0	0	0	0	0	0	0
-Development	-Membrane Transport	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Membrane Transport	0	0	0.0004718	0	0	0.0003071	0	0	0.0002633
Human Diseases	-Membrane Transport	0.04213	0.09846	0.3007	0.05307	0.07188	0.2251	0.03336	0.1097	0.2966
-Cancers	-Membrane Transport	0	0.0006339	0.000669	0	0.001028	0.001071	0	0.0005114	0.0005173
-Immune System Diseases	-Membrane Transport	0	0	0.0009215	0	0	0.000635	0	0	0.0008694
-Neurodegenerative Diseases	-Membrane Transport	0	3.364e-05	0.139	0	0.001113	0.1446	0	1.814e-05	0.1248
-Cardiovascular Diseases	-Membrane Transport	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Membrane Transport	0	0	0.06841	0	0	0.02694	0	0	0.09082
-Infectious Diseases	-Membrane Transport	0.005049	0.04054	0.1352	0.0308	0.04741	0.08182	0.006368	0.03284	0.1771
Not Mapped	-Membrane Transport	1.785	1.891	1.951	1.586	1.645	1.685	1.356	1.408	1.424
-Not Mapped	-Membrane Transport	1.785	1.891	1.951	1.586	1.645	1.685	1.356	1.408	1.424
TOTAL	-Central Carbon Metabolism	24.68	30.62	35.3	14.89	20.12	21.15	22.97	29.83	33.87
MAPPED	-Central Carbon Metabolism	22.64	28.09	32.39	13.04	17.63	18.53	20.99	27.26	30.95
Genetic Information Processing	-Central Carbon Metabolism	14.5	17.97	21.02	5.421	7.352	7.757	11.88	15.57	17.75
-Transcription	-Central Carbon Metabolism	0.4414	0.5493	0.6617	0.3708	0.4702	0.5033	0.4585	0.5697	0.6618
-Translation	-Central Carbon Metabolism	12.34	15.39	17.64	4.081	5.542	5.809	9.887	12.9	14.67
-Folding, Sorting and Degradation	-Central Carbon Metabolism	1.169	1.72	1.897	0.6478	0.9204	1.025	1.133	1.723	1.934
-DNA Maintenance	-Central Carbon Metabolism	0.4706	0.5485	0.6806	0.3187	0.4046	0.4882	0.3464	0.4436	0.5466
-RNA Family	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Central Carbon Metabolism	0.287	0.3289	0.3882	0.1554	0.1869	0.2144	0.2469	0.2985	0.3573
-Signal Transduction	-Central Carbon Metabolism	0.09839	0.1163	0.1419	0.08517	0.1023	0.1272	0.1055	0.1206	0.1557
-Signaling Molecules and Interaction	-Central Carbon Metabolism	0.1722	0.2137	0.2463	0.06173	0.08344	0.0877	0.1382	0.1795	0.2039
Cellular Processes	-Central Carbon Metabolism	1.819	2.291	2.628	1.817	2.454	2.604	1.61	2.088	2.368
-Cell structure	-Central Carbon Metabolism	1.724	2.139	2.466	1.709	2.309	2.427	1.522	1.977	2.245
-Crystallins	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0
-Stress Response	-Central Carbon Metabolism	0.0009801	0.001216	0.001402	0.05094	0.06885	0.07237	0.001411	0.001832	0.00208
-Vesicular Transport	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Central Carbon Metabolism	0.04005	0.0497	0.05729	0.0297	0.04015	0.0422	0.03997	0.05191	0.05895
-Cell Motility	-Central Carbon Metabolism	0.003225	0.004515	0.03044	0.00318	0.004461	0.02213	0.001019	0.002657	0.005156
-Cell Growth and Death	-Central Carbon Metabolism	0.04965	0.06519	0.07432	0.02332	0.03268	0.0381	0.04335	0.05961	0.0705
-Cell Communication	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0
Metabolism	-Central Carbon Metabolism	5.886	7.304	8.126	5.56	7.26	7.869	7.004	8.915	10.26
-Membrane Transport	-Central Carbon Metabolism	1.142	1.355	1.486	1.163	1.485	1.599	1.461	1.814	2.076
-Central Carbon Metabolism	-Central Carbon Metabolism	1	1	1	1	1	1	1	1	1
-Energy Metabolism	-Central Carbon Metabolism	0.3916	0.5078	0.6957	0.2434	0.3956	0.4647	0.3665	0.4866	0.6055
-Biosynthesis	-Central Carbon Metabolism	1.481	2.034	2.329	1.609	2.073	2.487	1.923	2.783	3.573
-Other Enzymes	-Central Carbon Metabolism	1.803	2.409	2.67	1.512	2.288	2.561	1.723	2.72	3.48
Organismal Systems	-Central Carbon Metabolism	0	0.0006871	0.001538	0	0.001043	0.003432	0	0.0005422	0.001271
-Immune System	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0
-Endocrine System	-Central Carbon Metabolism	0	0	0.0007403	0	0	0.0004756	0	0	0.0005537
-Circulatory System	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0
-Digestive System	-Central Carbon Metabolism	0	0	5.118e-05	0	0	0.001531	0	0	3.256e-07
-Excretory System	-Central Carbon Metabolism	0	0	0.0007532	0	0	0.001409	0	0	0.0005591
-Nervous System	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0
-Sensory System	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0
-Development	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Central Carbon Metabolism	0	0	0.0006871	0	0	0.0004736	0	0	0.0005422
Human Diseases	-Central Carbon Metabolism	0.05404	0.1429	0.4359	0.06722	0.1059	0.3311	0.05374	0.2277	0.5842
-Cancers	-Central Carbon Metabolism	0	0.0008308	0.000994	0	0.001379	0.001617	0	0.000878	0.001129
-Immune System Diseases	-Central Carbon Metabolism	0	0	0.001323	0	0	0.001087	0	0	0.001784
-Neurodegenerative Diseases	-Central Carbon Metabolism	0	3.843e-05	0.1884	0	0.001295	0.2186	0	2.649e-05	0.2309
-Cardiovascular Diseases	-Central Carbon Metabolism	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Central Carbon Metabolism	0	0	0.1024	0	0	0.04131	0	0	0.1885
-Infectious Diseases	-Central Carbon Metabolism	0.00756	0.052	0.1876	0.04723	0.06973	0.126	0.01295	0.05291	0.3159
Not Mapped	-Central Carbon Metabolism	2.04	2.531	2.918	1.845	2.493	2.621	1.981	2.573	2.922
-Not Mapped	-Central Carbon Metabolism	2.04	2.531	2.918	1.845	2.493	2.621	1.981	2.573	2.922
TOTAL	-Energy Metabolism	46.09	53.76	69.53	43.16	47.27	69.62	48.4	57.94	73.77
MAPPED	-Energy Metabolism	42.28	49.31	63.78	37.81	41.42	60.99	44.23	52.94	67.41
Genetic Information Processing	-Energy Metabolism	27.11	31.58	41.4	15.74	17.34	25.99	25.32	29.96	38.47
-Transcription	-Energy Metabolism	0.7727	0.9615	1.452	0.942	1.083	1.766	0.8815	1.157	1.454
-Translation	-Energy Metabolism	23.09	26.88	34.74	11.91	12.99	19.16	20.96	24.94	31.77
-Folding, Sorting and Degradation	-Energy Metabolism	2.301	2.804	3.974	1.954	2.346	3.726	2.55	3.277	4.673
-DNA Maintenance	-Energy Metabolism	0.8113	1.086	1.355	0.8359	1.012	1.492	0.6625	0.9449	1.205
-RNA Family	-Energy Metabolism	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Energy Metabolism	0.4704	0.6253	0.7646	0.4021	0.4247	0.6552	0.504	0.6228	0.8019
-Signal Transduction	-Energy Metabolism	0.1488	0.2255	0.3032	0.2153	0.2412	0.3928	0.2005	0.2524	0.3578
-Signaling Molecules and Interaction	-Energy Metabolism	0.3216	0.3751	0.4851	0.1791	0.196	0.2887	0.2913	0.3487	0.4441
Cellular Processes	-Energy Metabolism	3.442	3.962	5.176	5.26	5.822	8.521	3.384	4.061	5.181
-Cell structure	-Energy Metabolism	3.219	3.755	4.856	4.954	5.426	7.991	3.208	3.84	4.89
-Crystallins	-Energy Metabolism	0	0	0	0	0	0	0	0	0
-Stress Response	-Energy Metabolism	0.00183	0.002135	0.002761	0.1477	0.1618	0.2382	0.002973	0.003559	0.004531
-Vesicular Transport	-Energy Metabolism	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Energy Metabolism	0.07479	0.08724	0.1128	0.08613	0.09433	0.1389	0.08424	0.1008	0.1284
-Cell Motility	-Energy Metabolism	0.004636	0.009836	0.04593	0.007634	0.01566	0.05055	0.001456	0.006702	0.01102
-Cell Growth and Death	-Energy Metabolism	0.08946	0.1081	0.1474	0.06336	0.08444	0.1181	0.08734	0.1151	0.1557
-Cell Communication	-Energy Metabolism	0	0	0	0	0	0	0	0	0
Metabolism	-Energy Metabolism	10.87	12.82	16.22	15.93	17.59	25.55	14.66	17.67	21.86
-Membrane Transport	-Energy Metabolism	2.049	2.489	2.949	3.282	3.575	5.204	2.966	3.685	4.511
-Central Carbon Metabolism	-Energy Metabolism	1.407	1.791	2.307	1.895	2.5	4.048	1.429	2.048	2.717
-Energy Metabolism	-Energy Metabolism	1	1	1	1	1	1	1	1	1
-Biosynthesis	-Energy Metabolism	2.653	3.253	4.586	4.583	5.56	6.715	5.025	5.621	6.882
-Other Enzymes	-Energy Metabolism	3.164	3.927	5.719	4.221	5.22	8.521	3.92	4.493	8.49
Organismal Systems	-Energy Metabolism	0	0.001361	0.003075	0	0.003241	0.01049	0	0.001086	0.002603
-Immune System	-Energy Metabolism	0	0	0	0	0	0	0	0	0
-Endocrine System	-Energy Metabolism	0	0	0.001458	0	0	0.001189	0	0	0.001138
-Circulatory System	-Energy Metabolism	0	0	0	0	0	0	0	0	0
-Digestive System	-Energy Metabolism	0	0	7.356e-05	0	0	0.003389	0	0	4.866e-07
-Excretory System	-Energy Metabolism	0	0	0.001627	0	0	0.004363	0	0	0.001383
-Nervous System	-Energy Metabolism	0	0	0	0	0	0	0	0	0
-Sensory System	-Energy Metabolism	0	0	0	0	0	0	0	0	0
-Development	-Energy Metabolism	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Energy Metabolism	0	0	0.0009665	0	0	0.001098	0	0	0.0008955
Human Diseases	-Energy Metabolism	0.08659	0.2187	0.8003	0.2149	0.2762	1.011	0.1134	0.4121	1.266
-Cancers	-Energy Metabolism	0	0.001303	0.001926	0	0.00348	0.005378	0	0.001586	0.002312
-Immune System Diseases	-Energy Metabolism	0	0	0.001902	0	0	0.002256	0	0	0.002853
-Neurodegenerative Diseases	-Energy Metabolism	0	7.325e-05	0.4023	0	0.003925	0.668	0	5.839e-05	0.5632
-Cardiovascular Diseases	-Energy Metabolism	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Energy Metabolism	0	0	0.1865	0	0	0.1033	0	0	0.383
-Infectious Diseases	-Energy Metabolism	0.01489	0.08332	0.321	0.1181	0.2319	0.3078	0.02685	0.1091	0.632
Not Mapped	-Energy Metabolism	3.809	4.443	5.746	5.349	5.859	8.628	4.174	4.997	6.363
-Not Mapped	-Energy Metabolism	3.809	4.443	5.746	5.349	5.859	8.628	4.174	4.997	6.363
TOTAL	-Biosynthesis	14.2	15.73	16.66	8.283	9.25	10.23	9.131	9.532	13.24
MAPPED	-Biosynthesis	13.03	14.43	15.28	7.257	8.104	8.964	8.343	8.71	12.1
Genetic Information Processing	-Biosynthesis	8.334	9.221	9.788	3.02	3.369	3.739	4.812	4.918	6.966
-Transcription	-Biosynthesis	0.24	0.2864	0.3312	0.1807	0.2166	0.2467	0.1688	0.183	0.2771
-Translation	-Biosynthesis	7.137	7.884	8.33	2.288	2.536	2.818	3.939	4.11	5.727
