Numerator	Denominator	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine
-Signal Transduction	-Digestive System	735.8	Inf	Inf	27.04	Inf	Inf	821300	Inf	Inf
-Signaling Molecules and Interaction	-Digestive System	2739	Inf	Inf	39.36	Inf	Inf	2462000	Inf	Inf
Cellular Processes	-Digestive System	28800	Inf	Inf	1126	Inf	Inf	28510000	Inf	Inf
-Cell structure	-Digestive System	27410	Inf	Inf	1063	Inf	Inf	27120000	Inf	Inf
-Crystallins	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Stress Response	-Digestive System	15.59	Inf	Inf	31.7	Inf	Inf	25130	Inf	Inf
-Vesicular Transport	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Cytoskeleton	-Digestive System	556.8	Inf	Inf	15.38	Inf	Inf	613400	Inf	Inf
-Cell Motility	-Digestive System	26.12	Inf	Inf	1.341	Inf	Inf	5413	Inf	Inf
-Cell Growth and Death	-Digestive System	746.6	Inf	Inf	13	Inf	Inf	711400	Inf	Inf
-Cell Communication	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Metabolism	-Digestive System	88020	Inf	Inf	3481	Inf	Inf	1.338e+08	Inf	Inf
-Membrane Transport	-Digestive System	15650	Inf	Inf	634.1	Inf	Inf	23860000	Inf	Inf
-Central Carbon Metabolism	-Digestive System	15330	Inf	Inf	518.7	Inf	Inf	15800000	Inf	Inf
-Energy Metabolism	-Digestive System	5097	Inf	Inf	128.6	Inf	Inf	4777000	Inf	Inf
-Biosynthesis	-Digestive System	22970	Inf	Inf	979.1	Inf	Inf	32060000	Inf	Inf
-Other Enzymes	-Digestive System	25120	Inf	Inf	1012	Inf	Inf	32530000	Inf	Inf
Organismal Systems	-Digestive System	1	Inf	Inf	1	Inf	Inf	1	Inf	Inf
-Immune System	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Endocrine System	-Digestive System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Circulatory System	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Digestive System	-Digestive System	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN
-Excretory System	-Digestive System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Nervous System	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Sensory System	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Development	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Environmental Adaptation	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Human Diseases	-Digestive System	611.7	Inf	Inf	42.45	Inf	Inf	741900	Inf	Inf
-Cancers	-Digestive System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Immune System Diseases	-Digestive System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Neurodegenerative Diseases	-Digestive System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Cardiovascular Diseases	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Metabolic Diseases	-Digestive System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Infectious Diseases	-Digestive System	292.4	Inf	Inf	15.25	Inf	Inf	249100	Inf	Inf
Not Mapped	-Digestive System	32440	Inf	Inf	1148	Inf	Inf	35290000	Inf	Inf
-Not Mapped	-Digestive System	32440	Inf	Inf	1148	Inf	Inf	35290000	Inf	Inf
TOTAL	-Excretory System	31080	Inf	Inf	13550	Inf	Inf	47280	Inf	Inf
MAPPED	-Excretory System	27370	Inf	Inf	11550	Inf	Inf	42050	Inf	Inf
Genetic Information Processing	-Excretory System	12840	Inf	Inf	3057	Inf	Inf	15950	Inf	Inf
-Transcription	-Excretory System	342	Inf	Inf	193	Inf	Inf	551.2	Inf	Inf
-Translation	-Excretory System	10330	Inf	Inf	2119	Inf	Inf	12340	Inf	Inf
-Folding, Sorting and Degradation	-Excretory System	1222	Inf	Inf	429.4	Inf	Inf	1918	Inf	Inf
-DNA Maintenance	-Excretory System	501.1	Inf	Inf	185.4	Inf	Inf	585.3	Inf	Inf
-RNA Family	-Excretory System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Environmental Information Processing	-Excretory System	397.4	Inf	Inf	115.7	Inf	Inf	486.6	Inf	Inf
-Signal Transduction	-Excretory System	84.16	Inf	Inf	47.11	Inf	Inf	121.7	Inf	Inf
-Signaling Molecules and Interaction	-Excretory System	313.1	Inf	Inf	66.85	Inf	Inf	364.8	Inf	Inf
Cellular Processes	-Excretory System	3294	Inf	Inf	1962	Inf	Inf	4225	Inf	Inf
-Cell structure	-Excretory System	3135	Inf	Inf	1852	Inf	Inf	4019	Inf	Inf
-Crystallins	-Excretory System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Stress Response	-Excretory System	1.783	Inf	Inf	55.23	Inf	Inf	3.724	Inf	Inf
-Vesicular Transport	-Excretory System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Cytoskeleton	-Excretory System	63.69	Inf	Inf	26.79	Inf	Inf	90.9	Inf	Inf
-Cell Motility	-Excretory System	3.217	Inf	Inf	2.353	Inf	Inf	1.137	Inf	Inf
-Cell Growth and Death	-Excretory System	85.39	Inf	Inf	22.66	Inf	Inf	105.4	Inf	Inf
-Cell Communication	-Excretory System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Metabolism	-Excretory System	10070	Inf	Inf	6065	Inf	Inf	19830	Inf	Inf
-Membrane Transport	-Excretory System	1790	Inf	Inf	1105	Inf	Inf	3536	Inf	Inf
-Central Carbon Metabolism	-Excretory System	1753	Inf	Inf	958	Inf	Inf	2341	Inf	Inf
-Energy Metabolism	-Excretory System	512.9	Inf	Inf	169.7	Inf	Inf	669.3	Inf	Inf
-Biosynthesis	-Excretory System	2619	Inf	Inf	1659	Inf	Inf	4749	Inf	Inf
-Other Enzymes	-Excretory System	2710	Inf	Inf	1501	Inf	Inf	3887	Inf	Inf
Organismal Systems	-Excretory System	1	Inf	Inf	1	Inf	Inf	1	Inf	Inf
-Immune System	-Excretory System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Endocrine System	-Excretory System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Circulatory System	-Excretory System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Digestive System	-Excretory System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Excretory System	-Excretory System	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN
-Nervous System	-Excretory System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Sensory System	-Excretory System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Development	-Excretory System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Environmental Adaptation	-Excretory System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
Human Diseases	-Excretory System	69.97	Inf	Inf	73.96	Inf	Inf	109.9	Inf	Inf
-Cancers	-Excretory System	0	Inf	Inf	0	Inf	Inf	0	Inf	Inf
-Immune System Diseases	-Excretory System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Neurodegenerative Diseases	-Excretory System	0.03456	Inf	NaN	0.6937	Inf	NaN	0.03457	Inf	NaN
-Cardiovascular Diseases	-Excretory System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Metabolic Diseases	-Excretory System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Infectious Diseases	-Excretory System	28.09	Inf	Inf	41.77	Inf	Inf	25.04	Inf	Inf
Not Mapped	-Excretory System	3710	Inf	Inf	1999	Inf	Inf	5229	Inf	Inf
-Not Mapped	-Excretory System	3710	Inf	Inf	1999	Inf	Inf	5229	Inf	Inf
TOTAL	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Nervous System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell structure	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Nervous System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Vesicular Transport	-Nervous System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cytoskeleton	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Nervous System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Nervous System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Nervous System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Circulatory System	-Nervous System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Nervous System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Excretory System	-Nervous System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Nervous System	-Nervous System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Nervous System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Nervous System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Nervous System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Nervous System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System Diseases	-Nervous System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Neurodegenerative Diseases	-Nervous System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cardiovascular Diseases	-Nervous System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Nervous System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell structure	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Vesicular Transport	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cytoskeleton	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Sensory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Circulatory System	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Sensory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Excretory System	-Sensory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Nervous System	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Sensory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Sensory System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System Diseases	-Sensory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Neurodegenerative Diseases	-Sensory System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cardiovascular Diseases	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Sensory System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell structure	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Vesicular Transport	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cytoskeleton	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Development	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Circulatory System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Development	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Excretory System	-Development	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Nervous System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Development	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Development	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System Diseases	-Development	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Neurodegenerative Diseases	-Development	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cardiovascular Diseases	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Development	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Environmental Adaptation	23020	Inf	Inf	25200	Inf	Inf	32880	Inf	Inf
MAPPED	-Environmental Adaptation	20270	Inf	Inf	21480	Inf	Inf	29250	Inf	Inf
Genetic Information Processing	-Environmental Adaptation	9512	Inf	Inf	5737	Inf	Inf	11090	Inf	Inf
-Transcription	-Environmental Adaptation	250.9	Inf	Inf	318.4	Inf	Inf	383.4	Inf	Inf
-Translation	-Environmental Adaptation	7668	Inf	Inf	3959	Inf	Inf	8597	Inf	Inf
-Folding, Sorting and Degradation	-Environmental Adaptation	1066	Inf	Inf	956.7	Inf	Inf	1504	Inf	Inf
-DNA Maintenance	-Environmental Adaptation	502	Inf	Inf	430.2	Inf	Inf	579.9	Inf	Inf
-RNA Family	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Environmental Information Processing	-Environmental Adaptation	290.9	Inf	Inf	210.5	Inf	Inf	331.2	Inf	Inf
-Signal Transduction	-Environmental Adaptation	58.97	Inf	Inf	86.15	Inf	Inf	77.47	Inf	Inf
-Signaling Molecules and Interaction	-Environmental Adaptation	231.9	Inf	Inf	124.3	Inf	Inf	253.8	Inf	Inf
Cellular Processes	-Environmental Adaptation	2449	Inf	Inf	3661	Inf	Inf	2954	Inf	Inf
-Cell structure	-Environmental Adaptation	2322	Inf	Inf	3445	Inf	Inf	2795	Inf	Inf
-Crystallins	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Stress Response	-Environmental Adaptation	1.32	Inf	Inf	102.7	Inf	Inf	2.59	Inf	Inf
-Vesicular Transport	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Cytoskeleton	-Environmental Adaptation	47.17	Inf	Inf	49.83	Inf	Inf	63.23	Inf	Inf
-Cell Motility	-Environmental Adaptation	2.383	Inf	Inf	4.376	Inf	Inf	0.7909	Inf	Inf
-Cell Growth and Death	-Environmental Adaptation	76.36	Inf	Inf	58.35	Inf	Inf	92.33	Inf	Inf
-Cell Communication	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Metabolism	-Environmental Adaptation	7457	Inf	Inf	11280	Inf	Inf	13790	Inf	Inf
-Membrane Transport	-Environmental Adaptation	1326	Inf	Inf	2055	Inf	Inf	2506	Inf	Inf
-Central Carbon Metabolism	-Environmental Adaptation	1298	Inf	Inf	1646	Inf	Inf	1629	Inf	Inf
-Energy Metabolism	-Environmental Adaptation	443.1	Inf	Inf	416.8	Inf	Inf	492.4	Inf	Inf
-Biosynthesis	-Environmental Adaptation	2129	Inf	Inf	3173	Inf	Inf	3305	Inf	Inf
-Other Enzymes	-Environmental Adaptation	2128	Inf	Inf	3310	Inf	Inf	3410	Inf	Inf
Organismal Systems	-Environmental Adaptation	1	Inf	Inf	1	Inf	Inf	1	Inf	Inf
-Immune System	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Endocrine System	-Environmental Adaptation	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Circulatory System	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Digestive System	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Excretory System	-Environmental Adaptation	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Nervous System	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Sensory System	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Development	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Environmental Adaptation	-Environmental Adaptation	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN
Human Diseases	-Environmental Adaptation	95.6	Inf	Inf	170.9	Inf	Inf	117.3	Inf	Inf
-Cancers	-Environmental Adaptation	1.229	Inf	NaN	3.094	Inf	NaN	1.763	Inf	NaN
-Immune System Diseases	-Environmental Adaptation	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Neurodegenerative Diseases	-Environmental Adaptation	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Cardiovascular Diseases	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Metabolic Diseases	-Environmental Adaptation	39.18	Inf	NaN	56.82	Inf	NaN	46.05	Inf	NaN
-Infectious Diseases	-Environmental Adaptation	53.11	Inf	Inf	108	Inf	Inf	66.11	Inf	Inf
Not Mapped	-Environmental Adaptation	2748	Inf	Inf	3719	Inf	Inf	3637	Inf	Inf
-Not Mapped	-Environmental Adaptation	2748	Inf	Inf	3719	Inf	Inf	3637	Inf	Inf
TOTAL	Human Diseases	41.44	111.1	391.7	41.75	110.1	183.2	30.33	83.2	430
MAPPED	Human Diseases	36.49	97.8	344.9	35.59	93.83	156.1	26.98	74	382.4
Genetic Information Processing	Human Diseases	16.71	47.03	166.6	9.142	24.84	42.59	9.943	28.78	154.2
-Transcription	Human Diseases	0.4583	1.705	6.972	0.6221	1.864	3.023	0.3616	1.045	6.844
-Translation	Human Diseases	13.87	37.13	130.7	6.582	17.22	28.67	7.955	21.88	112.3
-Folding, Sorting and Degradation	Human Diseases	1.688	5.861	23.18	1.342	3.489	8.599	1.228	4.448	29.69
-DNA Maintenance	Human Diseases	0.6899	2.167	5.776	0.5964	2.11	2.537	0.3989	1.103	5.324
-RNA Family	Human Diseases	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Human Diseases	0.5251	1.513	5.224	0.3407	1.059	1.564	0.3067	0.8791	4.426
-Signal Transduction	Human Diseases	0.1075	0.3944	1.203	0.1347	0.5042	0.6601	0.07266	0.237	1.107
-Signaling Molecules and Interaction	Human Diseases	0.4175	1.119	3.947	0.206	0.5432	0.9272	0.2341	0.6422	3.319
Cellular Processes	Human Diseases	4.388	11.78	41.76	6.041	15.96	26.52	2.708	7.434	38.43
-Cell structure	Human Diseases	4.181	11.21	39.52	5.709	15.05	25.05	2.579	7.073	36.55
-Crystallins	Human Diseases	0	0	0	0	0	0	0	0	0
-Stress Response	Human Diseases	0.002377	0.006372	0.02247	0.1702	0.4487	0.7467	0.002389	0.006554	0.03387
-Vesicular Transport	Human Diseases	0	0	0	0	0	0	0	0	0
