Numerator	Denominator	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a
-Signaling Molecules and Interaction	-Cytoskeleton	0.03331	0.1877	0.2154	0.09924	0.3623	0.5031	0.05891	0.1239	0.1654	0.1738	0.4261	0.6574
Cellular Processes	-Cytoskeleton	1.1	1.166	1.178	1.133	1.268	1.344	1.091	1.128	1.16	1.14	1.299	1.397
-Crystallins	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Cytoskeleton	0.02757	0.03323	0.04381	0.0298	0.03538	0.05261	0.02683	0.03524	0.04628	0.03364	0.04116	0.06436
-Cytoskeleton	-Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
-Cell Motility	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cytoskeleton	0.002495	0.02439	0.03153	0.003993	0.03262	0.04892	0.002325	0.02529	0.02918	0.004141	0.03933	0.06224
-Cell Communication	-Cytoskeleton	0.04187	0.09968	0.1323	0.0672	0.183	0.2462	0.03012	0.06049	0.0882	0.06939	0.1951	0.2718
Metabolism	-Cytoskeleton	0.2201	0.2986	0.3291	0.3039	0.4162	0.54	0.1886	0.2465	0.2775	0.328	0.4819	0.6303
-Membrane Transport	-Cytoskeleton	0.0001544	0.0002496	0.0009541	0.000193	0.0003396	0.001175	4.875e-05	0.0002021	0.000859	0.0001815	0.0004039	0.001038
-Central Carbon Metabolism	-Cytoskeleton	0.02953	0.07052	0.1271	0.04618	0.1105	0.188	0.02321	0.05657	0.1072	0.05249	0.1256	0.2065
-Energy Metabolism	-Cytoskeleton	0.01146	0.01568	0.0451	0.01381	0.02751	0.06065	0.008179	0.01463	0.04178	0.01537	0.03362	0.07048
-Biosynthesis	-Cytoskeleton	0.03532	0.04073	0.0603	0.04423	0.05483	0.08495	0.02616	0.03396	0.04989	0.04579	0.05986	0.1046
-Other Enzymes	-Cytoskeleton	0.09012	0.1369	0.1893	0.1175	0.2156	0.2669	0.06772	0.1215	0.1716	0.121	0.2115	0.2925
Organismal Systems	-Cytoskeleton	0.05979	0.1082	0.1909	0.07023	0.1521	0.2889	0.0607	0.1024	0.1551	0.0803	0.1982	0.3808
-Immune System	-Cytoskeleton	0.00686	0.04001	0.06349	0.0123	0.05212	0.09183	0.005383	0.0355	0.0609	0.01569	0.05813	0.1243
-Endocrine System	-Cytoskeleton	0.001752	0.006957	0.03984	0.001883	0.0077	0.06554	0.00174	0.006613	0.02875	0.002273	0.008781	0.0727
-Circulatory System	-Cytoskeleton	0.01976	0.02974	0.05596	0.02063	0.03244	0.08384	0.02355	0.03301	0.04178	0.02647	0.04322	0.1199
-Digestive System	-Cytoskeleton	0.000321	0.0007798	0.01453	0.0004006	0.001285	0.02641	0.0002601	0.0006756	0.006762	0.0002512	0.001393	0.02691
-Excretory System	-Cytoskeleton	0.001598	0.003547	0.01011	0.002149	0.003845	0.01348	0.001296	0.002938	0.008581	0.002328	0.004161	0.01587
-Nervous System	-Cytoskeleton	0.001127	0.00249	0.03092	0.001816	0.003792	0.04753	0.0007683	0.001431	0.02937	0.001595	0.003997	0.06087
-Sensory System	-Cytoskeleton	0	0	0.0005097	0	0	0.0007409	0	0	0.0004646	0	0	0.0009088
-Development	-Cytoskeleton	0.002062	0.002683	0.01428	0.003233	0.005007	0.02409	0.001633	0.002002	0.01141	0.003648	0.006442	0.03205
-Environmental Adaptation	-Cytoskeleton	0	0.0002283	0.02615	0	0.0002791	0.0368	0	0.0001808	0.02303	0	0.0003043	0.0434
Human Diseases	-Cytoskeleton	0.1887	0.2604	0.4468	0.2422	0.3614	0.8016	0.1898	0.2214	0.3234	0.2908	0.4004	0.9577
-Cancers	-Cytoskeleton	0.005764	0.007988	0.05905	0.008133	0.01296	0.08545	0.006096	0.007542	0.04762	0.01091	0.01793	0.08849
-Immune System Diseases	-Cytoskeleton	0.003535	0.007847	0.01605	0.004528	0.01305	0.0277	0.002126	0.005572	0.01004	0.00497	0.01479	0.03309
-Neurodegenerative Diseases	-Cytoskeleton	0.02216	0.04336	0.09882	0.025	0.04515	0.1393	0.02239	0.04626	0.09289	0.02893	0.05436	0.155
-Cardiovascular Diseases	-Cytoskeleton	0.04362	0.07236	0.09758	0.06434	0.1285	0.1565	0.03841	0.05749	0.0673	0.0796	0.1304	0.1951
-Metabolic Diseases	-Cytoskeleton	0	0	0.0224	0	0	0.0419	0	0	0.01565	0	0	0.04924
-Infectious Diseases	-Cytoskeleton	0.03586	0.05287	0.2342	0.04237	0.08259	0.3759	0.03252	0.04864	0.1787	0.04803	0.09922	0.5201
Not Mapped	-Cytoskeleton	0.3469	0.4184	0.4477	0.4204	0.5917	0.6539	0.3395	0.3866	0.4068	0.471	0.7342	0.8396
-Not Mapped	-Cytoskeleton	0.3469	0.4184	0.4477	0.4204	0.5917	0.6539	0.3395	0.3866	0.4068	0.471	0.7342	0.8396
TOTAL	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Cell Motility	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Cell Motility	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Cell Motility	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Cell Motility	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Metabolism	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Endocrine System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Circulatory System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Digestive System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Excretory System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Nervous System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Sensory System	-Cell Motility	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Development	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Cell Motility	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
Human Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Cell Motility	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Cell Growth and Death	106.9	113.6	1183	101.4	107.4	1183	101	102.6	949.6	98.21	102.3	1458
MAPPED	-Cell Growth and Death	92.97	98.82	1029	88.41	93.69	1032	87.34	88.7	821.1	85.01	88.53	1262
Genetic Information Processing	-Cell Growth and Death	17.12	25.72	209	17.94	28.8	233.7	14.82	21.07	157.2	18.67	30.44	311.4
-Transcription	-Cell Growth and Death	1.247	1.371	13.97	1.438	1.579	16.98	0.9551	0.998	9	1.42	1.553	21.87
-Translation	-Cell Growth and Death	4.377	4.751	50.29	4.893	5.346	58.54	3.669	3.808	36.45	5.004	5.618	78.89
-Folding, Sorting and Degradation	-Cell Growth and Death	10.02	13.16	129.2	10.22	13.14	141.5	8.658	11.88	100.6	10.1	13.66	186.7
-DNA Maintenance	-Cell Growth and Death	0.9117	8.173	15.58	0.8672	9.992	16.74	0.8685	5.878	11.1	0.8314	11.33	20.88
-RNA Family	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cell Growth and Death	1.645	7.43	83.55	3.218	10.64	111.2	2.596	6.454	58.6	4.429	11.01	117.7
-Signal Transduction	-Cell Growth and Death	0.05874	0.3508	4.288	0.05513	0.3421	3.865	0.05798	0.342	3.296	0.06884	0.3527	5.215
-Signaling Molecules and Interaction	-Cell Growth and Death	1.294	6.782	79.27	2.884	10.13	104.6	2.254	5.666	53.27	4.122	10.54	110
Cellular Processes	-Cell Growth and Death	36.87	45.29	407	26.26	36.1	301.6	38.64	43.37	360	21.58	30.19	321.1
-Crystallins	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Cell Growth and Death	0.8683	1.269	13.04	0.7123	0.9651	10.44	0.9195	1.401	12.04	0.66	0.9751	13.21
-Cytoskeleton	-Cell Growth and Death	31.49	38.86	346.9	20.13	29.06	232.9	33.52	38.26	319.1	16.04	23.72	230.3
-Cell Motility	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cell Growth and Death	1	1	1	1	1	1	1	1	1	1	1	1
-Cell Communication	-Cell Growth and Death	1.726	3.419	46.05	2.142	4.091	57.31	1.221	2.296	27.86	2.023	3.553	65.39
Metabolism	-Cell Growth and Death	8.501	11.2	110.5	8.603	11.49	112.1	7.05	9.915	88.56	8.34	10.61	124.4
-Membrane Transport	-Cell Growth and Death	0.004863	0.01373	0.0995	0.003885	0.01348	0.0763	0.001654	0.008917	0.05134	0.002911	0.01298	0.06391
-Central Carbon Metabolism	-Cell Growth and Death	1.013	2.794	21	1.022	3.023	23.15	0.8422	2.249	16.31	1.03	2.861	25.67
-Energy Metabolism	-Cell Growth and Death	0.4746	0.5378	11.69	0.4022	0.6511	14.12	0.3234	0.5302	9.822	0.3909	0.6523	17.02
-Biosynthesis	-Cell Growth and Death	1.28	1.514	20.92	1.199	1.477	19.78	1.034	1.269	15.92	1.057	1.377	25.26
-Other Enzymes	-Cell Growth and Death	3.502	5.167	36.61	3.414	5.455	36.92	3.067	4.853	29.12	3.076	4.691	42.4
Organismal Systems	-Cell Growth and Death	2.464	3.96	76.54	2.239	4.055	72.37	2.462	3.633	66.7	2.341	3.981	87.68
-Immune System	-Cell Growth and Death	0.2353	1.718	16.04	0.2724	1.598	14.82	0.1953	1.679	15.27	0.2771	1.577	18.5
-Endocrine System	-Cell Growth and Death	0.06894	0.2813	1.782	0.06002	0.2306	2.107	0.06074	0.2456	1.323	0.05363	0.2277	1.939
-Circulatory System	-Cell Growth and Death	0.7677	1.174	19.41	0.5996	0.9664	19.53	0.9011	1.304	12.6	0.6279	1.037	28.96
-Digestive System	-Cell Growth and Death	0.01101	0.03062	0.8087	0.01249	0.03041	1.209	0.009437	0.02457	0.5544	0.004437	0.0274	1.05
-Excretory System	-Cell Growth and Death	0.1085	0.2893	0.5542	0.09633	0.2384	0.5005	0.09833	0.2302	0.5434	0.07939	0.2076	0.5621
-Nervous System	-Cell Growth and Death	0.03548	0.0854	10.73	0.03656	0.09143	11.07	0.02633	0.0518	9.37	0.02557	0.08849	14.7
-Sensory System	-Cell Growth and Death	0	0	0.01605	0	0	0.01492	0	0	0.01592	0	0	0.01458
-Development	-Cell Growth and Death	0.08342	0.08816	1.076	0.1015	0.105	1.286	0.06549	0.0763	0.8607	0.1035	0.1063	1.527
-Environmental Adaptation	-Cell Growth and Death	0	0.01541	0.9328	0	0.01808	0.8709	0	0.01604	0.8377	0	0.02143	0.8422
Human Diseases	-Cell Growth and Death	7.815	11.05	75.87	7.552	11.52	76.04	7.251	9.066	62.44	7.392	10.56	94.69
-Cancers	-Cell Growth and Death	0.224	0.5001	3.202	0.2364	0.4525	3.017	0.2332	0.4954	2.872	0.2588	0.4681	4.331
-Immune System Diseases	-Cell Growth and Death	0.145	0.352	1.458	0.1388	0.3823	1.756	0.0845	0.2195	0.9853	0.1349	0.3605	2.01
-Neurodegenerative Diseases	-Cell Growth and Death	0.7602	1.675	38.71	0.6652	1.075	34.88	0.8126	1.715	32.72	0.6863	0.9485	35.7
-Cardiovascular Diseases	-Cell Growth and Death	1.806	2.98	20.28	2.007	3.447	23.23	1.519	2.096	15.94	2.024	3.284	30.03
-Metabolic Diseases	-Cell Growth and Death	0	0	0.7516	0	0	0.9143	0	0	0.5516	0	0	0.8698
-Infectious Diseases	-Cell Growth and Death	1.471	2.179	15.61	1.299	2.229	19.69	1.455	2.174	10.85	1.304	2.128	20.1
Not Mapped	-Cell Growth and Death	13.92	14.79	154	12.95	13.72	151.1	13.67	13.88	128.5	13.19	13.74	195.9
-Not Mapped	-Cell Growth and Death	13.92	14.79	154	12.95	13.72	151.1	13.67	13.88	128.5	13.19	13.74	195.9
TOTAL	-Cell Communication	25.68	30.46	37.97	16.69	22.96	30.65	25.53	41.65	48.37	14.4	25.29	32.11
MAPPED	-Cell Communication	22.34	26.49	33.03	14.56	20.03	26.73	22.07	36.01	41.83	12.47	21.9	27.79
Genetic Information Processing	-Cell Communication	4.319	6.217	9.458	3.695	5.44	8.373	5.549	7.129	11.04	4.276	6.401	9.561
-Transcription	-Cell Communication	0.3018	0.3553	0.4595	0.2438	0.3257	0.4506	0.2456	0.392	0.4798	0.2172	0.3658	0.4886
-Translation	-Cell Communication	1.083	1.247	1.588	0.8227	1.108	1.525	0.9297	1.497	1.874	0.7848	1.311	1.765
-Folding, Sorting and Degradation	-Cell Communication	2.63	3.349	4.605	2.062	2.916	3.896	2.77	3.77	5.946	1.844	3.17	4.423
-DNA Maintenance	-Cell Communication	0.3044	0.5339	2.65	0.2515	0.4617	2.724	0.3893	0.7111	2.85	0.2803	0.5143	3.52
-RNA Family	-Cell Communication	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cell Communication	0.3844	1.708	2.592	0.6051	1.434	3.185	0.9276	1.911	3.252	0.9568	1.819	3.652
-Signal Transduction	-Cell Communication	0.01963	0.0931	0.2468	0.01573	0.06743	0.1647	0.02525	0.1233	0.4522	0.02161	0.0763	0.1744
-Signaling Molecules and Interaction	-Cell Communication	0.3024	1.581	2.573	0.5422	1.349	3.169	0.8054	1.459	2.798	0.8905	1.641	3.631
Cellular Processes	-Cell Communication	8.838	10.58	15.46	4.468	6.815	10.3	9.905	15.77	20.44	3.503	6.517	10.12
-Crystallins	-Cell Communication	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Cell Communication	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Cell Communication	0.2474	0.3334	0.4597	0.1614	0.2085	0.3044	0.3752	0.4752	0.7836	0.17	0.2306	0.3514
-Cytoskeleton	-Cell Communication	7.533	9.079	13.71	3.231	5.412	8.748	8.492	13.98	18.35	2.275	4.999	8.52
-Cell Motility	-Cell Communication	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cell Communication	0.01961	0.285	0.3342	0.0129	0.2265	0.2853	0.01975	0.408	0.4652	0.009878	0.2576	0.314
-Cell Communication	-Cell Communication	1	1	1	1	1	1	1	1	1	1	1	1
Metabolism	-Cell Communication	2.168	2.689	4.117	1.446	2.274	3.536	1.866	3.447	4.74	1.229	2.384	3.437
-Membrane Transport	-Cell Communication	0.001182	0.003083	0.01256	0.0007972	0.002971	0.009476	0.0005593	0.003498	0.01576	0.0006314	0.003095	0.00754
-Central Carbon Metabolism	-Cell Communication	0.2963	0.74	0.9828	0.2499	0.6782	0.8911	0.3221	0.8691	1.215	0.2536	0.752	0.9125
-Energy Metabolism	-Cell Communication	0.1371	0.177	0.4094	0.09112	0.1591	0.3399	0.1501	0.2265	0.5043	0.1007	0.1836	0.3161
-Biosynthesis	-Cell Communication	0.3189	0.4314	0.5582	0.2661	0.313	0.4445	0.3544	0.5109	0.5877	0.2527	0.3516	0.4195
-Other Enzymes	-Cell Communication	0.7178	1.231	2.3	0.4763	1.013	1.886	0.5751	1.663	3.121	0.4189	1.049	1.89
Organismal Systems	-Cell Communication	0.7993	1.172	1.501	0.6091	0.9413	1.254	1.175	1.581	2.016	0.7497	1.072	1.33
-Immune System	-Cell Communication	0.06882	0.4602	0.5698	0.06657	0.3617	0.4559	0.08899	0.6207	0.7163	0.07843	0.4202	0.4953
-Endocrine System	-Cell Communication	0.01643	0.06036	0.3617	0.01245	0.03227	0.3581	0.02054	0.06232	0.393	0.01228	0.03276	0.3726
-Circulatory System	-Cell Communication	0.1794	0.3449	0.6803	0.1127	0.2315	0.4512	0.3149	0.4749	0.7667	0.1356	0.2789	0.5128
-Digestive System	-Cell Communication	0.00322	0.01416	0.1142	0.003231	0.01244	0.08534	0.0043	0.01333	0.05743	0.001256	0.01243	0.06122
-Excretory System	-Cell Communication	0.01204	0.05009	0.09392	0.007181	0.03596	0.06258	0.01485	0.08083	0.108	0.005607	0.04093	0.06599
-Nervous System	-Cell Communication	0.01011	0.02498	0.2329	0.008281	0.02072	0.16	0.01074	0.02409	0.2554	0.006587	0.02256	0.1492
-Sensory System	-Cell Communication	0	0	0.004574	0	0	0.00338	0	0	0.006498	0	0	0.003754
-Development	-Cell Communication	0.01965	0.02928	0.1424	0.0166	0.02997	0.129	0.017	0.03113	0.1876	0.01509	0.03325	0.1593
-Environmental Adaptation	-Cell Communication	0	0.004263	0.2194	0	0.002691	0.1318	0	0.005063	0.2048	0	0.002485	0.1135
Human Diseases	-Cell Communication	1.647	2.494	6.118	1.327	2.085	5.379	2.241	3.495	6.835	1.127	2.186	5.15
-Cancers	-Cell Communication	0.05233	0.08909	1.41	0.03348	0.07351	1.272	0.05672	0.1332	1.581	0.03282	0.09233	1.275
-Immune System Diseases	-Cell Communication	0.03166	0.08224	0.1698	0.02266	0.07251	0.1532	0.02877	0.07843	0.1659	0.01985	0.08076	0.1733
-Neurodegenerative Diseases	-Cell Communication	0.2223	0.7767	0.9819	0.1366	0.4501	0.7183	0.3654	0.7888	1.568	0.1483	0.3526	0.8169
-Cardiovascular Diseases	-Cell Communication	0.4403	0.6779	1.419	0.4054	0.6339	1.369	0.5496	0.9201	1.15	0.2967	0.7213	1.356
-Metabolic Diseases	-Cell Communication	0	0	0.2198	0	0	0.2235	0	0	0.2513	0	0	0.2462
-Infectious Diseases	-Cell Communication	0.2769	0.5759	2.126	0.2247	0.4778	2.054	0.3725	0.8298	2.443	0.2611	0.5218	2.665
Not Mapped	-Cell Communication	3.343	3.965	4.944	2.132	2.933	3.914	3.454	5.636	6.546	1.935	3.398	4.313
-Not Mapped	-Cell Communication	3.343	3.965	4.944	2.132	2.933	3.914	3.454	5.636	6.546	1.935	3.398	4.313
TOTAL	Metabolism	9.184	10.36	12.69	8.666	9.41	11.62	9.425	10.72	13.97	8.844	9.817	12.62
MAPPED	Metabolism	7.988	9.009	11.04	7.56	8.208	10.13	8.149	9.272	12.08	7.656	8.498	10.93
Genetic Information Processing	Metabolism	1.44	2.046	3.263	1.514	2.158	3.508	1.362	2.031	3.19	1.704	2.43	4.044
-Transcription	Metabolism	0.1073	0.1224	0.1569	0.1234	0.135	0.1729	0.09073	0.1016	0.1386	0.1275	0.1437	0.1881
-Translation	Metabolism	0.385	0.4405	0.5268	0.4314	0.4655	0.5688	0.3466	0.4116	0.5105	0.4884	0.5394	0.6526
-Folding, Sorting and Degradation	Metabolism	0.8134	1.132	1.589	0.8247	1.125	1.59	0.7954	1.136	1.685	0.9224	1.247	1.676
-DNA Maintenance	Metabolism	0.08143	0.1364	1.008	0.07549	0.1331	1.196	0.0876	0.1272	0.8594	0.07592	0.1496	1.489
-RNA Family	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Metabolism	0.1367	0.6297	0.7902	0.2661	0.9007	1.113	0.2466	0.593	0.7695	0.3874	0.9461	1.229
-Signal Transduction	Metabolism	0.004769	0.02914	0.09868	0.004448	0.02978	0.0735	0.005327	0.03249	0.1306	0.006288	0.03221	0.07372
-Signaling Molecules and Interaction	Metabolism	0.1075	0.6249	0.7292	0.2385	0.8962	1.06	0.2141	0.5639	0.6707	0.3606	0.884	1.177
Cellular Processes	Metabolism	3.385	3.837	4.898	2.32	2.913	3.488	3.825	4.382	5.844	2.11	2.641	3.034
-Crystallins	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Metabolism	0.09235	0.1142	0.1758	0.07161	0.08302	0.1447	0.1088	0.1359	0.2107	0.07309	0.0892	0.1486
-Cytoskeleton	Metabolism	2.81	3.329	4.197	1.726	2.234	2.775	3.298	3.905	5.159	1.514	1.898	2.662
-Cell Motility	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Metabolism	0.008758	0.08862	0.1097	0.007953	0.08442	0.1055	0.01059	0.09839	0.1341	0.00657	0.09134	0.119
-Cell Communication	Metabolism	0.1541	0.3556	0.4033	0.1865	0.4248	0.4756	0.1232	0.2889	0.3146	0.1847	0.4116	0.4334
Metabolism	Metabolism	1	1	1	1	1	1	1	1	1	1	1	1
-Membrane Transport	Metabolism	0.0004397	0.0009001	0.003665	0.0003387	0.0008402	0.003117	0.0001627	0.000738	0.003608	0.0002806	0.001001	0.00219
-Central Carbon Metabolism	Metabolism	0.09752	0.2535	0.3573	0.09911	0.2708	0.3651	0.09062	0.2521	0.3534	0.1107	0.2732	0.3828
-Energy Metabolism	Metabolism	0.04471	0.06185	0.1456	0.03833	0.06349	0.1286	0.04336	0.05935	0.1519	0.04092	0.07131	0.128
-Biosynthesis	Metabolism	0.1186	0.1402	0.1832	0.113	0.1351	0.1624	0.1031	0.1387	0.1798	0.1136	0.1298	0.1739
-Other Enzymes	Metabolism	0.2909	0.4579	0.6968	0.2823	0.4605	0.7042	0.2914	0.4821	0.702	0.2999	0.4319	0.6958
Organismal Systems	Metabolism	0.2201	0.3904	0.6924	0.1949	0.3989	0.6455	0.2483	0.3849	0.706	0.2137	0.4296	0.7047
-Immune System	Metabolism	0.02265	0.1395	0.2003	0.0264	0.1289	0.1784	0.02102	0.1543	0.204	0.02978	0.1441	0.1882
-Endocrine System	Metabolism	0.00611	0.02316	0.1286	0.005225	0.01905	0.1575	0.005976	0.02512	0.1045	0.005055	0.02177	0.1509
-Circulatory System	Metabolism	0.06379	0.1087	0.2331	0.04958	0.08606	0.2138	0.0856	0.1403	0.2173	0.05492	0.09517	0.2505
-Digestive System	Metabolism	0.00106	0.003273	0.05269	0.001318	0.003535	0.059	0.001016	0.003485	0.03078	0.0004767	0.003217	0.0498
-Excretory System	Metabolism	0.004854	0.01181	0.03403	0.00398	0.009241	0.02771	0.004671	0.01173	0.03265	0.003693	0.008634	0.02769
-Nervous System	Metabolism	0.003773	0.008221	0.09394	0.003824	0.007719	0.08803	0.003117	0.007347	0.1058	0.002855	0.008751	0.09658
-Sensory System	Metabolism	0	0	0.001707	0	0	0.00156	0	0	0.001885	0	0	0.001627
-Development	Metabolism	0.006989	0.009376	0.04728	0.008475	0.01062	0.05171	0.006111	0.009032	0.04455	0.009159	0.01167	0.06083
-Environmental Adaptation	Metabolism	0	0.0006938	0.1012	0	0.000517	0.09112	0	0.0006516	0.1097	0	0.0004828	0.09234
Human Diseases	Metabolism	0.6645	0.9871	1.256	0.6047	0.9819	1.383	0.705	1.006	1.208	0.6221	0.9246	1.485
-Cancers	Metabolism	0.01861	0.02933	0.2174	0.01954	0.03012	0.2371	0.02215	0.03667	0.1948	0.02263	0.03536	0.2355
-Immune System Diseases	Metabolism	0.01177	0.02992	0.05305	0.0112	0.03161	0.05965	0.007764	0.02111	0.03919	0.01232	0.03398	0.06293
