Numerator	Denominator	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a
-Sensory System	-Sensory System	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN
-Development	-Sensory System	0.1048	Inf	Inf	0.08807	Inf	Inf	0.1319	Inf	Inf	0.08354	Inf	Inf
-Environmental Adaptation	-Sensory System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
Human Diseases	-Sensory System	0.8991	Inf	Inf	0.6639	Inf	Inf	1.227	Inf	Inf	0.5525	Inf	Inf
-Cancers	-Sensory System	0.02063	Inf	Inf	0.01528	Inf	Inf	0.03041	Inf	Inf	0.01605	Inf	Inf
-Immune System Diseases	-Sensory System	0.04063	Inf	Inf	0.03831	Inf	Inf	0.04535	Inf	Inf	0.0403	Inf	Inf
-Neurodegenerative Diseases	-Sensory System	0.5556	Inf	Inf	0.3802	Inf	Inf	0.7778	Inf	Inf	0.2936	Inf	Inf
-Cardiovascular Diseases	-Sensory System	0.1604	Inf	Inf	0.1367	Inf	Inf	0.2111	Inf	Inf	0.1207	Inf	Inf
-Metabolic Diseases	-Sensory System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Infectious Diseases	-Sensory System	0.1218	Inf	Inf	0.09343	Inf	Inf	0.1618	Inf	Inf	0.08187	Inf	Inf
Not Mapped	-Sensory System	2.149	Inf	Inf	1.577	Inf	Inf	3.023	Inf	Inf	1.402	Inf	Inf
-Not Mapped	-Sensory System	2.149	Inf	Inf	1.577	Inf	Inf	3.023	Inf	Inf	1.402	Inf	Inf
TOTAL	-Development	119.4	1259	1365	102.1	1038	1068	131.6	1361	1603	93.32	973.6	1008
MAPPED	-Development	99.09	1045	1133	84.36	857.6	882.5	108.8	1126	1325	76.61	799.3	827.2
Genetic Information Processing	-Development	24.06	251.8	371.7	23.59	229.1	353.9	24.41	264.7	375.1	22.73	228.2	369.7
-Transcription	-Development	1.417	14.65	16.74	1.558	15.56	16.5	1.256	12.99	16.32	1.486	15.35	16.33
-Translation	-Development	7.23	74.52	82.91	7.41	73.62	80.06	7.111	71.98	86.88	6.919	70.52	85.21
-Folding, Sorting and Degradation	-Development	12.07	116	139.4	11.5	100.7	117.3	13.03	127.9	151.6	11.41	105.4	114.6
-DNA Maintenance	-Development	1.683	28.09	133	1.618	25.47	140.9	1.836	28.83	117.9	1.586	25.08	152.7
-RNA Family	-Development	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Development	2.406	24.09	42.57	2.313	20.55	39.65	3.15	34.61	49.66	2.35	22.41	40.6
-Signal Transduction	-Development	0.1823	2.361	9.98	0.1634	2.13	6.585	0.1896	2.572	13.64	0.1771	2.234	5.199
-Signaling Molecules and Interaction	-Development	1.952	19.6	40.21	1.912	17.43	38.3	2.562	25.38	47.09	2	19.36	39.68
Cellular Processes	-Development	35.11	378.1	513.2	20.78	215.7	338.8	44.21	464.6	642.1	15.35	171.7	298.2
-Crystallins	-Development	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Development	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Development	0.7625	10.7	16.95	0.5434	6.767	11.94	0.9385	14.41	21.1	0.4751	6.256	10.97
-Cytoskeleton	-Development	31.99	329.4	462.2	18.05	176.3	296.8	41	412.5	578.8	13.14	131.5	258.9
-Cell Motility	-Development	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Development	0.1504	14.88	21.26	0.1296	13.75	18.1	0.2215	16.41	26.95	0.09965	13.13	17.54
-Cell Communication	-Development	1.451	9.415	20.35	1.444	10.71	19.7	1.356	7.9	21.78	1.203	9.381	17.15
Metabolism	-Development	10.02	130.7	168.9	9.048	111.6	144.4	10.26	145.9	192.2	8.161	104.3	131.2
-Membrane Transport	-Development	0.00978	0.06518	0.3819	0.00899	0.05276	0.3108	0.007193	0.04687	0.3982	0.007312	0.04372	0.304
-Central Carbon Metabolism	-Development	1.367	21.18	59.5	1.227	20.06	53.81	1.381	20.63	67.59	1.171	18.46	47.82
-Energy Metabolism	-Development	0.4599	5.725	19.37	0.4772	4.241	14.36	0.4329	7.518	22.19	0.4486	4.196	13.08
-Biosynthesis	-Development	1.407	19.7	22.57	1.242	16.19	18.1	1.41	19.46	24.18	1.054	14.64	16.01
-Other Enzymes	-Development	4.916	48.94	105.1	4.24	40.19	85.38	5.265	54.66	126.1	3.935	38.53	77.85
Organismal Systems	-Development	3.754	35.8	42	3.397	29.6	36.32	4.134	40.47	49.86	3.437	30.29	34.69
-Immune System	-Development	0.2788	13.72	19.82	0.2878	11.77	17.43	0.2766	14.77	22.27	0.2821	11.27	17.02
-Endocrine System	-Development	0.2092	1.495	2.435	0.1735	1.226	1.856	0.247	2.047	3.086	0.1724	1.25	1.88
-Circulatory System	-Development	0.5409	5.658	19.4	0.4015	3.797	17.62	0.7099	8.222	17.82	0.3939	3.974	18.71
-Digestive System	-Development	0.01199	0.2983	1.24	0.01094	0.2475	1.142	0.01402	0.3159	0.9392	0.009004	0.2147	0.8821
-Excretory System	-Development	0.0661	1.493	5.089	0.04943	1.001	3.467	0.0553	1.64	7.247	0.03776	0.9091	3.418
-Nervous System	-Development	0.08152	0.792	3.285	0.06939	0.7707	2.339	0.05412	0.608	4.333	0.05775	0.8189	2.205
-Sensory System	-Development	0	0	0.145	0	0	0.1235	0	0	0.1534	0	0	0.1109
-Development	-Development	1	1	1	1	1	1	1	1	1	1	1	1
-Environmental Adaptation	-Development	0	0.1033	0.5519	0	0.06923	0.4818	0	0.1073	0.5872	0	0.05719	0.4533
Human Diseases	-Development	8.114	95.43	124.4	7.39	82.28	108.4	8.949	84.29	129.3	6.452	74.36	103.5
-Cancers	-Development	0.1408	1.511	17.29	0.129	1.253	16.87	0.1712	1.637	16.97	0.142	1.411	15.29
-Immune System Diseases	-Development	0.3878	6.302	23.87	0.435	4.808	24.64	0.3437	4.389	16.76	0.4824	4.303	22.95
-Neurodegenerative Diseases	-Development	1.097	19.1	36.13	0.8869	11.24	31.26	1.355	26.17	38.87	0.879	10.57	26.22
-Cardiovascular Diseases	-Development	1.276	17.26	32.07	1.333	16.02	29.91	1.282	14.08	26.58	1.236	15.51	30.76
-Metabolic Diseases	-Development	0	0	7.006	0	0	7.678	0	0	5.894	0	0	6.966
-Infectious Diseases	-Development	1.148	22.09	34.73	1.061	19.78	27.07	1.226	23.15	43.22	0.9799	19.49	26.76
Not Mapped	-Development	20.32	214.3	232.3	17.75	180.5	185.7	22.76	235.5	277.3	16.71	174.3	180.4
-Not Mapped	-Development	20.32	214.3	232.3	17.75	180.5	185.7	22.76	235.5	277.3	16.71	174.3	180.4
TOTAL	-Environmental Adaptation	217.7	5654	Inf	213.2	4379	Inf	224.9	5308	Inf	216.8	3652	Inf
MAPPED	-Environmental Adaptation	180.6	4692	Inf	176.1	3618	Inf	186	4390	Inf	178	2998	Inf
Genetic Information Processing	-Environmental Adaptation	61.47	1554	Inf	74.27	1451	Inf	54.41	1289	Inf	82.6	1330	Inf
-Transcription	-Environmental Adaptation	2.592	65.78	Inf	3.243	65.63	Inf	2.165	50.65	Inf	3.481	57.57	Inf
-Translation	-Environmental Adaptation	13.1	334.6	Inf	15.89	310.5	Inf	12.11	280.7	Inf	18.21	264.5	Inf
-Folding, Sorting and Degradation	-Environmental Adaptation	22.01	632.6	Inf	23.84	532.5	Inf	21.51	581.1	Inf	24.63	489	Inf
-DNA Maintenance	-Environmental Adaptation	22.45	361.2	Inf	29.37	423.1	Inf	17.36	286.9	Inf	33.86	396	Inf
-RNA Family	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
Environmental Information Processing	-Environmental Adaptation	5.807	193.5	Inf	6.517	167.3	Inf	5.685	202.3	Inf	6.467	142	Inf
-Signal Transduction	-Environmental Adaptation	1.028	22.86	Inf	1.113	24.38	Inf	1.248	23.98	Inf	1.111	31.17	Inf
-Signaling Molecules and Interaction	-Environmental Adaptation	4.779	127.7	Inf	5.404	125	Inf	4.437	117.7	Inf	5.355	110.8	Inf
Cellular Processes	-Environmental Adaptation	64.75	1698	Inf	44.93	937.4	Inf	77	1812	Inf	38.58	657.9	Inf
-Crystallins	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Stress Response	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Vesicular Transport	-Environmental Adaptation	2.571	56.1	Inf	2.339	40.55	Inf	2.968	56.17	Inf	2.43	33.19	Inf
-Cytoskeleton	-Environmental Adaptation	57.51	1479	Inf	36.72	751.5	Inf	69.15	1608	Inf	29.47	571.1	Inf
-Cell Motility	-Environmental Adaptation	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Cell Growth and Death	-Environmental Adaptation	0.191	58.95	Inf	0.1771	50.64	Inf	0.2657	62.59	Inf	0.166	43.07	Inf
-Cell Communication	-Environmental Adaptation	2.629	73.84	Inf	2.997	70.45	Inf	2.309	59.64	Inf	2.785	53.9	Inf
Metabolism	-Environmental Adaptation	18.16	629.7	Inf	18.78	532.8	Inf	17.47	570.6	Inf	18.89	424.6	Inf
-Membrane Transport	-Environmental Adaptation	0.01485	1.66	Inf	0.0142	1.563	Inf	0.009184	1.519	Inf	0.01194	1.224	Inf
-Central Carbon Metabolism	-Environmental Adaptation	3.503	158.6	Inf	4.179	141.1	Inf	2.993	139.7	Inf	4.118	113.6	Inf
-Energy Metabolism	-Environmental Adaptation	0.8333	42.84	Inf	0.9905	31.94	Inf	0.7372	44.35	Inf	1.038	26.16	Inf
-Biosynthesis	-Environmental Adaptation	2.549	88.48	Inf	2.578	73.1	Inf	2.4	75.86	Inf	2.439	56.9	Inf
-Other Enzymes	-Environmental Adaptation	8.092	339.6	Inf	8.718	290.2	Inf	7.928	310.5	Inf	9.108	231	Inf
Organismal Systems	-Environmental Adaptation	6.802	188.6	Inf	7.05	153.2	Inf	7.139	187.3	Inf	7.956	130.1	Inf
-Immune System	-Environmental Adaptation	1.765	75.74	Inf	2.002	74.08	Inf	1.897	64.52	Inf	2.533	60.2	Inf
-Endocrine System	-Environmental Adaptation	0.3473	8.484	Inf	0.3348	6.352	Inf	0.4044	8.731	Inf	0.3914	5.782	Inf
-Circulatory System	-Environmental Adaptation	0.98	76.86	Inf	0.8334	64.9	Inf	1.209	69.48	Inf	0.9116	61.36	Inf
-Digestive System	-Environmental Adaptation	0.04377	2.889	Inf	0.04626	3.576	Inf	0.04388	2.945	Inf	0.05341	4.212	Inf
-Excretory System	-Environmental Adaptation	0.2003	10.99	Inf	0.1702	8.339	Inf	0.232	10.91	Inf	0.1568	7.053	Inf
-Nervous System	-Environmental Adaptation	0.1551	7.217	Inf	0.144	5.59	Inf	0.1621	8.145	Inf	0.1337	4.864	Inf
-Sensory System	-Environmental Adaptation	0	0.004842	NaN	0	0.004079	NaN	0	0.001632	NaN	0	0.001742	NaN
-Development	-Environmental Adaptation	0.1653	4.491	Inf	0.2083	4.218	Inf	0.1451	3.899	Inf	0.223	3.751	Inf
-Environmental Adaptation	-Environmental Adaptation	1	1	NaN	1	1	NaN	1	1	NaN	1	1	NaN
Human Diseases	-Environmental Adaptation	14.7	428.5	Inf	15.34	376.4	Inf	15.24	328.7	Inf	14.94	327.5	Inf
-Cancers	-Environmental Adaptation	0.1976	21.5	Inf	0.1835	25.88	Inf	0.2244	22.67	Inf	0.2636	26.42	Inf
-Immune System Diseases	-Environmental Adaptation	1.042	42.33	Inf	1.001	64.91	Inf	0.7878	38.59	Inf	0.9596	86.07	Inf
-Neurodegenerative Diseases	-Environmental Adaptation	7.691	143.2	Inf	7.376	115.2	Inf	8.441	148.3	Inf	6.818	85.97	Inf
-Cardiovascular Diseases	-Environmental Adaptation	2.312	120.1	Inf	2.767	112.4	Inf	2.184	76.16	Inf	2.861	102.8	Inf
-Metabolic Diseases	-Environmental Adaptation	0	0.7203	Inf	0	0.7516	Inf	0	0.6956	Inf	0	0.8161	Inf
-Infectious Diseases	-Environmental Adaptation	2.08	100.5	Inf	2.214	83.45	Inf	2.094	94.07	Inf	2.285	73.1	Inf
Not Mapped	-Environmental Adaptation	37.03	962.1	Inf	37.05	761.2	Inf	38.92	918.4	Inf	38.81	653.9	Inf
-Not Mapped	-Environmental Adaptation	37.03	962.1	Inf	37.05	761.2	Inf	38.92	918.4	Inf	38.81	653.9	Inf
TOTAL	Human Diseases	6.329	12.29	14.05	4.899	11.07	13.66	7.906	12.77	14.76	4.493	10.65	14.17
MAPPED	Human Diseases	5.252	10.2	11.66	4.048	9.15	11.29	6.538	10.56	12.21	3.689	8.741	11.64
Genetic Information Processing	Human Diseases	1.212	2.804	3.754	1.132	3.15	4.334	1.399	2.626	3.718	1.097	3.438	4.981
-Transcription	Human Diseases	0.07521	0.1511	0.1652	0.07588	0.174	0.2068	0.07569	0.1329	0.1446	0.07233	0.1758	0.2247
-Translation	Human Diseases	0.3871	0.7439	0.8477	0.3569	0.8251	0.9831	0.4288	0.6878	0.7946	0.3361	0.8346	1.127
-Folding, Sorting and Degradation	Human Diseases	0.616	1.12	1.511	0.5638	1.082	1.574	0.7517	1.237	1.639	0.5208	1.107	1.725
-DNA Maintenance	Human Diseases	0.08922	0.3856	1.374	0.07763	0.4339	1.811	0.1154	0.3156	1.139	0.07637	0.4417	2.158
-RNA Family	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Human Diseases	0.113	0.3468	0.4515	0.1017	0.3803	0.4444	0.1702	0.3407	0.5622	0.1061	0.4196	0.4808
-Signal Transduction	Human Diseases	0.006782	0.02755	0.1535	0.007469	0.02536	0.1123	0.007395	0.03969	0.23	0.009687	0.02343	0.09518
-Signaling Molecules and Interaction	Human Diseases	0.08155	0.2785	0.3409	0.07457	0.3154	0.413	0.1258	0.2961	0.4118	0.0833	0.3384	0.454
Cellular Processes	Human Diseases	1.912	3.927	4.622	1.043	2.622	3.442	2.832	4.423	5.614	0.7914	2.164	3.151
-Crystallins	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Human Diseases	0.04127	0.09023	0.1748	0.02627	0.07209	0.1525	0.06124	0.1124	0.1948	0.0236	0.07184	0.1627
-Cytoskeleton	Human Diseases	1.696	3.452	4.163	0.8658	2.143	3.066	2.522	4.009	5.061	0.6329	1.747	2.736
-Cell Motility	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Human Diseases	0.01113	0.1725	0.2068	0.01033	0.1677	0.199	0.01437	0.2109	0.2439	0.01001	0.1723	0.2015
-Cell Communication	Human Diseases	0.06916	0.1624	0.1922	0.07159	0.1693	0.2536	0.0691	0.1515	0.1884	0.0599	0.154	0.2475
Metabolism	Human Diseases	0.7139	1.26	1.527	0.5811	1.249	1.547	0.9125	1.146	1.736	0.5174	1.265	1.43
-Membrane Transport	Human Diseases	0.0005184	0.001247	0.005308	0.0004314	0.0009392	0.005727	0.0002954	0.001369	0.005042	0.0003521	0.00072	0.004777
-Central Carbon Metabolism	Human Diseases	0.07246	0.3581	0.4541	0.05889	0.3415	0.4964	0.08684	0.3491	0.4273	0.05639	0.3142	0.462
-Energy Metabolism	Human Diseases	0.038	0.08478	0.1383	0.0325	0.06457	0.1687	0.0358	0.1056	0.1494	0.02869	0.06287	0.1634
-Biosynthesis	Human Diseases	0.09347	0.1702	0.29	0.06642	0.1625	0.272	0.1092	0.1639	0.2715	0.05629	0.1575	0.2645
-Other Enzymes	Human Diseases	0.2421	0.5504	0.9465	0.199	0.5368	0.8834	0.2888	0.5993	1.102	0.1825	0.5518	0.8226
Organismal Systems	Human Diseases	0.1734	0.3497	0.7609	0.1632	0.3218	0.8011	0.2006	0.4221	0.6768	0.1442	0.3277	0.9149
-Immune System	Human Diseases	0.01478	0.1304	0.1836	0.01381	0.1305	0.1968	0.01738	0.1574	0.1998	0.01358	0.1696	0.1863
-Endocrine System	Human Diseases	0.01202	0.02024	0.05546	0.01097	0.01921	0.05884	0.01583	0.02657	0.05336	0.01208	0.01987	0.05093
-Circulatory System	Human Diseases	0.02647	0.1088	0.254	0.01865	0.09061	0.2506	0.04076	0.1396	0.194	0.01802	0.09914	0.2871
-Digestive System	Human Diseases	0.0006358	0.00299	0.01195	0.0005248	0.002877	0.01388	0.000881	0.002879	0.007368	0.0004335	0.002526	0.01186
-Excretory System	Human Diseases	0.007006	0.01591	0.04506	0.004992	0.01078	0.03757	0.005948	0.02529	0.05604	0.004318	0.00977	0.04008
-Nervous System	Human Diseases	0.004321	0.01055	0.2106	0.004125	0.009389	0.2222	0.003402	0.01064	0.2157	0.00325	0.008949	0.2447
-Sensory System	Human Diseases	0	0	0.001519	0	0	0.001385	0	0	0.00182	0	0	0.00127
-Development	Human Diseases	0.00469	0.009636	0.1165	0.00495	0.01121	0.1327	0.004957	0.008746	0.1076	0.004736	0.01145	0.1512
-Environmental Adaptation	Human Diseases	0	0.001068	0.05828	0	0.000889	0.05835	0	0.0009583	0.05408	0	0.0008096	0.0603
Human Diseases	Human Diseases	1	1	1	1	1	1	1	1	1	1	1	1
-Cancers	Human Diseases	0.009255	0.01979	0.1455	0.007602	0.01782	0.1646	0.01214	0.02112	0.1484	0.008328	0.02201	0.1603
-Immune System Diseases	Human Diseases	0.04519	0.08301	0.2106	0.04912	0.09828	0.2414	0.03325	0.05662	0.1645	0.04436	0.08606	0.2433
-Neurodegenerative Diseases	Human Diseases	0.05815	0.2159	0.5231	0.04255	0.1405	0.4809	0.08517	0.2628	0.5667	0.04232	0.1263	0.4565
-Cardiovascular Diseases	Human Diseases	0.1348	0.1664	0.2803	0.1363	0.1947	0.2987	0.1223	0.1433	0.2206	0.137	0.2086	0.3138
-Metabolic Diseases	Human Diseases	0	0	0.07342	0	0	0.08606	0	0	0.06993	0	0	0.07979
-Infectious Diseases	Human Diseases	0.1355	0.2345	0.6441	0.1407	0.2217	0.6783	0.1319	0.2886	0.6325	0.1407	0.2232	0.6934
Not Mapped	Human Diseases	1.077	2.092	2.391	0.8517	1.925	2.375	1.368	2.21	2.554	0.8046	1.907	2.538
-Not Mapped	Human Diseases	1.077	2.092	2.391	0.8517	1.925	2.375	1.368	2.21	2.554	0.8046	1.907	2.538
TOTAL	-Cancers	44.23	568.4	853.4	33.15	593.7	796.3	57.53	473.4	771.6	35.28	487.8	659.4
MAPPED	-Cancers	36.71	471.7	708.2	27.39	490.5	657.9	47.58	391.5	638.1	28.96	400.4	541.3
Genetic Information Processing	-Cancers	12.14	115.9	248.3	11.09	136.9	284.4	13.74	92.13	194.3	12.92	121	254.3
-Transcription	-Cancers	0.5336	7.008	10.26	0.5006	8.985	12.3	0.5704	4.757	7.56	0.5571	7.733	10.77
-Translation	-Cancers	2.709	34.76	51.36	2.501	42.72	59.37	3.193	26.23	41.54	3.018	36.01	55.4
-Folding, Sorting and Degradation	-Cancers	4.551	61.27	98.65	3.675	66.32	103	5.743	54.54	85.7	4.004	59.37	85.1
-DNA Maintenance	-Cancers	0.8971	14.23	88.03	0.7398	16.59	109.7	1.109	11.53	59.55	0.7839	14.26	103
-RNA Family	-Cancers	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cancers	0.7844	12.21	29.39	0.6325	13.49	31.25	1.242	13.11	25.33	0.7603	12.74	24.54
-Signal Transduction	-Cancers	0.05957	2.161	6.603	0.05471	2.335	6.067	0.07012	2.117	8.33	0.07655	1.861	4.217
-Signaling Molecules and Interaction	-Cancers	0.6725	8.812	19.65	0.5464	11.15	23.81	1.058	9.22	17.36	0.6764	10.53	20.32
Cellular Processes	-Cancers	13.38	171.7	274.9	7.142	119.8	188.4	19.8	163.7	277.7	6.296	79.89	133.7
-Crystallins	-Cancers	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Cancers	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Cancers	0.3496	3.764	10.08	0.2185	3.193	8.738	0.5218	3.641	10.18	0.2385	2.604	7.392
-Cytoskeleton	-Cancers	11.63	152.3	241.5	5.736	104.6	155.3	17.52	147.6	246.8	4.835	68.38	106.6
-Cell Motility	-Cancers	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cancers	0.7007	1.664	10.77	0.5698	1.363	11.79	0.9609	2.234	10.57	0.5186	1.46	9.973
-Cell Communication	-Cancers	0.4752	6.229	10.31	0.5084	8.549	12.65	0.4655	4.749	8.195	0.5122	6.61	9.593
Metabolism	-Cancers	5.176	58.4	85.58	4.242	63.94	91.83	6.461	49.81	75.58	4.316	50.83	72.27
-Membrane Transport	-Cancers	0.002128	0.04656	0.2313	0.001654	0.05244	0.2489	0.001372	0.02589	0.2033	0.001527	0.03885	0.1973
-Central Carbon Metabolism	-Cancers	1.057	10.64	22.81	0.9663	12.94	24.38	1.092	9.059	18.25	1.038	10.79	19.09
-Energy Metabolism	-Cancers	0.3311	2.875	9.817	0.2177	2.723	9.349	0.443	2.484	8.877	0.2274	2.27	7.44
-Biosynthesis	-Cancers	0.6509	8.143	13.2	0.5123	8.074	11.92	0.7609	6.35	12.25	0.5461	6.211	9.344
-Other Enzymes	-Cancers	2.236	26.16	40.96	1.824	26.63	47.52	2.782	23.3	35.33	1.87	21.92	34.72
Organismal Systems	-Cancers	1.169	18.68	66.08	0.8842	21.47	74.84	1.694	14.88	55.77	1.058	17.32	57.56
-Immune System	-Cancers	0.6912	4.885	8.01	0.5461	5.362	7.923	0.9911	4.183	8.059	0.6702	4.647	7.705
-Endocrine System	-Cancers	0.0488	0.8059	5.111	0.03726	0.8409	7.153	0.07347	0.7902	3.373	0.04369	0.7574	5.62
-Circulatory System	-Cancers	0.1847	3.842	12.84	0.119	3.113	14.06	0.2937	4.147	9.185	0.1388	2.773	13.26
-Digestive System	-Cancers	0.01725	0.1407	0.1916	0.01467	0.1235	0.249	0.018	0.1291	0.1677	0.01576	0.08066	0.2353
-Excretory System	-Cancers	0.08635	0.757	1.95	0.0593	0.6567	1.807	0.1575	0.6559	2.319	0.05946	0.5184	1.516
-Nervous System	-Cancers	0.02586	0.3592	10.03	0.02415	0.4157	10.44	0.02182	0.2996	10.07	0.02861	0.3139	8.872
-Sensory System	-Cancers	0	0	0.04368	0	0	0.0478	0	0	0.03877	0	0	0.03951
-Development	-Cancers	0.03265	0.5068	5.078	0.03134	0.6512	5.833	0.0359	0.4001	4.339	0.03494	0.5687	5.313
-Environmental Adaptation	-Cancers	0	0.03601	3.921	0	0.03171	3.736	0	0.03865	3.43	0	0.02786	3.042
Human Diseases	-Cancers	4.062	43.57	89.81	3.398	43.46	121.6	4.642	40.33	80.7	3.616	34.42	110.3
-Cancers	-Cancers	1	1	1	1	1	1	1	1	1	1	1	1
-Immune System Diseases	-Cancers	0.4485	4.194	7.285	0.3598	5.459	9.536	0.3153	2.681	4.589	0.3505	3.641	8.18
-Neurodegenerative Diseases	-Cancers	0.6236	5.223	30.15	0.3521	5.173	27.56	0.9647	4.876	29.63	0.3692	4.67	20.74
-Cardiovascular Diseases	-Cancers	1.034	7.772	14.45	0.9234	8.947	18.18	0.8293	5.788	10.63	1.075	7.519	15.12
-Metabolic Diseases	-Cancers	0	0	2.824	0	0	2.971	0	0	2.05	0	0	2.483
-Infectious Diseases	-Cancers	0.9428	6.745	57.84	0.714	7.656	82.45	1.278	6.098	36.21	0.744	6.947	76.51
Not Mapped	-Cancers	7.526	96.71	145.2	5.763	103.2	138.4	9.954	81.91	133.5	6.317	87.34	118.1
-Not Mapped	-Cancers	7.526	96.71	145.2	5.763	103.2	138.4	9.954	81.91	133.5	6.317	87.34	118.1
TOTAL	-Immune System Diseases	52.76	98.63	234.7	42.13	82.82	225.5	81.21	160	385.3	42.43	86.64	231.9
MAPPED	-Immune System Diseases	43.78	81.85	194.8	34.8	68.43	186.3	67.16	132.3	318.6	34.83	71.12	190.4
Genetic Information Processing	-Immune System Diseases	9.308	27.06	58.99	8.336	27.71	54.58	14.07	38.21	70.28	8.942	30.72	54.36
-Transcription	-Immune System Diseases	0.6138	1.19	2.907	0.6314	1.251	3.542	0.7749	1.586	3.655	0.6689	1.344	3.627
-Translation	-Immune System Diseases	3.122	6.041	14.2	2.988	6.248	16.87	4.294	8.882	21.01	3.073	7.33	19.48
-Folding, Sorting and Degradation	-Immune System Diseases	4.746	10.15	21.13	4.07	9.181	23.81	7.589	15.97	33.63	4.541	9.525	23.65
-DNA Maintenance	-Immune System Diseases	0.6198	6.243	15.9	0.5046	7.156	16.63	1	8.449	17.13	0.5164	6.054	18.54
-RNA Family	-Immune System Diseases	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Immune System Diseases	1.224	1.805	7.073	1.128	1.687	7.533	2.141	3.455	9.215	1.315	1.935	6.739
-Signal Transduction	-Immune System Diseases	0.09434	0.4666	1.526	0.08608	0.3756	1.015	0.1367	0.5516	2.62	0.09627	0.3621	0.9783
-Signaling Molecules and Interaction	-Immune System Diseases	0.9934	1.607	6.944	0.9324	1.601	7.157	1.741	2.943	8.663	1.119	1.773	6.223
Cellular Processes	-Immune System Diseases	15.84	30.23	88.23	9.018	18.66	47.77	27.72	55.57	128.6	7.483	17.02	40.21
-Crystallins	-Immune System Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Immune System Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Immune System Diseases	0.3962	0.7796	2.053	0.267	0.5458	1.611	0.6621	1.556	4.407	0.2742	0.5673	1.728
-Cytoskeleton	-Immune System Diseases	13.8	26.59	79.46	7.229	15.36	41.7	24.61	49.49	119.7	5.731	13.51	30.71
-Cell Motility	-Immune System Diseases	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Immune System Diseases	0.1833	0.9074	2.347	0.1768	0.8091	1.99	0.3373	1.427	3.738	0.173	0.8711	2.011
-Cell Communication	-Immune System Diseases	0.3283	1.485	3.166	0.3467	1.527	4.34	0.4199	1.772	5.149	0.3375	1.425	3.473
Metabolism	-Immune System Diseases	5.876	11.54	30.41	5.126	10.5	28.25	8.73	17.97	40.78	4.933	10.34	24.24
-Membrane Transport	-Immune System Diseases	0.002538	0.01526	0.06609	0.002101	0.01412	0.06143	0.001936	0.02192	0.09072	0.001837	0.009615	0.06548
-Central Carbon Metabolism	-Immune System Diseases	0.6957	3.541	6.189	0.5984	4.173	6.83	0.9388	3.976	10.14	0.6553	3.974	7.051
-Energy Metabolism	-Immune System Diseases	0.2288	0.5229	3.059	0.1715	0.5047	2.924	0.3996	0.6785	4.042	0.1808	0.5408	2.825
-Biosynthesis	-Immune System Diseases	0.8078	1.479	4.776	0.6544	1.287	4.654	1.161	2.116	6.373	0.6309	1.335	3.722
-Other Enzymes	-Immune System Diseases	3.168	4.985	13.87	2.792	4.485	11.74	4.751	7.598	17.17	2.683	4.448	9.998
Organismal Systems	-Immune System Diseases	1.601	2.606	12.53	1.265	2.453	13.71	2.65	4.712	15.89	1.347	2.63	15.81
-Immune System	-Immune System Diseases	0.1419	1.074	3.024	0.1403	0.9723	3.073	0.1879	1.437	4.732	0.1578	0.993	2.713
