Numerator	Denominator	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48
-Cytoskeleton	Human Diseases	1.015	9.66	44.11	0.9093	9.835	47.47	0.7355	8.387	40.17	0.7602	8.837	39.01	0.735	8.775	33.39
-Cell Motility	Human Diseases	1.341	13.37	55.25	0.0009933	0.01055	0.05397	0.0006645	0.007541	0.03778	0.0006262	0.007342	0.03344	0.000546	0.006761	0.02582
-Cell Growth and Death	Human Diseases	0.7898	6.675	32.55	0.8227	7.641	44.81	0.7394	7.094	42.24	0.812	8.026	43.13	0.8534	8.791	40.22
-Cellular Community	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	Human Diseases	136.6	1283	5969	125.1	1309	6584	106.3	1189	5859	111.9	1289	5793	102	1208	4687
-Membrane Transport	Human Diseases	25.13	236.9	1056	20.55	223.9	1131	16.64	195.8	979.7	15.97	194.3	876.3	12.98	166.9	628.7
-Central Carbon Metabolism	Human Diseases	41.33	376.3	2003	39.3	389.9	1923	31.26	332.6	1624	30.38	335.2	1494	26.27	305.3	1156
-Energy Metabolism	Human Diseases	5.563	66.9	218	6.013	78.25	369.3	5.545	74.21	421.1	5.621	78.97	440.6	4.815	71.67	319.2
-Biosynthesis	Human Diseases	34.8	324.7	1474	37.09	394.8	1934	34.03	387.4	1867	40.96	476.6	2101	40.14	482.9	1840
-Other Enzymes	Human Diseases	27.07	220.9	1218	19.67	203.4	1085	16.03	172.8	918.4	16.2	177.5	871.9	15.71	177	742.6
Organismal Systems	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Immune System	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	Human Diseases	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Cancers	Human Diseases	0	0.03571	0.3642	0	0.02492	0.3091	0	0.02536	0.2347	0	0.02492	0.2439	0	0.02788	0.2354
-Immune Diseases	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Substance Dependence	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine and Metabolic Diseases	Human Diseases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	Human Diseases	0.004566	0.4909	0.7164	0.005362	0.4852	0.6888	0.004728	0.543	0.6939	0.004728	0.5149	0.6864	0.004141	0.5478	0.7257
-Drug resistance	Human Diseases	0.002093	0.2825	0.9572	0.002089	0.3422	0.964	0.001397	0.3079	0.9607	0.001452	0.3465	0.9648	0.001226	0.2768	0.9637
Not Mapped	Human Diseases	23.22	217.2	1009	17.57	182.9	917.4	14.14	157.3	772.3	14.01	161	718.8	13.3	158.8	604.4
-Not Mapped	Human Diseases	23.22	217.2	1009	17.57	182.9	917.4	14.14	157.3	772.3	14.01	161	718.8	13.3	158.8	604.4
TOTAL	-Cancers	11610	11610	Inf	16330	16330	Inf	19160	19160	Inf	22210	22210	Inf	21860	21860	Inf
MAPPED	-Cancers	10590	10590	Inf	15160	15160	Inf	17920	17920	Inf	20910	20910	Inf	20620	20620	Inf
Genetic Information Processing	-Cancers	4263	4323	Inf	6398	6500	Inf	8135	8264	Inf	9990	10130	Inf	10610	10740	Inf
-Transcription	-Cancers	512.4	539.4	Inf	750.5	788.6	Inf	858.9	908.2	Inf	929.9	985.5	Inf	915.6	968.8	Inf
-Translation	-Cancers	2697	2743	Inf	4160	4235	Inf	5585	5673	Inf	7164	7267	Inf	7854	7949	Inf
-Folding, Sorting and Degradation	-Cancers	710.3	785.9	Inf	1012	1135	Inf	1177	1327	Inf	1351	1514	Inf	1338	1493	Inf
-DNA Maintenance	-Cancers	281.3	308.7	Inf	383.3	422.1	Inf	409.1	447.4	Inf	420.7	460	Inf	387.4	430	Inf
-RNA Family	-Cancers	0.01379	0.01839	Inf	0.01622	0.02162	Inf	0.01429	0.01905	Inf	0.01429	0.01905	Inf	0.0125	0.01667	Inf
Environmental Information Processing	-Cancers	109.6	139.8	Inf	142.2	173.7	Inf	135.9	169	Inf	133.9	172.9	Inf	115.4	151.7	Inf
-Signal Transduction	-Cancers	108.7	138.9	Inf	142.2	173.7	Inf	135.9	169	Inf	133.9	172.9	Inf	115.4	151.7	Inf
-Signaling Molecules and Interaction	-Cancers	0.9046	0.9046	Inf	0.004054	0.004054	Inf	0.003571	0.003571	Inf	0.003571	0.003571	Inf	0.003125	0.003125	Inf
Cellular Processes	-Cancers	147.3	162.5	Inf	156.5	168	Inf	177.8	196.4	Inf	198.8	217.3	Inf	187	211.5	Inf
-Cell Structure	-Cancers	14.26	14.26	Inf	44.23	44.23	Inf	53.88	53.88	Inf	59.89	59.89	Inf	47.26	47.26	Inf
-Crystallins	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Stress Response	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-       Stress response	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Vesicular transport	-Cancers	0.2299	7.299	Inf	0.2432	8.196	Inf	0.2917	12.95	Inf	0.2917	10.93	Inf	0.2552	15.73	Inf
-Cytoskeleton	-Cancers	44.41	44.41	Inf	60.62	60.62	Inf	64.56	64.56	Inf	70.82	70.82	Inf	68.7	68.7	Inf
-Cell Motility	-Cancers	55.64	62.55	Inf	0.06622	0.06892	Inf	0.05833	0.06071	Inf	0.05833	0.06071	Inf	0.05104	0.05312	Inf
-Cell Growth and Death	-Cancers	31.23	34.56	Inf	48.94	54.84	Inf	55.99	64.9	Inf	65.07	75.64	Inf	67.72	79.77	Inf
-Cellular Community	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
Metabolism	-Cancers	5915	6010	Inf	8250	8387	Inf	9234	9401	Inf	10330	10500	Inf	9454	9615	Inf
-Membrane Transport	-Cancers	1013	1163	Inf	1365	1517	Inf	1464	1616	Inf	1485	1640	Inf	1214	1314	Inf
-Central Carbon Metabolism	-Cancers	1730	2084	Inf	2429	2716	Inf	2596	2921	Inf	2679	3034	Inf	2316	2592	Inf
-Energy Metabolism	-Cancers	216.9	320.6	Inf	353.8	531.9	Inf	424.1	628.4	Inf	443.7	677.8	Inf	396.8	552.1	Inf
-Biosynthesis	-Cancers	1484	1586	Inf	2427	2556	Inf	2958	3085	Inf	3793	3939	Inf	3750	3894	Inf
-Other Enzymes	-Cancers	923.2	1226	Inf	1241	1391	Inf	1330	1525	Inf	1422	1620	Inf	1379	1506	Inf
Organismal Systems	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Immune System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Endocrine System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Circulatory System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Digestive System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Excretory System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Nervous System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Sensory System	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Development	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Environmental Adaptation	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
Human Diseases	-Cancers	1.007	8.728	Inf	1.008	11.56	Inf	1.007	13.69	Inf	1.007	13.67	Inf	1.006	12.52	Inf
-Cancers	-Cancers	1	1	NaN	1	1	NaN	1	1	NaN	1	1	NaN	1	1	NaN
-Immune Diseases	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Neurodegenerative Diseases	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Substance Dependence	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Cardiovascular Diseases	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Endocrine and Metabolic Diseases	-Cancers	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN	0	0	NaN
-Infectious Diseases	-Cancers	0.004598	2.728	Inf	0.005405	3.801	Inf	0.004762	5.051	Inf	0.004762	4.998	Inf	0.004167	5.17	Inf
-Drug resistance	-Cancers	0.002299	5.337	Inf	0.002703	7.491	Inf	0.002381	8.557	Inf	0.002381	8.7	Inf	0.002083	7.472	Inf
Not Mapped	-Cancers	1016	1016	Inf	1172	1172	Inf	1241	1241	Inf	1305	1305	Inf	1244	1244	Inf
-Not Mapped	-Cancers	1016	1016	Inf	1172	1172	Inf	1241	1241	Inf	1305	1305	Inf	1244	1244	Inf
TOTAL	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Immune Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Immune Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-       Stress response	-Immune Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-Immune Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Immune Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Immune System	-Immune Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Immune Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Immune Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Immune Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Immune Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Immune Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Immune Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Immune Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Immune Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Immune Diseases	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune Diseases	-Immune Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Immune Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Immune Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Immune Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Immune Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Immune Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-       Stress response	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Immune System	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Neurodegenerative Diseases	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune Diseases	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Neurodegenerative Diseases	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Neurodegenerative Diseases	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-Substance Dependence	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Substance Dependence	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
