Numerator	Denominator	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48
TOTAL	TOTAL	1	1	1	1	1
MAPPED	TOTAL	0.8999	0.9177	0.9246	0.9299	0.9307
Genetic Information Processing	TOTAL	0.271	0.2895	0.3128	0.3267	0.3545
-Transcription	TOTAL	0.04504	0.04785	0.05047	0.05021	0.052
-Translation	TOTAL	0.1412	0.157	0.1779	0.194	0.2186
-Folding, Sorting and Degradation	TOTAL	0.06969	0.0692	0.06956	0.06886	0.07055
-DNA Maintenance	TOTAL	0.01512	0.01543	0.01486	0.01367	0.01335
-RNA Family	TOTAL	1.166e-07	9.832e-08	7.511e-08	6.649e-08	6.042e-08
Environmental Information Processing	TOTAL	0.01178	0.008581	0.006935	0.005999	0.005321
-Signal Transduction	TOTAL	0.01171	0.008581	0.006935	0.005999	0.005321
-Signaling Molecules and Interaction	TOTAL	7.652e-05	2.95e-07	2.253e-07	1.995e-07	1.813e-07
Cellular Processes	TOTAL	0.01591	0.01013	0.01001	0.009957	0.009721
-Cell Structure	TOTAL	0.001407	0.003129	0.003305	0.003252	0.002665
-Crystallins	TOTAL	0	0	0	0	0
-Vesicular transport	TOTAL	2.279e-05	1.73e-05	1.797e-05	1.59e-05	1.445e-05
-Cytoskeleton	TOTAL	0.003558	0.003566	0.003295	0.003193	0.003261
-Cell Motility	TOTAL	0.00789	4.916e-06	3.755e-06	3.324e-06	3.021e-06
-Cell Growth and Death	TOTAL	0.003034	0.003416	0.003393	0.003493	0.003777
-Cellular Community	TOTAL	0	0	0	0	0
Metabolism	TOTAL	0.6012	0.6096	0.5949	0.5872	0.5612
-Membrane Transport	TOTAL	0.1066	0.1019	0.0959	0.08441	0.069
-Central Carbon Metabolism	TOTAL	0.2611	0.2461	0.2243	0.2024	0.1824
-Energy Metabolism	TOTAL	0.02178	0.02556	0.02784	0.02662	0.02512
-Biosynthesis	TOTAL	0.1652	0.1908	0.2062	0.2361	0.2459
-Other Enzymes	TOTAL	0.04661	0.04518	0.04061	0.03772	0.0387
Organismal Systems	TOTAL	0	0	0	0	0
-Immune System	TOTAL	0	0	0	0	0
-Endocrine System	TOTAL	0	0	0	0	0
-Circulatory System	TOTAL	0	0	0	0	0
-Digestive System	TOTAL	0	0	0	0	0
-Excretory System	TOTAL	0	0	0	0	0
-Nervous System	TOTAL	0	0	0	0	0
-Sensory System	TOTAL	0	0	0	0	0
-Development	TOTAL	0	0	0	0	0
-Environmental Adaptation	TOTAL	0	0	0	0	0
Human Diseases	TOTAL	2.332e-07	1.966e-07	1.502e-07	1.33e-07	1.208e-07
-Cancers	TOTAL	0	0	0	0	0
-Immune Diseases	TOTAL	0	0	0	0	0
-Neurodegenerative Diseases	TOTAL	0	0	0	0	0
-Substance Dependence	TOTAL	0	0	0	0	0
-Cardiovascular Diseases	TOTAL	0	0	0	0	0
-Endocrine and Metabolic Diseases	TOTAL	0	0	0	0	0
-Infectious Diseases	TOTAL	0	0	0	0	0
-Drug resistance	TOTAL	2.332e-07	1.966e-07	1.502e-07	1.33e-07	1.208e-07
Not Mapped	TOTAL	0.1001	0.08226	0.0754	0.07014	0.06928
-Not Mapped	TOTAL	0.1001	0.08226	0.0754	0.07014	0.06928
TOTAL	MAPPED	1.111	1.09	1.082	1.075	1.074
MAPPED	MAPPED	1	1	1	1	1
Genetic Information Processing	MAPPED	0.3012	0.3154	0.3383	0.3514	0.3809
-Transcription	MAPPED	0.05005	0.05214	0.05459	0.05399	0.05587
-Translation	MAPPED	0.1569	0.171	0.1924	0.2086	0.2349
-Folding, Sorting and Degradation	MAPPED	0.07744	0.07541	0.07523	0.07405	0.07581
-DNA Maintenance	MAPPED	0.0168	0.01681	0.01608	0.0147	0.01434
-RNA Family	MAPPED	1.296e-07	1.071e-07	8.123e-08	7.15e-08	6.492e-08
Environmental Information Processing	MAPPED	0.01309	0.00935	0.0075	0.006452	0.005717
-Signal Transduction	MAPPED	0.01301	0.00935	0.0075	0.006451	0.005717
-Signaling Molecules and Interaction	MAPPED	8.503e-05	3.214e-07	2.437e-07	2.145e-07	1.947e-07
Cellular Processes	MAPPED	0.01768	0.01104	0.01083	0.01071	0.01044
-Cell Structure	MAPPED	0.001563	0.003409	0.003575	0.003497	0.002863
-Crystallins	MAPPED	0	0	0	0	0
-Vesicular transport	MAPPED	2.533e-05	1.886e-05	1.943e-05	1.71e-05	1.553e-05
-Cytoskeleton	MAPPED	0.003954	0.003885	0.003564	0.003434	0.003504
-Cell Motility	MAPPED	0.008767	5.357e-06	4.062e-06	3.575e-06	3.246e-06
-Cell Growth and Death	MAPPED	0.003371	0.003723	0.003669	0.003756	0.004059
-Cellular Community	MAPPED	0	0	0	0	0
Metabolism	MAPPED	0.668	0.6642	0.6434	0.6315	0.603
-Membrane Transport	MAPPED	0.1184	0.111	0.1037	0.09078	0.07414
-Central Carbon Metabolism	MAPPED	0.2901	0.2682	0.2426	0.2176	0.196
-Energy Metabolism	MAPPED	0.0242	0.02785	0.03011	0.02862	0.02699
-Biosynthesis	MAPPED	0.1835	0.2079	0.223	0.2539	0.2642
-Other Enzymes	MAPPED	0.05179	0.04923	0.04392	0.04057	0.04158
Organismal Systems	MAPPED	0	0	0	0	0
-Immune System	MAPPED	0	0	0	0	0
-Endocrine System	MAPPED	0	0	0	0	0
-Circulatory System	MAPPED	0	0	0	0	0
-Digestive System	MAPPED	0	0	0	0	0
-Excretory System	MAPPED	0	0	0	0	0
-Nervous System	MAPPED	0	0	0	0	0
-Sensory System	MAPPED	0	0	0	0	0
-Development	MAPPED	0	0	0	0	0
-Environmental Adaptation	MAPPED	0	0	0	0	0
Human Diseases	MAPPED	2.592e-07	2.143e-07	1.625e-07	1.43e-07	1.298e-07
-Cancers	MAPPED	0	0	0	0	0
-Immune Diseases	MAPPED	0	0	0	0	0
-Neurodegenerative Diseases	MAPPED	0	0	0	0	0
-Substance Dependence	MAPPED	0	0	0	0	0
-Cardiovascular Diseases	MAPPED	0	0	0	0	0
-Endocrine and Metabolic Diseases	MAPPED	0	0	0	0	0
-Infectious Diseases	MAPPED	0	0	0	0	0
-Drug resistance	MAPPED	2.592e-07	2.143e-07	1.625e-07	1.43e-07	1.298e-07
Not Mapped	MAPPED	0.1112	0.08963	0.08154	0.07543	0.07444
-Not Mapped	MAPPED	0.1112	0.08963	0.08154	0.07543	0.07444
TOTAL	Genetic Information Processing	3.689	3.455	3.197	3.061	2.821
MAPPED	Genetic Information Processing	3.32	3.17	2.956	2.846	2.625
Genetic Information Processing	Genetic Information Processing	1	1	1	1	1
-Transcription	Genetic Information Processing	0.1662	0.1653	0.1614	0.1537	0.1467
-Translation	Genetic Information Processing	0.5209	0.5423	0.5687	0.5938	0.6166
-Folding, Sorting and Degradation	Genetic Information Processing	0.2571	0.2391	0.2224	0.2108	0.199
-DNA Maintenance	Genetic Information Processing	0.05578	0.0533	0.04752	0.04183	0.03766
-RNA Family	Genetic Information Processing	4.302e-07	3.397e-07	2.401e-07	2.035e-07	1.704e-07
Environmental Information Processing	Genetic Information Processing	0.04348	0.02965	0.02217	0.01836	0.01501
-Signal Transduction	Genetic Information Processing	0.0432	0.02964	0.02217	0.01836	0.01501
-Signaling Molecules and Interaction	Genetic Information Processing	0.0002823	1.019e-06	7.204e-07	6.105e-07	5.113e-07
Cellular Processes	Genetic Information Processing	0.05871	0.03501	0.03202	0.03048	0.02742
-Cell Structure	Genetic Information Processing	0.005191	0.01081	0.01057	0.009954	0.007517
-Crystallins	Genetic Information Processing	0	0	0	0	0
-Vesicular transport	Genetic Information Processing	8.409e-05	5.978e-05	5.744e-05	4.868e-05	4.077e-05
-Cytoskeleton	Genetic Information Processing	0.01313	0.01232	0.01053	0.009774	0.009199
-Cell Motility	Genetic Information Processing	0.02911	1.698e-05	1.201e-05	1.017e-05	8.522e-06
-Cell Growth and Death	Genetic Information Processing	0.01119	0.0118	0.01085	0.01069	0.01066
-Cellular Community	Genetic Information Processing	0	0	0	0	0
Metabolism	Genetic Information Processing	2.218	2.106	1.902	1.797	1.583
-Membrane Transport	Genetic Information Processing	0.3932	0.3519	0.3066	0.2583	0.1947
-Central Carbon Metabolism	Genetic Information Processing	0.9631	0.8503	0.7172	0.6194	0.5146
-Energy Metabolism	Genetic Information Processing	0.08035	0.08829	0.08902	0.08146	0.07087
-Biosynthesis	Genetic Information Processing	0.6094	0.6592	0.6592	0.7225	0.6937
-Other Enzymes	Genetic Information Processing	0.172	0.1561	0.1298	0.1155	0.1092
Organismal Systems	Genetic Information Processing	0	0	0	0	0
-Immune System	Genetic Information Processing	0	0	0	0	0
-Endocrine System	Genetic Information Processing	0	0	0	0	0
-Circulatory System	Genetic Information Processing	0	0	0	0	0
-Digestive System	Genetic Information Processing	0	0	0	0	0
-Excretory System	Genetic Information Processing	0	0	0	0	0
-Nervous System	Genetic Information Processing	0	0	0	0	0
-Sensory System	Genetic Information Processing	0	0	0	0	0
-Development	Genetic Information Processing	0	0	0	0	0
-Environmental Adaptation	Genetic Information Processing	0	0	0	0	0
Human Diseases	Genetic Information Processing	8.605e-07	6.793e-07	4.803e-07	4.07e-07	3.409e-07
-Cancers	Genetic Information Processing	0	0	0	0	0
-Immune Diseases	Genetic Information Processing	0	0	0	0	0
-Neurodegenerative Diseases	Genetic Information Processing	0	0	0	0	0
-Substance Dependence	Genetic Information Processing	0	0	0	0	0
-Cardiovascular Diseases	Genetic Information Processing	0	0	0	0	0
-Endocrine and Metabolic Diseases	Genetic Information Processing	0	0	0	0	0
-Infectious Diseases	Genetic Information Processing	0	0	0	0	0
-Drug resistance	Genetic Information Processing	8.605e-07	6.793e-07	4.803e-07	4.07e-07	3.409e-07
Not Mapped	Genetic Information Processing	0.3692	0.2842	0.241	0.2147	0.1954
-Not Mapped	Genetic Information Processing	0.3692	0.2842	0.241	0.2147	0.1954
TOTAL	-Transcription	22.2	20.9	19.81	19.92	19.23
MAPPED	-Transcription	19.98	19.18	18.32	18.52	17.9
Genetic Information Processing	-Transcription	6.017	6.049	6.197	6.507	6.817
-Transcription	-Transcription	1	1	1	1	1
-Translation	-Transcription	3.135	3.281	3.525	3.864	4.203
-Folding, Sorting and Degradation	-Transcription	1.547	1.446	1.378	1.371	1.357
-DNA Maintenance	-Transcription	0.3357	0.3224	0.2945	0.2722	0.2567
-RNA Family	-Transcription	2.589e-06	2.055e-06	1.488e-06	1.324e-06	1.162e-06
Environmental Information Processing	-Transcription	0.2616	0.1793	0.1374	0.1195	0.1023
-Signal Transduction	-Transcription	0.2599	0.1793	0.1374	0.1195	0.1023
-Signaling Molecules and Interaction	-Transcription	0.001699	6.164e-06	4.464e-06	3.973e-06	3.485e-06
Cellular Processes	-Transcription	0.3533	0.2118	0.1984	0.1983	0.1869
-Cell Structure	-Transcription	0.03124	0.06538	0.06548	0.06477	0.05124
-Crystallins	-Transcription	0	0	0	0	0
-Vesicular transport	-Transcription	0.000506	0.0003616	0.000356	0.0003168	0.0002779
-Cytoskeleton	-Transcription	0.07899	0.07452	0.06529	0.0636	0.06271
-Cell Motility	-Transcription	0.1752	0.0001027	7.441e-05	6.621e-05	5.809e-05
-Cell Growth and Death	-Transcription	0.06736	0.07139	0.06722	0.06957	0.07264
-Cellular Community	-Transcription	0	0	0	0	0
Metabolism	-Transcription	13.35	12.74	11.79	11.7	10.79
-Membrane Transport	-Transcription	2.366	2.129	1.9	1.681	1.327
-Central Carbon Metabolism	-Transcription	5.796	5.144	4.445	4.031	3.508
-Energy Metabolism	-Transcription	0.4835	0.5341	0.5517	0.5301	0.4831
-Biosynthesis	-Transcription	3.667	3.988	4.085	4.702	4.729
-Other Enzymes	-Transcription	1.035	0.9441	0.8046	0.7513	0.7441
Organismal Systems	-Transcription	0	0	0	0	0
-Immune System	-Transcription	0	0	0	0	0
-Endocrine System	-Transcription	0	0	0	0	0
-Circulatory System	-Transcription	0	0	0	0	0
-Digestive System	-Transcription	0	0	0	0	0
-Excretory System	-Transcription	0	0	0	0	0
-Nervous System	-Transcription	0	0	0	0	0
-Sensory System	-Transcription	0	0	0	0	0
-Development	-Transcription	0	0	0	0	0
-Environmental Adaptation	-Transcription	0	0	0	0	0
Human Diseases	-Transcription	5.178e-06	4.109e-06	2.976e-06	2.648e-06	2.324e-06
-Cancers	-Transcription	0	0	0	0	0
-Immune Diseases	-Transcription	0	0	0	0	0
-Neurodegenerative Diseases	-Transcription	0	0	0	0	0
-Substance Dependence	-Transcription	0	0	0	0	0
-Cardiovascular Diseases	-Transcription	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Transcription	0	0	0	0	0
-Infectious Diseases	-Transcription	0	0	0	0	0
-Drug resistance	-Transcription	5.178e-06	4.109e-06	2.976e-06	2.648e-06	2.324e-06
Not Mapped	-Transcription	2.222	1.719	1.494	1.397	1.332
-Not Mapped	-Transcription	2.222	1.719	1.494	1.397	1.332
TOTAL	-Translation	7.082	6.37	5.621	5.155	4.575
MAPPED	-Translation	6.374	5.846	5.198	4.793	4.258
Genetic Information Processing	-Translation	1.92	1.844	1.758	1.684	1.622
-Transcription	-Translation	0.319	0.3048	0.2837	0.2588	0.2379
-Translation	-Translation	1	1	1	1	1
-Folding, Sorting and Degradation	-Translation	0.4936	0.4409	0.391	0.3549	0.3228
-DNA Maintenance	-Translation	0.1071	0.09829	0.08355	0.07044	0.06107
-RNA Family	-Translation	8.259e-07	6.263e-07	4.222e-07	3.427e-07	2.764e-07
Environmental Information Processing	-Translation	0.08346	0.05467	0.03898	0.03092	0.02434
-Signal Transduction	-Translation	0.08292	0.05466	0.03898	0.03092	0.02434
-Signaling Molecules and Interaction	-Translation	0.0005419	1.879e-06	1.267e-06	1.028e-06	8.292e-07
Cellular Processes	-Translation	0.1127	0.06455	0.0563	0.05133	0.04447
-Cell Structure	-Translation	0.009965	0.01993	0.01858	0.01676	0.01219
-Crystallins	-Translation	0	0	0	0	0
-Vesicular transport	-Translation	0.0001614	0.0001102	0.000101	8.198e-05	6.611e-05
-Cytoskeleton	-Translation	0.0252	0.02272	0.01852	0.01646	0.01492
-Cell Motility	-Translation	0.05588	3.132e-05	2.111e-05	1.714e-05	1.382e-05
-Cell Growth and Death	-Translation	0.02149	0.02176	0.01907	0.018	0.01728
-Cellular Community	-Translation	0	0	0	0	0
Metabolism	-Translation	4.258	3.883	3.344	3.027	2.567
-Membrane Transport	-Translation	0.7547	0.6489	0.5391	0.4351	0.3157
-Central Carbon Metabolism	-Translation	1.849	1.568	1.261	1.043	0.8346
-Energy Metabolism	-Translation	0.1543	0.1628	0.1565	0.1372	0.1149
-Biosynthesis	-Translation	1.17	1.216	1.159	1.217	1.125
-Other Enzymes	-Translation	0.3301	0.2878	0.2283	0.1945	0.177
Organismal Systems	-Translation	0	0	0	0	0
-Immune System	-Translation	0	0	0	0	0
-Endocrine System	-Translation	0	0	0	0	0
-Circulatory System	-Translation	0	0	0	0	0
-Digestive System	-Translation	0	0	0	0	0
-Excretory System	-Translation	0	0	0	0	0
-Nervous System	-Translation	0	0	0	0	0
-Sensory System	-Translation	0	0	0	0	0
-Development	-Translation	0	0	0	0	0
-Environmental Adaptation	-Translation	0	0	0	0	0
Human Diseases	-Translation	1.652e-06	1.253e-06	8.444e-07	6.855e-07	5.528e-07
-Cancers	-Translation	0	0	0	0	0
-Immune Diseases	-Translation	0	0	0	0	0
-Neurodegenerative Diseases	-Translation	0	0	0	0	0
-Substance Dependence	-Translation	0	0	0	0	0
-Cardiovascular Diseases	-Translation	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Translation	0	0	0	0	0
-Infectious Diseases	-Translation	0	0	0	0	0
-Drug resistance	-Translation	1.652e-06	1.253e-06	8.444e-07	6.855e-07	5.528e-07
Not Mapped	-Translation	0.7087	0.524	0.4238	0.3615	0.317
-Not Mapped	-Translation	0.7087	0.524	0.4238	0.3615	0.317
TOTAL	-Folding, Sorting and Degradation	14.35	14.45	14.38	14.52	14.17
MAPPED	-Folding, Sorting and Degradation	12.91	13.26	13.29	13.5	13.19
Genetic Information Processing	-Folding, Sorting and Degradation	3.889	4.183	4.497	4.745	5.024
-Transcription	-Folding, Sorting and Degradation	0.6464	0.6915	0.7256	0.7292	0.7371
-Translation	-Folding, Sorting and Degradation	2.026	2.268	2.557	2.817	3.098
-Folding, Sorting and Degradation	-Folding, Sorting and Degradation	1	1	1	1	1
-DNA Maintenance	-Folding, Sorting and Degradation	0.217	0.223	0.2137	0.1985	0.1892
-RNA Family	-Folding, Sorting and Degradation	1.673e-06	1.421e-06	1.08e-06	9.656e-07	8.564e-07
Environmental Information Processing	-Folding, Sorting and Degradation	0.1691	0.124	0.0997	0.08712	0.07541
-Signal Transduction	-Folding, Sorting and Degradation	0.168	0.124	0.09969	0.08712	0.07541
-Signaling Molecules and Interaction	-Folding, Sorting and Degradation	0.001098	4.262e-06	3.239e-06	2.897e-06	2.569e-06
Cellular Processes	-Folding, Sorting and Degradation	0.2283	0.1464	0.144	0.1446	0.1378
-Cell Structure	-Folding, Sorting and Degradation	0.02019	0.04521	0.04751	0.04723	0.03777
-Crystallins	-Folding, Sorting and Degradation	0	0	0	0	0
-Vesicular transport	-Folding, Sorting and Degradation	0.000327	0.00025	0.0002583	0.000231	0.0002048
-Cytoskeleton	-Folding, Sorting and Degradation	0.05106	0.05153	0.04737	0.04638	0.04622
-Cell Motility	-Folding, Sorting and Degradation	0.1132	7.104e-05	5.399e-05	4.828e-05	4.282e-05
-Cell Growth and Death	-Folding, Sorting and Degradation	0.04354	0.04937	0.04878	0.05072	0.05354
-Cellular Community	-Folding, Sorting and Degradation	0	0	0	0	0
Metabolism	-Folding, Sorting and Degradation	8.627	8.808	8.552	8.528	7.954
-Membrane Transport	-Folding, Sorting and Degradation	1.529	1.472	1.379	1.226	0.978
-Central Carbon Metabolism	-Folding, Sorting and Degradation	3.746	3.557	3.225	2.939	2.586
-Energy Metabolism	-Folding, Sorting and Degradation	0.3125	0.3693	0.4003	0.3865	0.3561
-Biosynthesis	-Folding, Sorting and Degradation	2.37	2.757	2.964	3.428	3.486
-Other Enzymes	-Folding, Sorting and Degradation	0.6688	0.6528	0.5838	0.5478	0.5485
Organismal Systems	-Folding, Sorting and Degradation	0	0	0	0	0
-Immune System	-Folding, Sorting and Degradation	0	0	0	0	0
-Endocrine System	-Folding, Sorting and Degradation	0	0	0	0	0
-Circulatory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Digestive System	-Folding, Sorting and Degradation	0	0	0	0	0
-Excretory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Nervous System	-Folding, Sorting and Degradation	0	0	0	0	0
-Sensory System	-Folding, Sorting and Degradation	0	0	0	0	0
-Development	-Folding, Sorting and Degradation	0	0	0	0	0
-Environmental Adaptation	-Folding, Sorting and Degradation	0	0	0	0	0
Human Diseases	-Folding, Sorting and Degradation	3.347e-06	2.841e-06	2.16e-06	1.931e-06	1.713e-06
-Cancers	-Folding, Sorting and Degradation	0	0	0	0	0
-Immune Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Neurodegenerative Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Substance Dependence	-Folding, Sorting and Degradation	0	0	0	0	0
-Cardiovascular Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Infectious Diseases	-Folding, Sorting and Degradation	0	0	0	0	0
-Drug resistance	-Folding, Sorting and Degradation	3.347e-06	2.841e-06	2.16e-06	1.931e-06	1.713e-06
Not Mapped	-Folding, Sorting and Degradation	1.436	1.189	1.084	1.019	0.982
-Not Mapped	-Folding, Sorting and Degradation	1.436	1.189	1.084	1.019	0.982
TOTAL	-DNA Maintenance	66.14	64.81	67.28	73.18	74.91
MAPPED	-DNA Maintenance	59.52	59.48	62.21	68.05	69.72
Genetic Information Processing	-DNA Maintenance	17.93	18.76	21.04	23.91	26.56
-Transcription	-DNA Maintenance	2.979	3.101	3.396	3.674	3.896
-Translation	-DNA Maintenance	9.339	10.17	11.97	14.2	16.38
-Folding, Sorting and Degradation	-DNA Maintenance	4.609	4.485	4.68	5.039	5.285
-DNA Maintenance	-DNA Maintenance	1	1	1	1	1
-RNA Family	-DNA Maintenance	7.713e-06	6.372e-06	5.053e-06	4.865e-06	4.526e-06
Environmental Information Processing	-DNA Maintenance	0.7794	0.5562	0.4666	0.439	0.3986
-Signal Transduction	-DNA Maintenance	0.7744	0.5562	0.4665	0.439	0.3986
-Signaling Molecules and Interaction	-DNA Maintenance	0.005061	1.912e-05	1.516e-05	1.46e-05	1.358e-05
Cellular Processes	-DNA Maintenance	1.052	0.6567	0.6738	0.7287	0.7282
-Cell Structure	-DNA Maintenance	0.09306	0.2028	0.2224	0.238	0.1996
-Crystallins	-DNA Maintenance	0	0	0	0	0
