K07541	PigX:Q8TBF5
K07409	Cyp1a2:P05177
K07296	AdiPoq:A8K660
K04816	ChrNd:A8K661
K12844	PrpF31:F1T0A5
K10304	FbxO24:A4D2D3
K12194	ChmP4c:Q96CF2
K09366	Pou4f3:Q15319
K00540	Akr7a3:O95154
K09307	HoxA7:P31268
K09294	HoxA9:P31269
K09306	HoxA6:P31267
K08773	RalBp1:Q15311
K10582	Ube2q2:B7Z3Q2
K06623	CdkN2d:P55273
K02349	PolQ:Q59EE4
K09295	HoxA10:P31260
K12193	Vps24:B8ZZM0
K01120	Pde10a:Q9Y233
K05124	Ddr1:B7Z2K0
hsa_Q562Q6	Q562Q6:Q562Q6
K09183	GatA5:D9ZGF7
K09592	EglN3:Q9H6Z9
K06238	Col6a3:D9ZGF2
K07432	Alg13:Q9NP73
K07910	Rab18:Q9NP72
K09113	MlxIpl:Q9NP71
hsa_Q562Q4	Q562Q4:Q562Q4
K09228	Znf484:B1AL89
K15307	GPS2:Q8TF76-1
K12199	Vta1:Q9NP79
K06236	Col5a1:Q59EE7
K00546	HnmT:Q9BRW6
K09421	MybL1:Q495F9
K09364	Pou2f1:B4E029
K04257	Or6C68:A6NDL8
K02605	Orc3:B4E025
K06725	LaiR1:Q6GTX8
K06475	Cd37:P11049
K12044	TnnI3:Q6FGX2
K05940	CroT:Q9UKG9
K05433	Il15:Q6FGX7
K10803	XrcC1:P18887
K00088	ImpDh1:A4D0Z6
K00939	Ak1:Q6FGX9
K08733	AppL1:Q9UKG1
K02633	Per3:A2I2N5
K02296	ArnTl:A2I2N6
K06752	Hla-drb5:Q30154
K09379	ZfhX2:B7ZM83
K05212	GriN2d:O15399
K05211	GriN2c:O15398
K12329	Ppp1r12b:Q2TAI8
K00129	AldH3b1:P43353
K06491	NcaM2:O15394
K10873	Rad52:P43351
K09201	Yy2:O15391
K09633	TmpRss2:O15393
K08558	Nr4A2:P43354
K06451	Cd3E:P07766
K06052	Jag2:Q9Y219
K12739	PpiL6:A9NIU9
K08111	Gpc5:P78333
K04969	TrpC6:Q9Y210
K01079	PspH:P78330
K09356	PitX1:P78337
K01112	MtmR6:Q9Y217
K10396	Kif5a:Q12840
K05185	GabRe:P78334
K04626	Tas1r3:Q7RTX0
K01353	GzmB:Q67BC3
K06588	ItgB5:P18084
K04681	Rbl1:P28749
K04204	Npy1r:P25929
K11511	ApiTd1:Q8N2Z9
K10390	TubD1:Q5KU36
K04139	AdrA2b:P18089
K12741	HnrNpa1:P09651
K02222	SfrP5:Q5T4F7
K08130	TskU:B3KRF9
K13192	Rbm26:Q5T8P6
K00995	Pgs1:Q32NB8
K03231	Eef1a1:P68104
K09568	FkbP1b:P68106
K11485	Mtf2:B4DZ69
K07192	FloT2:Q9BTI6
K03217	Oxa1l:Q15070
K01897	AcsL6:B2RB13
K13758	Pde6d:Q6IB24
K08392	MrgPrd:Q8TDS7
K00030	Idh3b:O43837
K01122	EnpP2:Q13822
K09170	NfiC:P08651
K04272	P2rY6:Q15077
K11459	Bmi1:P35226
K13280	Sec11c:Q9BY50
K00599	WbsCr22:C9K060
K12478	Eea1:Q15075
K00476	AspH:B4E2K4
K07532	ArhGef12:B4E2K6
K14380	Fhl2:Q14192
K09114	Mxd1:Q05195
K09100	Sim2:Q14190
K10900	Wrn:Q14191
K08764	Scp2:E1B6W5
K04819	Htr3a:P46098
K01110	PteN:P60484
K04313	Gpr6:P46095
K04193	Xcr1:P46094
K03460	SlcO1a2:P46721
K04185	Ccr10:P46092
K04310	Gpr1:P46091
K13346	Pex10:O60683
K09072	Msc:O60682
K07851	RasL10b:Q96S79
K10268	FbxL20:Q96IG2
K04257	Or2Ae1:Q8NHA4
K12459	Sh2B3:Q59H48
K09228	Znf565:Q8N9K5
K15613	MEIS1:Q8TB96
K09420	Myb:E9PNL6
K08741	Msh5:O43196
K13981	Akr1e2:Q96JD6
hsa_Q53GH2	Q53GH2:Q53GH2
K04302	Gpr85:P60893
K05703	Fyn:E1P556
K05195	GlrA3:O75311
K00699	Ugt2b11:O75310
K11842	Usp12:O75317
K12854	SnrNp200:O75643
K13108	SniP1:Q8TAD8
K14165	DusP11:O75319
K00166	BckDha:Q59EI3
K13644	CepT1:B3KN25
K11217	Jak1:P23458
K04257	Or5H6:Q8NGV6
K02154	Atp6v0a1:Q5CZH6
K10395	Kif4a:O95239
K11262	AcaCa:Q13085
K09581	PdiA2:Q13087
K07604	Krt24:Q2M2I5
K03644	LiaS:O43766
K06627	CcnA2:P20248
K11166	DhrS7b:Q6IAN0
K09340	Tlx2:O43763
K00678	LraT:O95237
K06559	Ly75:Q59H44
K08853	Aak1:Q2M2I8
K13867	Slc7a7:Q9UM01
K08637	Cpa4:A4D1M3
K08781	Cpa5:A4D1M2
K10175	Tbx1:Q152R5
K14462	APOB:O94822
K11584	Ppp2r5d:Q14738
K06778	PtpRs:Q13332
K07198	PrkAa2:P54646
K14075	PnlIprp2:P54317
K14074	PnlIprp1:P54315
K12464	MagEd1:Q9Y5V3
K05238	CorT:Q8IUV6
K06052	Jag1:Q99740
K05291	PigS:Q96IR5
K09098	NpaS1:Q99742
K09026	NpaS2:Q99743
K10430	Map2:Q8IUX2
K01500	ApoBec3f:Q8IUX4
K06107	Epb41l2:O43491
K06532	ProM1:O43490
K07425	Cyp4a11:Q02928
K04854	CacNa1g:O43497
K09541	CryAa:Q53X53
K12958	Cav2:Q53X57
K13768	GasT:P01350
K01090	Ppm1f:P49593
K03574	NudT1:Q7Z7N6
K04932	KcnS2:Q9ULS6
K10104	Fcn2:Q15485
K12803	MefV:O15553
K12194	ChmP4a:Q14D22
K06087	CldN3:O15551
K11447	Kdm6a:O15550
K04945	KcnN4:O15554
K08956	Afg3l2:Q9Y4W6
K01377	Pgc:B4DVZ3
K05041	Slc6a8:P48029
K05408	Ccl3:A0N0R1
K04712	DegS1:O15121
K09525	DnaJc5g:Q53SY5
K09298	HoxA13:Q6DI00
K13164	Msl2:Q9HCI7
K03133	Taf9:Q16594
K10728	TopBp1:A7E2X7
K00876	UckL1:Q53HM1
K02207	Ube2r2:Q712K3
K14315	TmeM48:Q9BTX1
K07605	Krt77:Q7Z794
K00710	GalNt10:Q86SR1
K02962	Rps17:P0CW22
K03238	Eif2s2:Q6IBR8
K06709	Kdm4d:Q6B0I6
K04648	DctN1:E9PGE1
K11519	DerL1:Q9BUN8
K08052	Nf1:P21359
K00850	PfkP:Q5VSR7
K02126	Atp6:Q0ZFE3
K00308	PaoX:E9PAY6
K07913	Rab26:Q9ULW5
K13273	PmvK:Q15126
K07994	Mmp13:A8K846
K01895	AcsS2:Q6DKJ3
K01080	PpaP2c:E9PAY8
K04363	PdgFra:P16234
K04678	SmuRf1:Q547Q3
K10433	Map7:F5H1E2
K00799	GstA3:Q16772
K00816	CcbL1:Q16773
K00942	Guk1:Q16774
K03021	PolR3b:F5H1E6
K11251	HisT2h2ac:Q16777
K11252	HisT2h2be:Q16778
K03136	Gtf2e1:P29083
K04358	Fgf5:P12034
K07605	Krt3:P12035
K04574	NefH:P12036
K08403	Gpr15:P49685
K02842	Fzd10:Q9ULW2
K04358	Fgf6:P10767
K05729	ArhGef6:Q8N4Q3
K01070	Esd:P10768
K04559	Hip1:O00291
K01173	ExoG:Q9Y2C4
K12300	Slc17a4:Q9Y2C5
K10145	CcnG1:P51959
K04350	RasGrp1:B2RA89
K03193	Ust:Q9Y2C2
K03877	B3gAlt5:Q9Y2C3
K10169	Tlr6:Q9Y2C9
K01672	Ca14:A8K3J4
K03236	Eif1ay:O14602
K05764	TmsB4y:O14604
K08621	AdaMts6:Q5IR90
K11447	Uty:O14607
K04935	KcnV2:Q8TDN2
K04903	KcnG4:Q8TDN1
K06570	Ly9:Q6P2J4
K01441	AceR1:Q8TDN7
K04276	Gpr35:A8K2J1
K03039	PsmD13:Q9UNM6
K04437	FlnA:Q6NXF2
K09673	ChsT9:Q7L1S5
K09867	Aqp5:P55064
K08764	Scp2:Q6NXF4
K09434	Erf:P50548
K09431	Etv1:P50549
K04314	PrlHr:P49683
K04513	RhoA:Q9BVT0
K11307	MysT2:B4DFB4
K06634	CcnH:P51946
K10842	MnaT1:P51948
K04257	Or52a5:Q9H2C5
K10475	KbtBd8:Q8NFY9
K09372	Lhx5:Q9H2C1
K10453	Gan:Q9H2C0
K09087	Hes7:Q9BYE0
K09643	TmpRss13:Q9BYE2
K10322	SocS6:O14544
K04696	SocS3:O14543
hsa_P37802	TagLN2:P37802
K11470	PcgF6:Q9BYE7
K07956	Arl8b:Q9NVJ2
K06842	SemA6d:Q8NFY4
K02270	Cox7a2l:O14548
K14297	Nup98:P52948
K06448	Cd1E:E7EP01
K07594	Pdx1:P52945
K01092	ImpA1:B4DLN3
K09409	FoxP4:Q8IVH2
K03105	Srp19:D6RA36
K13181	Ddx27:Q96GQ7
K06500	Psg8:A5PKV3
K04522	PseN2:P49810
K07207	Tsc2:P49815
K04875	KcnA2:Q86XG6
K12896	SrsF7:B4DLU6
K04948	CngA1:P29973
K09864	Aqp1:P29972
K12076	Dlg1:B4DF78
K07949	Arl5a:Q9Y689
K12624	Lsm5:Q9Y4Y9
K05175	GabRa1:P14867
K13159	HnrNpl:P14866
K08171	Slc37a4:O43826
K10890	FanCc:Q00597
K05438	Gh1:B1A4G7
K01876	DarS:P14868
K09258	Bcl3:P20749
K04428	Map3k4:Q9P1M2
K03649	Tdg:Q13569
K01104	Ptp4a1:Q93096
K00182	Wnt2b:Q93097
K00826	BcaT1:B7Z2M5
K00512	Cyp17a1:P05093
K00714	Wnt8b:Q93098
K00128	AldH2:P05091
K08106	ChsT15:Q7LFX5
K02263	Cox4i1:P13073
K06712	BtnL9:Q6UXG8
K06525	ItgB4:A0AVL6
K16904	DCTPP1, RS21C6, XTP3TPA:O95772-2
K07908	Rab15:P59190
K06546	Cd164:Q04900
K01332	C2:P06681
K10312	FbxO36:B3KVQ6
K04273	LpaR6:B3KVQ5
K04266	AdoRa2a:B3KVQ4
K09310	Gsx2:Q9BZM3
K01047	Pla2g2f:Q9BZM2
K01047	Pla2g12a:Q9BZM1
K09643	TmpRss13:Q1RMF8
K11422	SetD1a:O15047
K07986	UlbP2:Q9BZM5
K07986	UlbP3:Q9BZM4
K04173	Fpr3:Q6L5J4
K12738	PpiAl4c:Q9Y536
K03022	PolR3h:Q9Y535
K07893	Rab6a:F5H668
K04373	Rps6ka2:Q15349
K13676	GxyLt2:A0PJZ3
K01164	Pop7:O75817
K09205	Klf3:P57682
K00599	WbsCr22:A8K501
K10577	Ube2i:A8K503
K07375	TubB3:A8K854
K08413	Gpr55:A8K858
K04178	Ccr3:F5GWL6
K06749	SigLec10:C9JM10
K05417	Il11:P20809
K08764	Scp2:F2Z3J1
K10442	KlhL5:Q59HD9
K02127	Atp5f1:P24539
K01533	Atp7a:Q59HD1
K10289	CcnF:Q59HD0
K01062	PafAh1b3:Q15102
K09617	Klk5:Q9Y337
K00037	Akr1c4:P17516
K13162	PcbP2:Q59HD4
K04582	Glp2r:O95838
K11647	SmaRca4:B3KNW7
K00898	Pdk2:B3KNW0
K06240	LamA5:O15230
K06793	VcaN:Q86W61
K04727	AifM1:O95831
K06087	CldN1:O95832
K05023	CliC3:O95833
K08791	LatS1:O95835
K03945	NduFa1:O15239
K00939	Ak2:P54819
K13170	SfrS18:Q8TF01
K14358	ScrN1:C9JPG0
K06133	AasDhppt:Q9NRN7
K10419	DynLrb2:Q8TF09
K02271	Cox7b2:Q8TF08
K09207	Klf6:D3GC14
K08155	Slc18a1:Q96GL6
K05684	AbcG8:Q9H221
K04851	CacNa1d:Q01668
K07525	NgeF:E9PC42
K14213	PepD:A8MX47
K01507	Ppa2:Q9H2U2
K05660	AbcB5:A7BKA4
K08875	NrbP2:Q9NSY0
K00944	Ak3:Q9UIJ7
K11650	SmaRcd2:Q92925
K09448	TeaD1:Q59EF3
K13211	GcfC1:Q8N6E6
K10349	Fem1b:Q9UK73
K09228	Znf530:Q6P9A1
K06521	SemA4d:Q92854
K09228	Znf549:Q6P9A3
K00710	GalNtl4:Q6P9A2
K04400	CasP10:Q92851
K10329	Asb7:Q9H672
K08841	TesK1:Q15569
K13823	Hbd:A0N071
K06766	Neo1:Q92859
K09083	AtoH1:Q92858
K01350	PrtN3:P24158
K12352	SmpD3:Q9NY59
K13186	Rbm3:P98179
K12046	TnnT3:P45378
K08888	MatK:P42679
K11490	NcaPh2:Q6IBW4
K02978	Rps27:P42677
K01415	Ece1:P42892
K04725	XiaP:P98170
K12358	FoxO4:P98177
K13094	Rbm10:P98175
K05720	Fgd1:P98174
K07378	NlgN4x:Q8N0W4
K03940	NduFs7:O75251
K01759	Glo1:Q04760
K05305	Fuk:Q8N0W3
K07914	Rab37:Q96AX2
K05164	Il17ra:Q96F46
K01047	Pla2g1b:P04054
K10772	ApeX2:Q9UBZ4
K13208	ElaVl4:P26378
K00977	DntT:P04053
K07190	PhkA1:B7ZL07
K04947	KcnT2:A9LNM6
K11265	AdcY10:B4DZF0
K01315	Plg:P00747
K01334	Cfd:P00746
K04264	TbxA2r:Q0VAB0
K11579	ZwiLch:Q9H900
K13403	MthFd2l:Q9H903
K01314	F10:P00742
K04407	Map4k4:B7Z3V5
K06709	Kdm4c:B7Z3V6
K00825	AadAt:Q4W5N8
K01348	PlaU:P00749
K05005	KcnJ12:Q14500
K01104	PtpN3:B7Z3V3
K12075	DLG2, PPP1R58, PSD-93, PSD93, chapsyn-110:B8Y6A2
K01672	Ca13:Q8N1Q1
K04838	Scn5a:E9PEF3
K12327	CalD1:A8K0X1
K05448	VegFb:Q7LAP4
K11343	C20Orf20:A8C4L5
K15042	KPNA1:Q5QP51
K05704	Src:P12931
K09228	Znf347:A8K1S9
K04415	Map3k8:P41279
K03121	Gtf2ird1:Q9UHL9
K05472	TnfSf9:P41273
K05759	Pfn3:P60673
K03370	St3Gal5:Q9UNP4
K00750	Gyg1:P46976
K10080	LmaN1:P49257
K09564	PpiE:Q9UNP9
K14554	WDR36:Q6PGQ7
K11251	H2aFv:Q71UI9
K13213	MatR3:Q9H4N1
K11445	JhdM1d:Q6ZMT4
K04722	TnfRsf10b:Q7Z2I8
K13131	Ddx20:Q9H4N4
K08060	CiiTa:Q66X48
K06630	YwhAh:Q9H4N8
K05150	TnfRsf13b:O14836
K02583	NgfR:P08138
K01090	PpeF2:O14830
K10342	Wsb2:Q9NYS7
hsa_Q9BYX7	ActBM:Q9BYX7
K12647	IfiH1:Q9BYX4
K06752	Hla-dpb1:P04440
K10070	CleC1b:Q9P126
K04710	CERS5:Q8IXT5
K07857	RhoC:P08134
K09405	FoxL2:P58012
K00276	Aoc2:O75106
K05411	Irf3:E2GIM5
K05411	Irf3:E2GIM6
K05411	Irf3:E2GIM7
K08828	Ick:Q9UPZ9
K04454	Mef2c:F8W7V7
K09322	MeoX2:P50222
K09322	MeoX1:P50221
K11446	Kdm5d:B7ZLX1
K05411	Irf3:E2GIM8
K05411	Irf3:E2GIM9
K01014	SulT1a1:P50225
K08871	Brd2:P25440
K00294	AldH4a1:B4DGE4
K06448	Cd1D:P15813
K04632	GnaS:P63092
K07200	PrkAg2:Q9UGJ0
K06448	Cd1E:P15812
K06257	Sdc1:P18827
K06268	Ppp3r1:P63098
K09228	Znf860:A6NHJ4
K01310	CtrB2:Q6GPI1
K08568	CtsZ:Q9UBR2
K01431	Upb1:Q9UBR1
K04357	Egf:P01133
K06751	Hla-a:P30443
K00940	Nme2:Q6FHN3
K04394	CasP4:P49662
K09228	Znf415:F5H287
K12738	PpiAl4e:F5H284
K01011	MpsT:Q6FHN9
K09444	Irf1:Q6FHN8
K07253	Mif:P14174
K00974	TrnT1:Q96Q11
K12019	TriM43b:A6NCK2
K03678	ExoSc9:Q06265
K05019	ClnS1a:P54105
K13915	Lyz:P61626
K11542	CasC5:Q8NG31
K00277	Lox:D0PNI2
K10366	Dmd:A7E212
K00799	GstZ1:A6NED0
K03243	Eif5b:Q8N5A0
K08342	Atg4c:Q96DT6
K10497	ZbtB10:Q96DT7
K01320	F7:P08709
K06098	Tjp2:F5H301
K06723	CleC4c:Q8WTT0
K10095	LgaLs12:Q96DT0
K02085	Apc:P25054
K08508	SnaP23:O00161
K02898	Rpl26:P61254
K01104	Eya2:O00167
K11583	Ppp2r3a:Q06190
K00699	Ugt1a6:Q5DSZ8
K01164	Rpp14:O95059
K07826	Gng2:P59768
K14411	MSI2:O95905
K12393	Ap1M1:B3KNH5
K08825	DyrK1a:Q13627
K10609	Cul4b:Q13620
K11310	Gtf3c4:B3KNH2
K05676	AbcD2:Q9UBJ2
K04446	NfaTc4:Q14934
K00710	GalNt13:Q8IUC8
K04633	GnaL:Q86XU3
K07524	Rgs3:Q9NX91
K00849	GalK1:P51570
K04571	Ssr4:P51571
K14009	BcaP31:P51572
K05842	TicAm1:Q8IUC6
K05215	P2rX1:P51575
K10148	Tp73:C9J521
K04257	Or4D10:Q8NGI6
K01392	ThoP1:P52888
K12484	Rab11fip1:Q6WKZ4
K09659	Dpm3:Q9P2X0
K04257	Or4D11:Q8NGI4
K01333	Cfi:P05156
K04001	SerPing1:P05155
K03913	SerPina5:P05154
K09303	HoxD3:P31249
K04515	CamK2b:A4D2J9
K04292	S1pR2:O95136
K03962	NduFb6:O95139
K04397	CasP7:P55210
K04587	AdcYap1r1:B8ZZK3
K04396	CasP6:P55212
K03260	Eif4g1:Q96I65
K08516	Ykt6:A4D2J0
K07928	Rab40b:Q12829
K13984	TxnDc5:B2RDM2
K04180	Ccr5:P51681
K04184	Ccr9:P51686
K06528	LamP1:P11279
K04181	Ccr6:P51684
K04183	Ccr8:P51685
K01565	SgsH:P51688
K04274	P2rY10:O00398
K02999	PolR1a:Q9H6T2
K08459	Gpr114:Q8IZF4
K13339	Pex6:Q13608
K04701	CisH:Q9NSE2
K02883	Rpl18:Q07020
K10075	KlrF1:Q9NZS2
K01870	IarS2:Q9NSE4
K11275	HisT1h1t:P22492
K04358	Fgf20:Q9NP95
K08458	Gpr116:Q8IZF2
K10419	DynLrb1:Q9NP97
K06250	Spp1:Q567T5
K07900	Rab9b:Q9NP90
K06579	RhcE:P18577
K08442	Gpr176:Q14439
K08840	TniK:Q9UKE5
K09431	Etv1:Q59GA7
K09228	Znf85:Q03923
K11850	Usp37:Q86T82
K00727	GcnT1:Q86T81
K07611	LmnB2:Q03252
K15728	LPIN2:Q96ER3
K07941	Arf6:Q6FGZ2
K04647	Hap1:P54257
K10105	LipT1:Q9Y234
K01500	ApoBec2:Q9Y235
K05699	ActN3:Q08043
K12497	Egr3:B4DHJ5
K11338	RuvBl2:Q9Y230
K06494	SelE:P16581
K04372	MknK2:Q9HBH9
K09616	GzmH:P20718
K11162	Rdh14:Q9HBH5
K00627	DlaT:P10515
K08727	Nod1:Q9Y239
K07872	RhoF:Q9HBH0
K01462	Pdf:Q9HBH1
K09228	Znf141:Q15928
K08010	Ncf2:E9PHX3
K06759	CntN1:Q12860
hsa_K7EM38	K7EM38:K7EM38
K09658	Dpm2:O94777
K06811	Cdh17:Q12864
K05117	MerTk:Q12866
K09542	CryAb:P02511
K11493	Rcc1:P18754
K03160	Cd40:P25942
K00476	AspH:Q9H291
K06236	Col5a3:P25940
K04298	P2rY12:Q9H244
K17703	SIPA1L3, SPAL3:A6NFK7
K04358	Fgf8:A1A515
K09228	Znf442:Q9H7R0
K06071	Pkn3:Q6P5Z2
K09228	Znf665:Q9H7R5
K10184	Tbx19:B3KRD9
K05431	Il7:Q5FBY9
K06568	Muc1:B6ECB3
K00904	DguOk:E5KSL6
K07514	EhhAdh:B4DWG3
K09306	HoxC6:P09630
K00904	DguOk:E5KSL5
K08425	Gpr120:B4DWG6
K05411	Irf3:Q5FBY2
K06087	CldN8:P56748
K05761	Vil1:P09327
K01672	Ca2:P00918
K06270	Ppp1r12a:B4DZ09
K09371	Lmx1b:Q6ISE0
K01510	EntPd1:B7Z599
K14566	FCF1:Q9HCE3
K01672	Ca1:P00915
K12489	AcaP3:Q8WTZ1
K09228	Znf470:Q6ECI4
K08398	RxfP4:Q8TDU9
K03062	PsmC1:P62191
K10351	Myl2:Q6IB42
K01398	Mmp2:E9PE45
K08400	GpbAr1:Q8TDU6
K13948	PtgR1:F5GY50
K00505	Tyr:P14679
K01641	HmgCs2:B7Z8R3
K03012	PolR2d:O15514
K10582	Ube2q2:Q8WVN8
K04166	AgtR1:Q53YY0
K12494	Psd2:Q9BQI7
K03068	Lrp5:Q9UES7
K10357	Myo5a:Q9UES4
K10582	Ube2ql1:A1L167
K13963	SerPinb6:P35237
K04458	PtpN7:P35236
K08110	Gpc4:O75487
K11313	SupT3h:O75486
K10343	SpsB1:Q96BD6
K02983	Fau:P35544
K06751	Hla-a:B1PKY1
K03936	NduFs3:O75489
K09341	Msx2:P35548
K13576	Slc38a3:Q99624
K00787	FdpS:P14324
K06462	ItgAx:Q8TES5
K09228	Znf792:Q3KQV3
K08185	Slc16a8:O95907
K00972	Uap1l1:Q3KQV9
K13137	StrAp:Q9Y3F4
K10473	KbtBd10:O60662
K04323	CysLtr2:Q5KU17
K03065	PsmC3:P17980
K09493	Tcp1:P17987
K04215	OprM1:B0FXJ1
K08889	Fer:Q05DA5
K08390	LpaR5:Q5KU18
K04257	Or3A1:P47881
K10140	Ddb2:Q92466
K09292	Tfg:Q05BK6
K05407	Pf4:P02776
K00280	LoxL4:Q96JB6
K12486	SmaP1:Q8IYB5
K04257	Or2F2:O95006
K01639	Npl:Q9BXD5
K01104	PtpRg:P23470
K09178	TfaP2d:Q7Z6R9
K13171	SrrM1:Q8IYB3
K00497	Cyp11b1:Q4VAQ9
K09299	Zeb1:Q5VZ84
K04736	Il3:P08700
K13334	Clc:Q05315
K09365	Pou3f3:P20264
K09365	Pou3f2:P20265
K06055	Hes5:Q5TA89
K09097	ArnT:P27540
K07921	Rab34:Q96PJ7
K04257	Or13c9:Q8NGT0
K04257	Or2K2:Q8NGT1
K04257	Or13j1:Q8NGT2
K06258	Sv2C:Q496J9
K00044	Hsd17b1:P14061
K00070	Hsd3b1:P14060
K06509	Cd82:E9PC70
K04534	GnaO1:Q6AWC5
K04678	SmuRf1:B7ZMB6
K05001	KcnJ8:Q15842
K15544	SSU72:Q96K21
K01025	SulT1b1:O43704
K05699	ActN4:O43707
K00599	WbsCr22:O43709
K00799	GstZ1:O43708
K10514	ZbtB43:Q5JU96
K07296	AdiPoq:Q15848
K01265	MetAp1d:Q6UB28
K00910	AdrBk2:Q8N433
K02151	Atp6v1f:A4D1K0
K06226	Smo:A4D1K5
K12857	SnrNp40:Q96DI7
K07985	MicB:Q29980
K00615	TktL1:B7Z7I0
K12598	SkiV2l2:P42285
K04939	KcnMb3:Q9NPA1
K01046	LipG:Q9Y5X9
K05259	Gcg:P01275
K09308	HoxD8:Q8IXZ1
K08546	Nr2E3:Q9Y5X4
K09198	Sp8:Q8IXZ3
K08002	Mmp24:Q86VV6
K11368	Eny2:Q9NPA8
K01875	SarS:Q0VGA5
K01104	PtpN14:A8K6H6
K10683	BarD1:Q99728
K13044	HnrNpab:Q99729
K02873	Rpl13:P26373
K01099	InpP5b:P32019
K09392	TfdP2:E9PFC3
K05041	Slc6a8:E9PFC0
K04555	Ube2g2:A6NMQ7
K07520	AblIm2:Q6H8Q1
K09405	FoxL2:Q53ZD3
K07981	Kir2dl3:E3NZD8
K04808	ChrNa6:B4DQH1
K06855	MapK4:A1A4C4
K04271	P2rY4:P51582
K05717	Fn1:Q6MZF4
K12494	Psd3:E9KL50
K06843	Ntn1:E9KL51
K10350	Zer1:Q7Z7L7
K08013	SipA1:Q96FS4
K04257	Or2T6:Q8NHC8
K09228	Znf248:A2RUI7
K01056	PtrH1:Q86Y79
K02449	Cdk10:B7Z537
K10085	EdeM2:Q9BV94
K03994	C5:P01031
hsa_Q6S8J3	POTEE:Q6S8J3
K00019	Bdh1:Q02338
hsa_C9JZR7	C9JZR7:C9JZR7
K13421	UmpS:A8K5J1
K12473	LdlR:B4DII3
K06170	PseNen:Q9NZ42
K08507	Use1:Q9NZ43
K05209	GriN2a:B4DII7
K14208	XpnPep2:O43895
K11659	RbbP7:Q16576
K11138	Rif1:Q5UIP0
K01784	GalE:Q38G75
K01082	BpnT1:O95861
K06574	DarC:Q16570
K09250	CnbP:Q5U0E9
K09864	Aqp1:F5GY19
K04739	PrkAr1a:P10644
K08617	AdaMts1:Q8NE26
K04257	Or5B17:Q8NGF7
K08838	Stk24:Q5U0E6
hsa_Q8TDY3	ActT2:Q8TDY3
K08109	Gpc3:B4DTD8
K13618	Pla1a:Q53H76
K01090	CtdSp1:Q9GZU7
K10411	DnaL1:B2RD38
K10226	FadS2:O95864
K00248	AcaDs:P16219
K00654	SptLc1:O15269
K05755	ArpC4:C9JWM7
K04887	KcnC1:Q3KNS8
K04319	Gpr22:Q3KNS9
K09228	Znf829:Q3KNS6
K09279	RunX3:Q13761
K03949	NduFa5:Q16718
K10057	CleC4a:Q9UMR7
K07887	Rab5a:Q6FI44
K12800	NlrP3:B2RC97
K04663	Bmp8a:Q7Z5Y6
K08516	Ykt6:O15498
K14304	Nup85:Q9BW27
K03909	TfpI:P10646
K03661	Atp6v0b:Q6IB32
K11822	SulT2a1:Q06520
K10382	Dst:Q03001
K01719	UroS:P10746
K06470	Cd28:P10747
K00476	Hif1an:Q9NWT6
K04257	Or3A3:P47888
K04257	Or1E2:P47887
K02219	Cks1b:Q5T178
K10457	KlhL20:Q9Y2M5
K01110	PteN:F6KD01
K01529	Ddx55:Q8TEC9
K14569	BMS1:P18583-3
K09228	Znf484:Q5JVG2
K00826	BcaT1:B3KY27
K08489	Stx16:O14662
K09228	Znf506:Q5JVG8
K10580	Ube2n:P61088
K09228	Znf93:Q6NS90
K09114	Mxi1:Q96E53
K08464	Gpr128:Q96K78
K10905	AtrIp:Q8WXE1
K04650	NCOR1:Q8WXE0
K09228	Znf514:Q96K75
K11857	Usp47:Q96K76
K07846	Gem:P55040
K05441	IfnK:Q9P0W0
K07845	RraD:P55042
K10956	Sec61a2:B4DX72
K12959	Cav3:P56539
K09067	AscL3:Q9NQ33
K03264	Eif6:P56537
K06819	Nrp2:Q9H2E2
K09569	FkbP2:Q53XJ5
K06689	Ube2e1:P51965
K06842	SemA6a:Q9H2E6
K11374	Elp2:E7EP23
K08771	Aqp7:O14520
K13297	PtpRt:O14522
K05350	Gba3:A8K9N1
K05121	Tek:Q8IV34
K09313	Cux2:O14529
K09228	Znf564:Q8TBZ8
K13144	IntS7:Q9NVH2
K10608	TriM37:A8K0V9
K04315	Gpr12:P47775
K00474	TmlHe:Q9NVH6
K09863	Mip:P30301
K06087	CldN7:F5H496
K04257	Or5Ap2:Q8NGF4
K10359	Myo7a:F8VUN5
K07968	B4gAlt3:O60512
K00710	GalNt14:Q96FL9
K06515	Slc44a1:Q8WWI5
K09048	CreB3l1:Q96BA8
K06084	Lmo7:Q8WWI1
K09205	Klf12:Q8WWI3
K12476	Ehd3:Q9NZN3
K12484	Rab11fip2:Q7L804
K01537	Atp2c1:B7Z3X9
K09544	HspB3:Q12988
K05200	GriA4:Q86XE8
K12345	Srd5a3:Q9H8P0
K01104	PtpN3:E9PGU7
K01134	ArsA:B7XD04
K04347	Gng12:Q9UBI6
K01136	Ids:B4DGD7
K16175	SCRIB, CRIB1, SCRB1, SCRIB1, Vartul:B7Z9G5
K10367	Fmn1:Q68DA7
K06466	Ms4A1:P11836
K04378	Srf:P11831
K10367	Fmn1:C9JFW6
K03841	Fbp2:O00757
K00572	Wnt7a:O00755
K06712	BtnL3:Q6UXE8
K00923	Pik3c2b:O00750
K04671	BmpR2:Q13873
K07878	Rab2b:B4DUD4
K10758	QsoX1:Q13876
K04663	Bmp5:P22003
K13176	ThoC7:Q6I9Y2
