K01369	DelTa-vpe
sce_YBR067C	-
K14618	-
K14349	-
K14613	-
K14610	-
K14617	-
K01527	-
K01526	-
K01525	-
K01522	FHIT
K01520	DUT1
K01529	Los4
K01528	Drp3b ADL6 DRP3A DL3
sce_YIL144W	-
K05060	-
K03961	-
K03960	-
K03963	AT2G02050
K03962	-
K03965	AT4G34700
K03964	-
K03967	-
K03966	AT3G18410 AT1G49140
K03968	-
K13348	AT3G24570 AT2G42770 AT5G19750 AT4G03410
K13349	-
K13341	Pex7
K13342	Pex5
K13343	Pex14
K13345	Pex12
K13346	Pex10
K13347	PMP22
K17195	-
sce_YLR300W	-
K16823	-
K16820	-
K13524	-
K13525	AT5G03340 Cdc48 AT3G53230
K13523	LpaT2 LpaT3
hsa_Q96DE1	-
K03386	-
K08107	-
K12340	-
K12349	AT5G58980 AT2G38010 AT1G07380
K12348	-
K11694	-
K11695	-
K11693	-
K08101	Hy2
hsa_I3L4N8	-
K13832	Mee32
K03039	AT5G45620 AT4G19006
K03038	Rpn8a Mee34
K03037	AT4G24820
K03036	Ats9
K03035	EMB2107 Rpn5b
K03033	EMB2719 AT1G75990
K03927	-
K03031	Rpn12a Rpn12b
K03030	AT5G23540
K05894	Opr3 Opr2 Opr1
K12123	PhyE
K12122	PhyD
K12120	PhyA
K12126	Pif3
K12125	Elf3
K12124	Gi
K12129	Prr7
K17448	-
K11471	-
K11473	-
K00601	AT1G31220
K00600	Shm6 Shm7 Eda36 Shm2 Shm3 Shm1 Shm4
K03746	-
K00605	AT1G11860
K00604	Pde194
K00606	PANB2 KPHMT1
K00609	PYRB
K10878	AtsPo11-1 Rhl2
K06467	-
K06466	-
K06464	-
K10873	-
K10877	-
K10875	chr40 CHR42 DRD1 CHR34 RAD54 chr31 CHR38
K07806	-
K01170	AtsEn1
hsa_Q8TDY3	-
K10259	-
K10258	Cer10
K10257	Fad3 Fad8 Fad7
K10256	Fad2
K10255	Fad6
K10251	KCR1
K11423	ASHH4 Efs ASHH3
K01958	-
K11422	Sdg25
K01956	CarA
K04125	ATGA2OX1
K01955	CarB
K01952	Pur4
K11421	-
K01950	AT1G55090
K01951	AT1G63660
K11420	SUVH9 SUVH7 SUVH6 SUVH5 SUVH4 SUVH3 SUVH1 SDG21
K07735	-
K07738	-
K07739	Elo3
K11424	-
K04380	-
K04381	-
K04382	Pp2A-4 Pp2A Pp2A-2 Pp2A-3 Pp2A-1
K04384	-
sce_YKL052C	-
sce_YMR307W	-
SA2173	-
K13758	-
K13756	-
K13755	-
hsa_B3KW67	-
K09097	-
K09091	-
K09090	-
K02609	-
K02608	Orc6
K05659	-
K02978	AT2G45710 AT3G61111 Ars27a AT5G47930
K02975	AT4G39200 AT2G16360 AT2G21580 AT4G34555
K02974	AT5G28060 AT3G04920
K05657	-
K05656	-
K02971	AT5G27700 AT3G53890
K05650	-
K05653	-
K02604	Orc2
K03550	-
K03553	AT2G19490 AT1G79050
K03554	-
K03555	-
K03556	-
K03557	-
K01778	AT3G53580
K01772	Fc1 FC2
K01770	IspF
K01776	-
K01774	-
K01775	-
K05387	Glr5 AtgLr2.3 Glr3.3 AtgLr1.2 AtgLr2.1 Glr1.4 AtgLr2.8 Glr1.3 Glr1.1 AtgLr2.4 AtgLr2.5 AtgLr2.6 Glr2 AtgLr3.4 AtgLr2.2 AtgLr2.9
K09541	-
K09540	ATERDJ2B AteRdj2a
K09542	-
K05389	Kco6 Kco5 Kco3 Tpk4 Kco2
K05388	-
K14152	-
K14153	Th1
K14154	-
K14156	AT1G74320
K14157	-
K14406	AT5G60940
K14407	CSTF64
K14404	CPSF30
K14405	-
K14402	CPSF100
K14403	CPSF73-I
K14400	PCFS4 AT2G36480
K14401	CPSF160
K12805	-
K12807	-
hsa_P42025	-
hsa_Q53GH2	-
K03737	-
K15371	-
K03732	-
K12666	AT1G76400
K12667	HAP6
K12662	Emb2776
K12663	AtdCi1
sce_YBL034C	-
K12668	AtdAd1
K12669	AT1G61790 AT1G11560
K14570	AT5G25800 SDN3 SDN2 SDN1
sce_YNL300W	-
K11863	AT3G54130
K11862	-
K11866	AMSH1 AMSH3
K11868	CYP71A13
hsa_A5A3E0	-
K14288	Psd
K08718	-
K08712	-
K08711	-
spo_SPBC2G5.05	-
K10400	Pok2
K10401	-
K10407	-
K10405	Atk5 Atk2 Atk3 Atk1
K11315	-
K11314	Ada2b Ada2a
K11313	-
K00414	-
K00143	-
K00416	AT1G15120 AT2G01090
K00417	AT5G25450 AT4G32470
K00147	-
K00412	AT2G07727
K00145	AT2G19940 AT2G31100
K00149	-
K00418	-
K00419	AT3G52730
K08955	-
K09394	-
K14361	-
sce_YGL075C	-
sce_YGL028C	-
K04713	SBH2 SBH1
K04712	-
K04711	AtcEs1
K04710	-
K04717	-
K04715	AT5G51290
K01548	-
K04718	SPHK1
K04248	-
K02016	-
K02017	-
K02012	-
K02011	-
K03949	AT5G52840
K03948	-
K03943	AT4G02580
K03942	Ci51
K03941	AT1G16700 AT1G79010
K03940	AT5G11770
K03947	-
K03946	AT5G47890
K03945	AT3G08610
K03944	-
K15414	-
K15413	-
K15410	-
hsa_I3L3R2	-
eco_b3203	-
K01542	-
K12320	-
K12323	-
K12327	-
K12326	-
K12329	-
K11676	-
K11674	-
K11675	-
K11672	AtaRp5
K11673	AtaRp9
K13811	Aps2 Aps3 Aps1
K13813	-
K06661	-
K06663	-
K06662	-
K06665	-
K06664	Ted3
K06666	-
K06669	Ttn7
K12493	RPA AGD8 Agd9
K12492	Agd6 AGD7
K12491	-
K12490	-
K12495	-
K12494	-
K11418	Hda2
K11412	-
K11411	-
K11416	Srt1
K11417	-
K11414	-
K00629	-
K00628	-
K00623	-
K00622	-
K00621	AtgNa1
K00620	AT2G37500
K00627	EMB3003 Lta3 AT1G54220 AT3G13930
K00626	AT5G47720 AcaT2
K00625	-
K00624	-
hsa_Q5JWF8	-
K06485	-
K06487	-
K06481	-
K06480	-
K06483	-
K06482	-
K02806	-
K05629	-
K05278	Fls Fls3
K07828	-
K07829	-
K05625	-
K07825	-
K07826	-
K07827	-
K07532	-
K05627	-
K00088	AT1G79470 AT1G16350
K00084	-
K00083	Cad2 Cad3 AtcAd5 AtcAd4 Cad6 ELI3-2 CAD9
K08849	-
K00081	-
K05995	-
K01972	-
K08012	-
K07752	-
K07753	-
K07750	Smo2-1
K07751	-
K15779	-
K00311	EtfQo
K00641	-
K10839	AT5G16090 RAD23D RAD23C Rad23 RAD23A
K01283	-
K01280	Tpp2
K10838	Rad4
K01284	-
K01285	-
K05677	-
K02956	Rps15
K05675	-
K02954	Rps14
K02953	RPS13A AT3G60770
K02952	AT5G14320 AT1G77750
K02951	AT2G32060 AT1G15930
K02950	-
K02959	Ssr16
K02958	RPS15 AT5G63070 AT5G09510 AT5G09500 AT5G09490 AT5G43640
K00884	-
K00882	-
K04535	-
K00889	Pip5k3 PIP5K2 PIP5K1 Pip5k5 Pip5k4 PipK11 AT1G60890 AT3G07960 AT1G10900
K00888	PI-4KBETA2 PI-4KBETA1 ATPI4K_ALPHA
K04506	SinAt2 AT2G41980 AT4G27880 AT3G61790
K01027	-
K01756	AT1G36280 AT4G18440
K01014	-
K01750	-
K04503	-
K04500	-
K04501	-
K01758	-
K01759	AT1G08110 GLX1 AT1G67280
K04508	-
K01012	Bio2
K09562	Fes1A Fes1B Fes1C
K09561	ChiP
K09567	AT2G38730
K09565	-
K09564	-
K09569	FkbP15-2 FkbP15-1
K09568	-
K05451	-
K02485	-
K08176	Pht1 Pht3 Pht5 Pht6 Apt1 AtpT2
K02487	-
K02486	PhyB
K14423	SMO1-3
K14424	SMO2-2
K14137	-
K12862	Prl1
K12863	EMB2769
K12860	AtcDc5
K12861	Mos4
K12866	-
K12867	AT5G28740
K12864	AT3G02710
K12865	AT2G41020
K12868	AT2G16860
K12869	AT5G41770
K03530	-
K03531	FtsZ1-1
K03537	EMB1687
K03538	AT2G43190
K03539	AT5G59980
K02220	-
K02223	-
K03289	-
K03283	MTHSC70-2 AT3G09440 Erd2 Hsp70b CPHSC70-2EAT_SHOCK_PROTEIN_70-2 AT5G02490 Hsp70 HSC70-1 cpHsc70-1
K16144	-
sce_YKL117W	-
K12687	-
K08887	-
K11884	-
K08884	-
K08883	-
K11883	AT5G41190
K11085	-
K11087	AT3G07590 AT4G02840
K11086	AT5G44500 Smb
K11089	-
K11088	AT1G20580 Smd3
K08779	-
K08771	-
K08770	Ubq4 Ubq10 Ubq8
K08773	-
K08775	BRCA2(IV) BrcA2b
K08776	Apm1
K06347	-
K10428	-
K09823	-
K09821	-
K10424	-
K10425	-
K10426	-
K10427	-
K10420	-
K09828	Dwf1
K09829	-
K11339	-
K11338	-
K00164	AT3G55410 AT5G65750
K00166	AT5G09300 AT5G34780 AT1G21400
K00167	Din4 BCDH_BETA1
K00161	PDH-E1_ALPHA E1_ALPHA Iar4
K00162	PDH-E1_BETA Mab1 AT2G34590
K00163	-
K10688	Ubc18 Ubc16 UBC17 AtuBc2-1
K10689	Pex4
K10680	-
K10682	-
K10683	BarD1
K10684	Sae1b SAE1A SAE1B
K10685	Sae2
K10686	Ecr1
K14301	AT3G14120
K14300	AT2G05120
K14303	Sar1
K14302	-
K14305	-
K14304	AT4G32910
K14307	AT4G37130
K14306	EMB2766
K14309	AT2G41620 AT3G57350
K14308	AT1G24310
K04083	-
K04082	-
K04087	-
K04088	-
spo_SPBC1709.05	-
K01569	-
K01568	Pdc3 Pdc2 AT5G01320 AT4G33070
K01565	-
K02038	-
K02032	-
K02035	-
K02036	-
K02037	-
K08036	-
K13305	-
K13303	-
K05003	-
hsa_Q9BYD9	-
K12309	BgaL17
K12302	-
K12307	-
K12304	-
K03073	-
K03072	-
K03071	-
K03070	AGY1 AT1G21650
K08968	-
K03076	-
K03075	-
K03074	-
K16682	-
K11651	-
K16680	-
K16681	-
K11654	Chr11 Chr17
K11655	-
K11656	-
K16685	-
K06648	-
K06134	-
K06641	-
K06640	AtrAd3
K06647	-
K06130	AT5G20060
K09613	Csn5b Csn5a
K06644	-
sce_YHR193C	-
hsa_B7Z9W3	-
hsa_Q05DQ7	-
K04865	-
K04864	-
K04860	-
K04862	-
hsa_I3L3I0	-
K11434	PrmT1a PrmT11
K11436	PrmT3
K11437	PrmT6
K11430	Clf Mea Swn
K11431	-
K11433	-
K07511	-
K07512	AT3G45770
K07513	Pkt4
K11438	PrmT7
K07515	-
K10745	AT2G39440
K10744	-
K10747	AtlIg1 AT1G49250
K10210	-
K10740	AT4G18590 AT3G52630
K10743	-
K10742	-
K10749	-
K01910	-
K01916	-
K01914	-
K01915	AtgSr1 Gln1.3 Gln1 Gs2
K01918	PanC
K01919	GSH1
K07775	-
K07771	-
K07773	-
K04344	-
K13108	Ddl
K04345	-
K01190	BgaL2 AT3G54440
K13458	Pbs2
K04347	-
hsa_Q562S6	-
hsa_Q562S7	-
K04692	-
K04690	-
eco_b0220	-
eco_b2516	-
K05611	-
K02930	AT3G09630 AT5G02870
K02933	AT2G18400 emb2394
K02932	Atl5 Rpl5b
K02935	RPL12-C RPL12-A
K05614	-
K05617	-
K05616	-
K02939	AT5G53070 Rpl9
K02938	AT4G36130 EMB2296 AT3G51190
K00207	PYD1
K11267	-
K00208	Mod1
K04520	-
K01001	Gpt AT3G57220
K04523	AT2G17190
K04524	-
K01006	PpdK
K01007	-
K04528	-
K04529	-
K09588	Cpd
K09584	PDIL2-3 PDIL2-2 Une5
K09587	Dwf4
K09586	-
K09580	PDIL1-1 PDIL1-2 PDIL1-3 PDIL1-4 PDIL1-5 PDIL1-6 PDIL5-2
K09582	-
K14442	AT2G01130 AT2G35920 AT1G48650
K14443	-
K08198	-
sce_YOR214C	-
K06115	-
K08192	-
K10799	-
K12848	AT3G05760
K12849	AT2G40650
K12844	emb1220
K12845	AT4G12600 AT4G22380 AT5G20160
K12846	AT5G57370
K12847	AT4G22285 AT4G22350 AT4G22410
K12840	Drt111
K12841	-
K12842	AT5G25060 AT5G10800
K12843	AT1G28060
K03514	AT5G53770
K03515	Rev1
K03517	Qs
K03512	AT1G10520
K02209	MCM5
K02208	-
K02207	-
K02206	-
K02202	Cak4 CdkD1
K02201	COAD
K13464	JAZ1 Jaz3 JAZ12
K13460	Rps5
K13463	Coi1
K13462	AtmIn7
K07189	-
K07188	-
sce_YDR016C	-
K06584	-
K06583	-
K06588	-
K07985	-
K08753	-
K08752	-
K08751	-
K08750	-
K08757	-
K08756	-
K08755	-
K08754	-
K08759	-
K08758	-
K12076	-
K10914	-
K11359	-
sce_YOR373W	-
K11351	-
K11353	AT2G33220 MEE4
K11352	AT3G03100
K14328	Upf3
K14323	-
K14322	-
K14321	AT1G75340
K14320	AT3G56900
K14327	AT2G39260
K14326	Lba1
K14325	Sr45
K14324	Sap18
sce_YAL044C	-
K04069	-
K04064	-
K04066	-
K10000	-
K10001	-
K15184	-
K15187	-
K15188	-
K15637	-
K15634	AT5G22620 AT3G50520
K15633	AT1G09780 AT3G08590
K13675	-
K15985	-
K15986	-
K09247	-
K09240	-
K02052	-
K08037	-
K08034	-
K02051	-
K02055	-
K02058	-
K05009	-
K03898	-
sce_YLR045C	-
K03099	-
K13853	-
K03094	Ask5 Ask4 Ask7 Ask6 Ask3 Skp1 Meo Ask2 Ask9 Ask8 Ask15 Ask14 Ask16 Ask11 Ask10 Ask13 Ask12 Ask19 Ask18
K03097	CKA1 AT2G23070 Cka2 AT2G23080
K03093	SigC SigE
K03092	-
K06116	-
K09635	-
K06112	-
K06111	-
K06110	-
K06119	Sqd2
K06118	Sqd1
K12181	Cop9
K12180	Fus5
K12183	Elc
K12182	-
K12185	VPS37-1 AT2G36680
K12184	Vps28-2 VPS28-1
K12186	-
K12189	Vps25
K12188	Vps22
K05717	-
mpn_MPN428	-
K11984	Dot2
K11630	-
K11981	-
K11982	Rhc1a
K10583	Ubc22
K10582	-
K10581	UBC25 Ubc23
K10580	UBC35 Ubc36
K10587	-
K10586	-
K10585	-
K10589	Upl6
K10588	UPL7
K07573	AT5G38890
K11188	AtpEr1
K11187	-
K11182	-
hsa_B4E335	-
K10760	AtiPt8 AtiPt6 AtiPt7 AtiPt4 AtiPt3 Ipt5 AtiPt1
K01938	THFS
K01939	AdsS
K01934	AT1G76730
K01935	-
K01937	AT4G02120 emb2742 AT1G30820 AT4G20320 AT2G34890
K01930	AtdFb Gla1 DFC AtdFd
K01931	-
K01933	PUR5
K07798	-
K07796	-
K01166	Rns2
K01165	-
K09810	-
K01246	AT5G57970 AT1G80850 AT3G12710 AT1G13635
K01247	AT1G75230
K01244	AtmTn1 AtmTn2
K01242	-
K01243	-
K01240	URH1
K01241	-
K09035	-
K09031	-
K02919	Rpl36 AT5G20180
K02918	AT3G09500 AT2G39390 AT3G55170 AT5G02610
K02913	AT5G18790 Rpl33 AT3G06320
K02912	AT4G18100 AT5G46430
K02911	Rpl32
K02910	AT4G26230 AT5G56710 AT2G19740
K02917	AT1G07070 AT1G74270 AT1G41880 AT3G55750
K02916	-
K02915	Rpl34 AT1G26880 AT3G28900
K02914	-
K00228	Lin2
K00227	Ste1
K00226	-
K00225	AtgLdh
K00224	Prr2 AT1G75280
K00223	-
K00222	Fk
K04548	-
K01069	Gly2
K15841	-
K08099	AtcLh1 Clh2
K04542	-
K01791	-
K01792	AT5G57330 AT4G23730 AT3G61610 AT3G01590
K01793	-
K15849	AAT
hsa_Q9H9F9	-
K01796	-
K04545	-
K14462	-
K14463	-
K02269	-
K02268	-
K02261	Cox2
K02260	AT1G53030 Cox17
K02263	-
K02262	Cox3 AT2G07687
K02265	AT3G15640 AT1G80230
K02264	-
K02267	AT4G28060 AT5G57815 Cox6b
K02266	AT4G37830
K03792	-
K03797	-
K03798	Var1 Var2 FtsH6 FtsH7 FtsH1 FtsH12 FtsH8 FtsH9
K13119	Xct
K13118	-
K13449	Pr1
K13448	Cam9 Cam8 AT5G04170 AT3G24110 AT1G12310 AT2G41410 CML23 CML42 Cml38 Tch3 Tch2 CML43 Cml37 AT3G59440 AtcEn2 AT1G76640 AT2G41090 AT3G10190 Cen2 AT1G24620 Agd11 AT1G18210 Mss3 Apc1 AT3G03430 AT3G03000 AT1G32250 AT1G62820 CML11 Une14 AT3G10300 AT2G15680 AT3G01830 AT3G25600 AT4G26470 AT1G73630
K13447	RboHd RBOH_F RBOHA
K13114	AT1G15200
K13116	-
K13443	-
K13110	-
K13113	Ubl5
K17728	-
K17722	-
K17723	-
K17726	-
K17725	-
K11292	Gtb1
K03136	AT4G20810 AT4G20340 AT1G03280
K03137	AT4G20330
K03134	TAFII15
K03135	Taf11b Taf11
K03132	Taf7
K03133	TAFII21
K03130	Taf5
K03131	Taf6 Taf6b4
K03138	Rap74
K03139	AT1G75510 AT3G52270
mpn_MPN263	-
K06564	-
K06562	-
K06563	-
K06560	-
K07966	-
hsa_G8FSY7	-
K10973	-
K10971	-
K10976	ERO1
K00315	-
K09864	-
K11373	Abo1
K11372	-
K11375	Elo1
K11374	-
K11378	-
K10396	-
K10394	-
K10395	Fra1
K10392	-
K10393	-
K10398	-
K04047	-
K04044	-
K04043	mtHsc70-1
K04042	-
K04041	-
K04040	G4
K10026	-
K10029	-
K15618	-
K15619	-
K15612	-
K15613	-
K15614	-
K15615	-
K15617	-
K05799	-
hsa_F6QUT6	-
K01477	-
K01476	AT4G08870 AT4G08900
K01470	-
K01479	-
K09263	-
K09264	Ag Ap3 Ap1 Agl44 Agl6 Shp1 Cal Sep1 Pi Agl8
K09265	-
K09267	-
hsa_Q6FI97	-
K08010	-
K05572	NdhA
K08013	-
K02078	-
K05575	NdhD
K05577	NdhF
K05578	NdhG
K05579	NdhH
K02071	-
K02073	-
K14704	-
K06187	-
K06171	-
K09650	-
K09653	-
K06172	-
K06637	-
K06179	-
K06178	-
K11968	Ari12
K11969	-
K11964	-
K11962	-
K11961	-
K10569	AT5G13920
K02836	-
K06793	-
K05289	AT5G19130
K10563	MMH-1
K05286	AT5G14850
K12700	-
K12621	AT1G03330
K05633	-
K05632	-
K05631	-
K05630	-
K05637	-
K10703	AT5G59770 Pas2
K10704	Mmz1 Mmz3
K05636	-
K05635	-
K08202	-
K08657	-
K08653	S1p
K08658	FacE2
spo_SPAC3C7.14c	-
K10843	Xpb2 XPB1
sce_YML124C	-
K00029	NADP-ME4 NADP-ME2 NADP-ME3 NADP-ME1
K00028	NAD-ME2 NAD-ME1
K00799	GSTU23 GSTU22 GSTU21 GSTU20 GSTU27 GSTU26 GSTU25 GSTU24 GSTU28 GstF5 GstF7 GSTF10 GSTF12 GSTF14 GSTU1 GSTU2 GSTU3 GSTU4 GSTU5 GSTU6 GSTU7 GSTU8 GSTU9 GSTL3 GSTL2 GSTL1 GSTF9 GSTF8 ERD9 GSTF3 GSTF2 GSTF4 GSTF6 GSTU18 GSTU19 GSTU12 GSTU13 GSTU10 GSTU11 GSTU16 GSTU14 GSTU15 GSTT1 AT1G65820
K00798	-
K00025	AT5G43330 AT5G56720 AT1G04410
K00024	-
K00027	-
K00794	Cos1
K00021	Hmg1 Hmg2
K00020	AT4G20930
K00791	AtiPt2 AtiPt9
K00790	-
K01268	-
K09013	AtnAp7
hsa_E7EVS6	-
K01262	AtaPp1
K01264	-
K01265	Map2a Map1a Map1c Map2b Map1d
K04549	-
K00249	Ibr3
K01790	-
K04543	-
K00240	-
K00242	-
K00245	-
K00244	-
K01061	AT2G32520
hsa_Q562Y6	-
K15867	-
K04546	-
K04547	-
K11827	AT1G47830
eco_b0426	-
K02798	-
K02793	-
K02795	-
K02796	-
K01044	-
K04565	Csd2 Csd3 Csd1
K01046	-
K04567	Ova5 ATKRS-1
K04560	-
K04561	-
K04563	-
K04569	-
K02535	AT1G25210 AT1G24793 AT1G25054
K02537	-
K02536	-
K02533	-
sce_YGR189C	-
eco_b4255	-
K02539	-
K05218	-
K13137	AT3G15610 AT1G15470 AT1G52730
K13133	-
K13132	-
K13131	-
K13130	AT1G54380
K01859	Tt5
K13429	CerK1
K13428	Efr
K13254	-
K13421	AT3G54470
K13423	WrkY25
K13422	Myc2
K13424	WrkY33
K13426	WrkY29
hsa_Q5T8M7	-
hsa_Q5T8M8	-
K01852	Las1
sce_YHR172W	-
K03110	CpfTsy
hsa_Q562M5	-
K03113	AT5G54940 AT5G54760 AT4G27130 AT1G54290
K03114	-
K03115	Ckb2 Ckb3 Ckb4
K03116	AT5G28750
K03117	-
K08825	-
K08826	-
K08821	-
K08820	-
K08822	-
K17704	-
K17705	-
K12550	-
K06099	-
K17700	-
K17701	-
K17702	-
K17703	-
K06092	-
K06093	-
K06091	-
K06096	-
K06097	-
K06094	-
K06095	-
K08791	-
K16072	-
K09840	NceD9 NceD6 NceD5 NCED4 NceD3 NceD2
K09841	Aba2
K09842	Aao3
K09843	Cyp707a3 Cyp707a2 Cyp707a1 Cyp707a4
K10955	-
K10956	Scy1 AT1G29310 AT1G78720 AT2G34250
K10957	-
K10950	ERO2
K10951	-
sce_YER018C	-
K11394	-
K11397	-
K00498	-
K00497	-
K00490	-
K00493	-
K07944	-
K07943	Ttn5
K07942	Arf3
K07941	-
K13595	-
K13597	-
K10048	-
K10046	Gme
K10047	Vtc4
K04799	AT5G26680
K04798	Pdf6
hsa_P29401-2	-
K04797	Pdf5
K13634	-
spo_SPBC19G7.05c	-
K05544	-
K05776	-
K05770	-
K02044	-
K01457	-
K01456	AtpNg1
K01455	AT4G37560 AT4G37550
K09201	-
K14817	-
K08073	-
K08070	At-Aer
K05516	-
K08074	-
K13091	-
K13093	-
K13095	-
K13098	-
K01053	-
K12948	AT5G27430
K12947	AT4G04200 AT2G39960
K12946	AT2G22425 AT4G40042
K14721	AT5G49530
K13899	-
K00456	-
K00457	Pds1
K00458	-
K17391	-
K00107	-
K17398	-
hsa_Q8TC94	-
K04802	PcnA1 PcnA2
K00857	AT5G23070 AT3G07800
K16669	-
K12768	-
K12761	-
K12762	-
K12765	-
K12767	-
K07208	-
K11493	-
K11491	-
K07200	-
K07201	-
K11498	-
K07203	Tor
K07204	-
K07205	-
K07206	-
K07207	-
K11254	His4
sce_YKL096W-A	-
K11251	Rat5 H2aXa Hta13 Hta12 Hta11 Hta10 Hta9 Hta8 Hta2 Hta7 Hta6 Hta4
K08670	-
K08675	Lon1 Lon3 Lon4
K08678	-
K08679	Gae6 Gae5 Gae4 Gae3 Gae2 Gae1
hsa_P08758	-
K10543	-
K10542	-
K10540	-
K10549	-
K04351	-
K11236	-
K11237	-
K11232	-
K11233	-
K11230	-
K01185	-
K11238	-
K11239	-
hsa_Q562R5	-
K00005	-
K13444	-
K00003	-
K00002	-
K00001	Adh1 AT1G64710 AT5G24760
K01186	-
K00009	-
K00008	AT5G51970
K10723	-
K10720	-
K10727	Cdt1b
K10728	Mei1
K08242	Smt2 Smt3
K08244	Sex1
K08247	Mmt
K08246	Cpi1
K08249	ScpL27
K08248	AT1G73050
K00262	AT1G51720
K00261	Gdh1 Gdh3 Gdh2
K00260	-
K00266	-
K00265	-
K00264	Glt1
bsu_BSU02900	-
K10782	AT4G13050 AtfAta
sce_YEL040W	-
hsa_A1E282	-
K01202	-
K01203	-
K01201	-
K01206	FXG1 FUC1
K01207	-
K01204	-
K01205	CYL1
K09646	ScpL51
K01209	ASD1
K06167	-
K06165	-
K00915	IPK2a IPK2BETA
K00914	AtvPs34
K00917	-
K00911	-
K00910	-
K00913	AT5G16760
K00919	CDPMEK
eco_b1004	-
K02519	Fug1
K02518	-
K05236	-
K02515	-
K02514	-
K02513	-
K13151	AT4G24880
K13402	-
K13159	-
hsa_Q13707	-
K08803	-
K03178	AtuBa2 AtuBa1
K03173	-
K03171	-
K03174	-
eco_b3098	-
K06523	-
K06520	-
K06521	-
K06527	-
K06525	-
K06528	-
K12578	-
K12574	-
K12575	-
K12571	-
K12572	-
K12573	-
K16059	-
K16056	-
K16055	TPS11 TPS8 TPS5 TPS9 TPS10
K16054	AT5G53850
K11000	CalS1 CalS5 Gsl8 Gsl1
K02633	-
K02986	Rps4
K02980	AT4G33865 AT3G44010 AT3G43980
K02637	PetD
K02982	Rps3
K02635	PetB
K07694	-
K02921	AT3G10950 AT3G60245
sce_YER070W	-
K04001	-
K04000	-
K04004	-
sce_YDR201W	-
K10067	-
K10062	-
K10063	-
K10068	-
K15129	-
K17879	-
K05758	ArpC2b Dis2
K05759	Prf3
K08582	-
K05751	-
K05753	-
K05754	Crk
K05755	ArpC4
K05756	ArpC3
K05757	ArpC1b ArpC1a
K01439	-
K01438	AT4G17830
K01431	BETA-UP
K01430	-
K01433	AT4G17360 AT5G47435
K01432	-
K01435	-
K01437	-
K08054	CNX1 AT5G07340
K08055	-
K05536	-
K08057	CRT3 CRT1b CRT1a
K08050	-
K05531	-
K05532	-
K05533	-
K08058	-
K05539	-
K14528	-
K14299	SEH1H
K14298	AT1G80670
K14297	SAR3 AT1G59660 AT1G10390
K14524	-
K14295	-
K14526	-
K14521	AT1G10490 AT3G57940
K14292	AT1G45231
K14523	-
K14290	XPO1A Xpo1b
hsa_A5GZ75	-
K12965	-
K12968	-
K06780	-
K08122	-
K02927	AT2G36170 UBQ1
K02166	-
sce_YNL225C	-
K10570	AT1G19750 AtcSa-1
K02160	BCCP2 Cac1
K02169	-
K03341	-
K03347	AT1G43140 AT1G59790 CUL1 CUL2
K05874	-
K03349	Apc2
K03348	EMB2771
K05700	-
K02366	-
K12298	-
K12297	-
K11926	-
K13181	-
K13216	-
K13217	Prp39
K13210	-
K13211	Ilp1
K13218	-
K13219	-
K12035	-
K12741	AT3G13224 GR-RBP3 AT3G15010 GR-RBP5 AT2G41060 AT5G40490 UBA2A AT1G17640
K01139	-
K08354	-
K12749	-
K07263	-
K00973	-
K06127	AT5G57300
K10525	Aoc1 Aoc3 Aoc2 Aoc4
K10524	-
K10527	Aim1 Mfp2
K10526	OpcL1
K10529	Dox1
K10528	Hpl1
K01116	-
K11213	-
K11216	-
K11217	-
hsa_Q562V5	-
K00060	-
K00063	-
K00064	AT4G33670
K00067	-
K00069	-
K10290	SkiP16
K09052	-
K09051	-
K09050	-
sce_YDL049C	-
K08269	AT3G53930 AT2G37840
K08267	-
K08266	-
K00289	-
K00288	-
K00285	-
K00284	Glu2 Glu1
K00287	-
K00286	P5cR
K00281	GLDP2 GLDP1
K00283	-
K00282	-
hsa_Q8IY98	-
K14190	Vtc5 Vtc2
K14191	-
K01880	AT1G29880 AT1G29870 AT3G44740
K01881	Ova6 AT5G10880 AT3G62120
K01883	AT3G56300 AT5G38830 SYCO_ARATH
K01228	AT1G24320
K01229	-
K01886	Ova9
K01887	AT1G66530 emb1027
K04616	-
K01889	AT3G58140 AT4G39280
K04615	-
K01223	-
eco_b4037	-
K14990	-
K14992	-
K00939	ADK1 AT5G50370 Amk2 AT5G35170 AT2G39270 ADK
K00938	AT1G31910
K00937	-
K00934	-
K00933	-
K00931	-
K00930	NAGK
K01089	-
K15821	THAS1
K01080	-
K01081	AT2G38680
K01082	Sal1 HL AT4G05090
K01084	-
K01085	-
K01087	AT2G22190 AT1G35910 ATTPPA AT4G12430 AT1G22210 AT4G22590 AT5G10100 AT5G65140 TPPB AT4G39770
K05259	-
hsa_O94805	-
K05254	-
K13179	-
K13171	AT2G29210
K13177	-
K13176	THO7
K13175	DWA1
K13174	THO5
sce_YPL124W	-
K02287	-
K02286	-
K02285	-
K02284	-
K03154	-
K08860	-
K03151	-
K03152	-
K03621	-
K08869	AtaBc1 AtaTh8 AtaTh9
K03628	-
K03629	-
hsa_D3DNS0	-
K06508	-
K06509	-
K06058	-
K06059	-
K06504	-
K06057	-
K06053	-
K06503	-
K17218	-
K09888	-
K09880	-
K09881	-
K09884	-
K09366	-
K07901	-
K07900	-
K07904	-
K10886	XrcC4
K10884	Ku70
K10885	Ku80
K10880	XrcC3
